market_code,code,所属概念,股票代码,所属概念数量
33,301049,汽车拆解概念;医疗废物处理;固废处理;金属回收;锂电池概念;储能;动力电池回收;融资融券,301049.SZ,8
151,920564,商业航天;空间计算;西部大开发;智慧城市;融资融券;时空大数据;DeepSeek概念;数据要素;人工智能;华为昇腾;旅游概念;数字乡村;云计算;乡村振兴;华为鲲鹏;多模态AI;数字孪生,920564.BJ,17
33,000955,海南自贸区;三胎概念;自由贸易港;创投;民营医院;医疗器械概念;军民融合;医药电商,000955.SZ,8
33,000617,信托概念;同花顺中特估100;新疆振兴;期货概念;参股券商;跨境支付(CIPS);参股银行;国企改革;数字货币;西部大开发;碳中和;氢能源;深股通;一带一路;创投;可控核聚变;中字头股票;融资融券,000617.SZ,18
33,300920,机器人概念;新能源汽车;人形机器人;三胎概念;融资融券,300920.SZ,5
33,002615,三胎概念;露营经济;人民币贬值受益;体育产业;跨境电商;共同富裕示范区;智能家居;IP经济(谷子经济);星闪概念;网红经济;NFT概念;一带一路;回购增持再贷款概念;华为概念;数字经济;鸿蒙概念,002615.SZ,16
33,002748,消毒剂;染料;锂电池概念;2025年报预增,002748.SZ,4
33,301185,华为鲲鹏;数据要素;在线教育;数据安全;AI应用;人工智能;AIGC概念;多模态AI;数字水印;虚拟现实;数据中心(AIDC);国企改革;融资融券,301185.SZ,13
33,300350,广东自贸区;跨境电商;中俄贸易概念;统一大市场;碳中和;数字经济;数据要素;智能物流;智慧城市;创投;时空大数据;一带一路;航运概念;物联网;粤港澳大湾区;军工;卫星导航,300350.SZ,17
33,300645,智慧政务;数字货币;数据要素;华为鲲鹏;华为欧拉;AI应用;在线教育;人脸识别;AI智能体;职业教育;区块链;AIGC概念;智慧城市;移动支付;元宇宙;腾讯概念;华为昇腾;Web3.0;阿里巴巴概念;智谱AI;百度概念;DeepSeek概念;数字经济;人工智能;物联网;云计算;蚂蚁集团概念;食品安全;数字孪生;养老概念;创投;华为概念;体育产业;共同富裕示范区;数据中心(AIDC),300645.SZ,35
33,301386,智能电网;光伏概念;高铁;物联网;专精特新;无人驾驶;融资融券,301386.SZ,7
33,001201,猪肉;绿色电力;粤港澳大湾区,001201.SZ,3
17,600551,参股券商;文化传媒概念;在线教育;数字经济;托育服务;国企改革;创投;AI应用;人工智能;高股息精选;沪股通;融资融券,600551.SH,12
33,002722,创投;燃料电池;高端装备;人工智能;独角兽概念;国企改革;语音技术;氢能源;AIGC概念;ChatGPT概念;特钢概念,002722.SZ,11
33,002451,智能电网;风电;充电桩;海工装备;智慧城市;储能;高铁;光伏概念;创投;化债概念(AMC概念);高端装备;5G;机器人概念;物业管理;上海自贸区;融资融券,002451.SZ,16
17,688111,智谱AI;中国AI 50;AI应用;云计算;AI智能体;腾讯概念;云办公;鸿蒙概念;信创;DeepSeek概念;人工智能;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券,688111.SH,17
17,600822,上海国企改革;统一大市场;上海自贸区;智能物流;国企改革;数据要素;融资融券,600822.SH,7
17,688252,芯片概念;消费电子概念;智能音箱;智能穿戴;海峡两岸;抖音概念(字节概念);高压快充;人民币贬值受益;电子纸;沪股通;融资融券,688252.SH,11
17,603390,ERP概念;汽车热管理;云计算;区块链;人工智能;无人驾驶;网约车;车联网(车路协同);创投;智能座舱;智慧城市;新能源汽车;比亚迪概念;华为概念;汽车电子;粤港澳大湾区;2025年报预增;氢能源;5G;充电桩,603390.SH,20
17,603073,中俄贸易概念;共同富裕示范区;人民币贬值受益;一带一路,603073.SH,4
33,000576,军工信息化;军民融合;军工;2025年报预增;第三代半导体,000576.SZ,5
17,688665,传感器;汽车电子;小米概念;新能源汽车;专精特新;PM2.5;锂电池概念;储能;固态电池;沪股通;融资融券,688665.SH,11
17,600510,体育产业;新型城镇化;参股银行;装配式建筑;一带一路;创投;养老概念;PPP概念;OLED;超级电容;证金持股;国企改革;沪股通;融资融券,600510.SH,14
17,688680,BC电池;钙钛矿电池;光伏概念;新能源汽车;POE胶膜;融资融券,688680.SH,6
17,600099,乡村振兴;农机;两轮车;专精特新;国企改革;无人驾驶;央企国企改革,600099.SH,7
33,300858,幽门螺杆菌概念;乳业;创新药;宠物经济;医美概念;三胎概念;土壤修复;京津冀一体化,300858.SZ,8
33,001217,染料;化肥;煤化工概念;光伏概念;航运概念,001217.SZ,5
17,603806,BC电池;HJT电池;POE胶膜;PCB概念;光伏概念;锂电池概念;储能;固态电池;钠离子电池;MiniLED;MicroLED概念;商业航天;沪股通;融资融券,603806.SH,14
17,601567,电力物联网;高压氧舱;智能电网;充电桩;数据中心(AIDC);风电;脑机接口;AI应用;储能;人工智能;工业互联网;智能医疗;光伏概念;一带一路;养老概念;参股银行;民营医院;三胎概念;沪股通;融资融券,601567.SH,20
17,603376,注册制次新股;长安汽车概念;共同富裕示范区;无人驾驶;传感器;新能源汽车;比亚迪概念;汽车电子;专精特新;新股与次新股;融资融券,603376.SH,11
33,300462,液冷服务器;独角兽概念;ETC;人脸识别;汽车热管理;车联网(车路协同);移动支付;智慧城市;储能;充电桩;ST板块,300462.SZ,11
17,603863,粤港澳大湾区,603863.SH,1
33,002548,猪肉;乡村振兴;生态农业;机器人概念;融资融券,002548.SZ,5
33,300071,AI视频;小红书概念;Web3.0;AI语料;虚拟数字人;ChatGPT概念;AIGC概念;抖音概念(字节概念);多模态AI;百度概念;腾讯概念;AI应用;文化传媒概念;元宇宙;数据要素;数字经济;DeepSeek概念;人工智能;华为概念;京津冀一体化;比亚迪概念;深股通,300071.SZ,22
151,920089,家用电器;碳纤维;比亚迪概念;小米汽车;3D打印;小米概念;融资融券,920089.BJ,7
17,600117,特钢概念;西部大开发;雅下水电概念;煤炭概念;海工装备;军工;商业航天;沪股通,600117.SH,8
33,000157,雅下水电概念;农机;高端装备;燃料电池;无人驾驶;人民币贬值受益;水利;新型工业化;工业互联网;一带一路;机器人概念;无人机;人工智能;人形机器人;深股通;融资融券;氢能源;物联网;百度概念;乡村振兴;绿色电力;东数西算(算力);高股息精选;固态电池,000157.SZ,24
17,600067,两轮车;储能;创投;福建自贸区;锂电池概念;氢能源;参股银行;海峡两岸;长安汽车概念;新能源汽车;比亚迪概念;无人机;机器人概念;人形机器人;融资融券;股权转让(并购重组),600067.SH,16
33,301515,医疗器械概念;智能医疗;专精特新;回购增持再贷款概念;西部大开发;脑机接口;融资融券,301515.SZ,7
17,600318,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组),600318.SH,7
33,002329,生态农业;乳业;跨境电商;三胎概念;乡村振兴;西部大开发;绿色电力;光伏概念;文化传媒概念;冷链物流;智慧城市;一带一路;数字经济;融资融券,002329.SZ,14
33,300612,小红书概念;快手概念;Web3.0;虚拟数字人;文化传媒概念;拼多多概念;AIGC概念;NFT概念;ChatGPT概念;AI应用;抖音概念(字节概念);智慧政务;元宇宙;数字乡村;AI智能体;腾讯概念;百度概念;多模态AI;阿里巴巴概念;区块链;数字经济;网红经济;DeepSeek概念;人工智能;体育产业;京津冀一体化;长安汽车概念;乡村振兴;机器视觉;数据中心(AIDC);融资融券,300612.SZ,31
17,600623,煤化工概念;丙烯酸;PVDF概念;氟化工概念;消毒剂;新疆振兴;超级品牌;参股券商;国企改革;锂电池概念;上海国企改革;回购增持再贷款概念;沪股通;创投;芯片概念;DeepSeek概念;融资融券,600623.SH,17
17,688359,PCB概念;PET铜箔;光伏概念;TOPCON电池;HJT电池;沪股通;融资融券,688359.SH,7
17,688569,高铁;国企改革;一带一路;央企国企改革;京津冀一体化;充电桩;沪股通;融资融券,688569.SH,8
33,300233,眼科医疗;创新药;工业大麻;仿制药一致性评价;肝炎概念;合成生物;辅助生殖;医药电商;维生素;流感;医疗器械概念;新型烟草(电子烟);智能医疗;专精特新;转基因;2026一季报预增;融资融券;深股通,300233.SZ,18
33,300675,装配式建筑;新型城镇化;建筑节能;房屋检测;乡村振兴;雄安新区;职业教育;深圳国企改革;水利;粤港澳大湾区;智慧城市;光伏建筑一体化;一带一路;碳中和;数据要素;国企改革;区块链;数据中心(AIDC);智能电网;虚拟电厂,300675.SZ,20
33,000504,ST板块;细胞免疫治疗;CRO概念;污水处理;动力电池回收;国企改革;锂电池概念;智慧灯杆;股权转让(并购重组),000504.SZ,9
33,002269,三胎概念;IP经济(谷子经济);上海自贸区;参股银行;深股通;融资融券,002269.SZ,6
33,003042,草甘膦;供销社;乡村振兴;中俄贸易概念,003042.SZ,4
33,000931,仿制药一致性评价;创新药;养老概念;京津冀一体化;雄安新区;创投;融资融券,000931.SZ,7
17,688117,创新药;CRO概念;减肥药;辅助生殖;三胎概念;西部大开发;2025年报预增;中俄贸易概念;沪股通;融资融券,688117.SH,10
17,600071,汽车电子;安防;机器视觉;消费电子概念;太赫兹;新型工业化;华为概念;华为汽车;物联网;机器人概念;芯片概念;2025年报预增;储能;央企国企改革;锂电池概念;国企改革;沪股通;融资融券,600071.SH,18
17,600523,军民融合;成飞概念;航空发动机;汽车热管理;军工;低空经济;长安汽车概念;高端装备;华为汽车;小米汽车;新能源汽车;西部大开发;比亚迪概念;传感器;国企改革;央企国企改革;华为概念;小米概念;汽车电子;储能;华为数字能源;融资融券;沪股通,600523.SH,23
33,300549,家用电器;医疗器械概念;比亚迪概念;机器人概念;长安汽车概念;海峡两岸;新能源汽车;特斯拉概念;减速器,300549.SZ,9
33,300271,财税数字化;智慧政务;DRG/DIP;ChatGPT概念;华为鲲鹏;数据安全;信创;AI应用;数据确权;数据要素;在线教育;智谱AI;AI智能体;区块链;蚂蚁集团概念;百度概念;互联网金融;阿里巴巴概念;腾讯概念;抖音概念(字节概念);语音技术;职业教育;DeepSeek概念;人工智能;华为概念;深股通;融资融券,300271.SZ,27
17,688339,专精特新;京津冀一体化;储能;燃料电池;氢能源;沪股通;融资融券,688339.SH,7
33,300823,装配式建筑;新型城镇化;雄安新区;中俄贸易概念;水利;专精特新;新型工业化;一带一路;高铁;机器人概念;高端装备;核电,300823.SZ,12
17,600100,华为昇腾;网络安全;国资云;国产操作系统;东数西算(算力);信创;算力租赁;ChatGPT概念;智慧城市;AI智能体;数据要素;区块链;AI语料;数据中心(AIDC);鸿蒙概念;安防;AIGC概念;华为概念;物联网;AI应用;DeepSeek概念;在线教育;人工智能;可控核聚变;数字经济;液冷服务器;机器视觉;互联网保险;工业互联网;核电;消费电子概念;机器人概念;创投;食品安全;京津冀一体化;储能;核污染防治;工业母机;雄安新区;央企国企改革;土壤修复;污水处理;国企改革;参股券商;锂电池概念;沪股通;融资融券;股权转让(并购重组),600100.SH,48
17,605296,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,605296.SH,6
33,002184,新型工业化;机器视觉;机器人概念;工业互联网;AI应用;智能物流;信创;智能医疗;华为概念;DeepSeek概念;工业母机;高端装备;华为鲲鹏;创投;军工;芯片概念;5G;数据中心(AIDC);光伏概念;东数西算(算力);储能;智能电网;先进封装;虚拟电厂;风电;共封装光学(CPO),002184.SZ,26
33,301345,两轮车;无人驾驶;2026一季报预增;人形机器人;2025年报预增;跨境电商;人民币贬值受益;机器人概念;专精特新;深股通;融资融券,301345.SZ,11
33,300856,人民币贬值受益;融资融券;深股通,300856.SZ,3
33,002824,华为手机;柔性屏(折叠屏);消费电子概念;小米概念;比亚迪概念;华为概念;2025年报预增;新能源汽车;汽车热管理;宁德时代概念;智能家居;储能;三胎概念;深股通;融资融券,002824.SZ,15
33,002797,期货概念;区块链;深股通;融资融券,002797.SZ,4
17,605286,东数西算(算力);虚拟电厂;绿色电力;风电;人工智能;储能;氢能源;新型城镇化;沪股通,605286.SH,9
33,300970,合成生物;农业种植;乡村振兴;融资融券,300970.SZ,4
17,600570,互联网金融;数字货币;跨境支付(CIPS);蚂蚁集团概念;AI应用;ChatGPT概念;区块链;鸿蒙概念;数据要素;智慧政务;AIGC概念;华为鲲鹏;AI智能体;信创;DeepSeek概念;数字经济;多模态AI;人工智能;华为昇腾;华为概念;中国AI 50;回购增持再贷款概念;碳中和;碳交易;沪股通;融资融券,600570.SH,26
17,688561,华为欧拉;华为鲲鹏;数据安全;云计算;信创;鸿蒙概念;AI应用;AIGC概念;网络安全;AI智能体;数字货币;区块链;国资云;跨境支付(CIPS);DeepSeek概念;车联网(车路协同);数字经济;人工智能;星闪概念;量子科技;物联网;军工;沪股通;融资融券,688561.SH,24
17,688411,钠离子电池;固态电池;华为数字能源;储能;充电桩;智能电网;数据中心(AIDC);新能源汽车;华为概念;专精特新;DeepSeek概念;AI应用;智能物流;沪股通;融资融券,688411.SH,15
33,002140,煤化工概念;钛白粉概念;医疗废物处理;光热发电;土壤修复;固废处理;石墨烯;污水处理;PPP概念;盐湖提锂;氢能源;可降解塑料;锂电池概念;国企改革;POE胶膜;一带一路;融资融券;股权转让(并购重组);深股通,002140.SZ,19
33,000679,跨境电商,000679.SZ,1
17,600416,无人驾驶;高铁;军工;商业航天;无人机;军民融合;高端装备;低空经济;核电;工业互联网;稀土永磁;水利;风电;储能;国企改革;抽水蓄能;沪股通;融资融券,600416.SH,18
33,300768,财税数字化;数据安全;华为鲲鹏;智慧政务;信创;云计算;鸿蒙概念;腾讯概念;AI智能体;数字水印;网络安全;国产操作系统;DeepSeek概念;ETC;人工智能;东数西算(算力);物联网;华为概念;安防;数据中心(AIDC);工业互联网;新型工业化;5G;智能电网;深股通;融资融券,300768.SZ,26
33,301197,专精特新;建筑节能;新型城镇化;回购增持再贷款概念;华为概念;智慧城市;雄安新区;人工智能;信创;蚂蚁集团概念;数据要素;华为鲲鹏;融资融券,301197.SZ,13
