股票代码,所属概念数量,code,所属概念,market_code
301586.SZ,8,301586,军民融合;军工;无人机;低空经济;专精特新;飞行汽车(eVTOL);参股银行;融资融券,33
000906.SZ,10,000906,统一大市场;ERP概念;中俄贸易概念;装配式建筑;国企改革;工业互联网;新能源汽车;储能;煤炭概念;深股通,33
000886.SZ,17,000886,自由贸易港;化债概念(AMC概念);物业管理;海南自贸区;旅游概念;参股银行;水利;国企改革;数字经济;车联网(车路协同);低空经济;抖音概念(字节概念);算力租赁;东数西算(算力);数据中心(AIDC);股权转让(并购重组);深股通,33
603045.SH,18,603045,汽车电子;5G;比亚迪概念;新能源汽车;数据中心(AIDC);工业互联网;智能家居;BC电池;智能电网;高铁;充电桩;HJT电池;TOPCON电池;储能;金属回收;黄金概念;2026中报预增;融资融券,17
300244.SZ,27,300244,DRG/DIP;AI应用;细胞免疫治疗;猴痘概念;ChatGPT概念;AIGC概念;AI智能体;数据要素;基因测序;CRO概念;智能医疗;多模态AI;职业教育;DeepSeek概念;三胎概念;养老概念;阿尔茨海默概念;肝炎概念;人工智能;阿里巴巴概念;辅助生殖;共同富裕示范区;医疗器械概念;冷链物流;华为概念;深股通;融资融券,33
300291.SZ,16,300291,短剧游戏;快手概念;文化传媒概念;网红经济;IP经济(谷子经济);网络游戏;虚拟数字人;旅游概念;抖音概念(字节概念);AI应用;百度概念;腾讯概念;阿里巴巴概念;人工智能;华为概念;深股通,33
603336.SH,9,603336,一带一路;乡村振兴;创新药;冷链物流;农业种植;国企改革;CRO概念;沪股通;股权转让(并购重组),17
000681.SZ,28,000681,快手概念;AI视频;AI语料;智谱AI;数字水印;AIGC概念;抖音概念(字节概念);多模态AI;知识产权保护;腾讯概念;百度概念;NFT概念;阿里巴巴概念;AI应用;数据确权;数据要素;文化传媒概念;AI智能体;鸿蒙概念;区块链;DeepSeek概念;人工智能;虚拟现实;华为概念;小米概念;深股通;2026中报预增;融资融券,33
002511.SZ,4,002511,三胎概念;IP经济(谷子经济);深股通;融资融券,33
000816.SZ,13,000816,农村电商;乡村振兴;金属铜;盐湖提锂;农机;小金属概念;金属锌;金属铅;数字乡村;储能;减速器;深股通;融资融券,33
301116.SZ,7,301116,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,33
000623.SZ,16,000623,参股券商;医药电商;创新药;维生素;肝炎概念;流感;三胎概念;农业种植;幽门螺杆菌概念;网红经济;乡村振兴;创投;工业互联网;深股通;融资融券;2026中报预增,33
688081.SH,14,688081,芯片概念;军工信息化;军民融合;军工;无人机;量子科技;时空大数据;低空经济;华为昇腾;安防;多模态AI;人工智能;DeepSeek概念;融资融券,17
603080.SH,5,603080,天然气;新疆振兴;西部大开发;氢能源;股权转让(并购重组),17
301339.SZ,30,301339,AI应用;数据要素;数字经济;旅游概念;智慧政务;移动支付;DeepSeek概念;人工智能;数字孪生;智慧城市;信创;智能物流;国资云;腾讯概念;统一大市场;阿里巴巴概念;车联网(车路协同);ETC;长安汽车概念;国企改革;机器人概念;华为概念;无人驾驶;专精特新;充电桩;特斯拉概念;比亚迪概念;5G;深股通;融资融券,33
600106.SH,9,600106,西部大开发;创投;参股银行;ETC;智慧城市;参股券商;PPP概念;沪股通;融资融券,17
300296.SZ,41,300296,空间计算;元宇宙;人形机器人;AIGC概念;AI应用;虚拟现实;机器视觉;数据要素;虚拟数字人;智慧灯杆;智慧城市;抖音概念(字节概念);MicroLED概念;人工智能;腾讯概念;DeepSeek概念;无人驾驶;商业航天;华为概念;柔性屏(折叠屏);无人机;京津冀一体化;智能穿戴;小米概念;MiniLED;文化传媒概念;海工装备;消费电子概念;IP经济(谷子经济);雄安新区;AI眼镜;一带一路;旅游概念;体育产业;乡村振兴;芯片概念;OLED;第三代半导体;深股通;玻璃基板;融资融券,33
600006.SH,14,600006,冷链物流;智能物流;一体化压铸;国企改革;DeepSeek概念;碳中和;央企国企改革;燃料电池;氢能源;车联网(车路协同);新能源汽车;无人驾驶;沪股通;融资融券,17
300037.SZ,18,300037,超级电容;氟化工概念;OLED;固态电池;钠离子电池;2026一季报预增;先进封装;宁德时代概念;锂电池概念;芯片概念;液冷服务器;比亚迪概念;新能源汽车;特斯拉概念;数据中心(AIDC);深股通;2026中报预增;融资融券,33
301207.SZ,6,301207,禽流感;生物疫苗;肝炎概念;流感;深股通;融资融券,33
000551.SZ,26,000551,PM2.5;军工;商业航天;家用电器;军民融合;机器人概念;特斯拉概念;新能源汽车;空气能热泵;特高压;无人驾驶;芯片概念;减速器;职业教育;创投;食品安全;氢能源;一带一路;中芯国际概念;污水处理;国企改革;参股银行;猴痘概念;期货概念;融资融券;深股通,33
301602.SZ,11,301602,宠物经济;智能医疗;医疗器械概念;水利;人工智能;人民币贬值受益;核电;机器人概念;专精特新;深股通;融资融券,33
002880.SZ,6,002880,生物疫苗;肝炎概念;合成生物;细胞免疫治疗;国企改革;深股通,33
603068.SH,29,603068,MCU芯片;汽车芯片;传感器;小米概念;智能穿戴;芯片概念;星闪概念;智能音箱;消费电子概念;无线耳机;AI眼镜;卫星导航;WiFi 6;无人机;物联网;华为概念;毫米波雷达;无人驾驶;低空经济;智能家居;ETC;上海自贸区;智慧城市;人工智能;阿里巴巴概念;抖音概念(字节概念);鸿蒙概念;2026中报预增;沪股通,17
000401.SZ,10,000401,水泥概念;化债概念(AMC概念);国企改革;绿色电力;雄安新区;京津冀一体化;固废处理;深股通;融资融券;核电,33
002014.SZ,4,002014,高股息精选;供销社;绿色电力;深股通,33
002497.SZ,15,002497,固态电池;锂电池概念;宁德时代概念;民爆概念;西部大开发;军民融合;比亚迪概念;军工;特斯拉概念;工业互联网;机器人概念;雅下水电概念;深股通;2026中报预增;融资融券,33
688329.SH,7,688329,智能医疗;人工智能;DeepSeek概念;专精特新;医疗器械概念;低空经济;融资融券,17
301279.SZ,5,301279,减速器;人形机器人;共同富裕示范区;绿色电力;融资融券,33
600425.SH,13,600425,水泥概念;同花顺中特估100;国企改革;化肥;新疆振兴;西部大开发;一带一路;煤炭概念;氢能源;风电;人工智能;沪股通;融资融券,17
603659.SH,16,603659,钠离子电池;石墨电极;固态电池;PVDF概念;锂电池概念;宁德时代概念;储能;PET铜箔;氢能源;碳中和;沪股通;特斯拉概念;新能源汽车;消费电子概念;芯片概念;融资融券,17
600017.SH,17,600017,证金持股;航运概念;免税店;中韩自贸区;冷链物流;国企改革;乡村振兴;绿色电力;一带一路;DeepSeek概念;AI应用;虚拟电厂;华为概念;融资融券;海峡两岸;沪股通,17
301060.SZ,11,301060,基因测序;猴痘概念;辅助生殖;幽门螺杆菌概念;智能医疗;肝炎概念;AI智能体;人工智能;CRO概念;专精特新;融资融券,33
300751.SZ,15,300751,钙钛矿电池;HJT电池;存储芯片;MicroLED概念;第三代半导体;芯片概念;先进封装;MiniLED;光伏概念;OLED;高端装备;新型工业化;锂电池概念;融资融券;深股通,33
688183.SH,10,688183,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;华为概念;工业互联网;2026中报预增;沪股通;融资融券,17
601991.SH,9,601991,绿色电力;风电;储能;核电;雅下水电概念;沪股通;融资融券;央企国企改革;国企改革,17
600526.SH,11,600526,PPP概念;污水处理;固废处理;地下管网;国企改革;碳交易;共同富裕示范区;碳中和;PM2.5;机器人概念;人工智能,17
601390.SH,20,601390,同花顺中特估100;证金持股;中字头股票;参股券商;国企改革;央企国企改革;PPP概念;新型城镇化;一带一路;水利;金属铜;金属铅;金属锌;高铁;人工智能;金属钴;小金属概念;低空经济;沪股通;融资融券,17
301335.SZ,5,301335,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,33
002802.SZ,4,002802,海峡两岸;风电;国企改革;股权转让(并购重组),33
301439.SZ,17,301439,中俄贸易概念;一带一路;充电桩;海峡两岸;储能;智能家居;家用电器;高压快充;小米汽车;铜缆高速连接;新能源汽车;小米概念;比亚迪概念;消费电子概念;富士康概念;深股通;融资融券,33
688006.SH,7,688006,固态电池;芯片概念;锂电池概念;动力电池回收;特斯拉概念;沪股通;融资融券,17
600072.SH,16,600072,中船系;国产航母;PPP概念;国企改革;海工装备;央企国企改革;氢能源;绿色电力;风电;高端装备;同花顺中特估100;储能;工业互联网;沪股通;中字头股票;融资融券,17
301049.SZ,7,301049,汽车拆解概念;固废处理;金属回收;锂电池概念;储能;动力电池回收;融资融券,33
603053.SH,7,603053,天然气;国企改革;西部大开发;碳中和;氢能源;充电桩;沪股通,17
300020.SZ,24,300020,ST板块;家庭医生;共同富裕示范区;数字经济;数字孪生;数据要素;数字乡村;智慧城市;华为鲲鹏;智慧政务;区块链;人工智能;创投;元宇宙;车联网(车路协同);百度概念;ETC;智能医疗;机器人概念;阿里巴巴概念;无人驾驶;华为概念;东数西算(算力);数据中心(AIDC),33
002644.SZ,9,002644,流感;医药电商;肝炎概念;三胎概念;农业种植;医疗器械概念;西部大开发;消毒剂;国企改革,33
603381.SH,12,603381,光伏建筑一体化;光伏概念;储能;金属回收;专精特新;比亚迪概念;机器人概念;液冷服务器;人形机器人;绿色电力;沪股通;融资融券,17
600882.SH,6,600882,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券,17
301535.SZ,10,301535,小米汽车;无人驾驶;长安汽车概念;专精特新;小米概念;智能座舱;新能源汽车;汽车电子;深股通;融资融券,33
603686.SH,24,603686,中俄贸易概念;人工智能;垃圾分类;智慧城市;海峡两岸;工业互联网;车联网(车路协同);智慧政务;固废处理;机器人概念;金属回收;氢能源;PPP概念;物业管理;无人驾驶;新能源汽车;动力电池回收;华为概念;充电桩;锂电池概念;金属镍;生物质能发电;沪股通;融资融券,17
688345.SH,8,688345,钠离子电池;固态电池;锂电池概念;储能;两轮车;数据中心(AIDC);机器人概念;融资融券,17
603153.SH,27,603153,上海国企改革;房屋检测;自由贸易港;地下管网;装配式建筑;体育产业;PPP概念;新型城镇化;化债概念(AMC概念);文化传媒概念;雄安新区;国企改革;建筑节能;水利;一带一路;数字经济;DeepSeek概念;人工智能;碳中和;数字孪生;智慧城市;阿里巴巴概念;核电;虚拟电厂;无人机;数据中心(AIDC);沪股通,17
600928.SH,7,600928,国企改革;跨境支付(CIPS);西部大开发;一带一路;移动支付;沪股通;融资融券,17
603639.SH,7,603639,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,17
301361.SZ,9,301361,虚拟电厂;智能电网;数据中心(AIDC);储能;专精特新;海工装备;传感器;锂电池概念;融资融券,33
301365.SZ,7,301365,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;深股通;融资融券,33
688126.SH,8,688126,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,17
301206.SZ,8,301206,代糖概念;合成生物;人民币贬值受益;绿色电力;专精特新;新型工业化;深股通;融资融券,33
600523.SH,23,600523,军民融合;西部大开发;国企改革;成飞概念;央企国企改革;低空经济;汽车热管理;军工;航空发动机;长安汽车概念;高端装备;小米汽车;华为汽车;新能源汽车;华为概念;比亚迪概念;储能;小米概念;传感器;汽车电子;华为数字能源;融资融券;沪股通,17
603726.SH,7,603726,先进封装;家用电器;人形机器人;空气能热泵;机器人概念;创投;2026中报预增,17
002533.SZ,26,002533,智能电网;柔性直流输电;核电;风电;充电桩;水利;特高压;雅下水电概念;超导概念;储能;一带一路;数据中心(AIDC);长安汽车概念;华为概念;高压快充;可控核聚变;机器人概念;高铁;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券,33
300910.SZ,3,300910,人民币贬值受益;深股通;融资融券,33
600690.SH,20,600690,超级品牌;高股息精选;证金持股;同花顺漂亮100;净水概念;同花顺出海50;空气能热泵;沪股通;融资融券;家用电器;DeepSeek概念;智能家居;AI应用;工业互联网;阿里巴巴概念;机器人概念;物联网;华为概念;液冷服务器;无线充电,17
000800.SZ,16,000800,国企改革;央企国企改革;DeepSeek概念;氢能源;燃料电池;车联网(车路协同);军工;新能源汽车;深股通;融资融券;无人驾驶;华为概念;宁德时代概念;固态电池;2026中报预增;股权转让(并购重组),33
600861.SH,8,600861,乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通,17
601298.SH,12,601298,高股息精选;同花顺中特估100;中韩自贸区;航运概念;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通,17
300510.SZ,19,300510,虚拟电厂;区块链;换电概念;智能电网;物联网;充电桩;中俄贸易概念;储能;智能物流;柔性直流输电;光伏概念;特高压;高压快充;机器人概念;国企改革;专精特新;锂电池概念;新型工业化;新能源汽车,33
002383.SZ,23,002383,时空大数据;卫星导航;商业航天;无人机;数字乡村;智慧城市;车联网(车路协同);低空经济;水利;数字经济;农机;智慧灯杆;华为概念;机器人概念;京津冀一体化;无人驾驶;新型城镇化;国企改革;生态农业;芯片概念;汽车芯片;深股通;融资融券,33
600100.SH,49,600100,国资云;华为昇腾;网络安全;东数西算(算力);国产操作系统;信创;算力租赁;区块链;智慧城市;数据要素;AI智能体;鸿蒙概念;ChatGPT概念;数据中心(AIDC);物联网;安防;AI应用;AI语料;DeepSeek概念;AIGC概念;人工智能;华为概念;数字经济;互联网保险;在线教育;工业互联网;核电;京津冀一体化;可控核聚变;创投;液冷服务器;食品安全;机器视觉;核污染防治;储能;机器人概念;雄安新区;央企国企改革;土壤修复;污水处理;消费电子概念;国企改革;工业母机;参股券商;锂电池概念;沪股通;融资融券;智能医疗;股权转让(并购重组),17
301295.SZ,8,301295,专精特新;智能家居;光伏概念;智能电网;新能源汽车;小米概念;汽车电子;融资融券,33
