股票代码,所属概念,所属概念数量,code,market_code
002182.SZ,小金属概念;3D打印;宁德时代概念;央企国企改革;氢能源;军工;苹果概念;商业航天;无人机;飞行汽车(eVTOL);比亚迪概念;消费电子概念;国企改革;一体化压铸;特斯拉概念;低空经济;华为概念;5G;机器人概念;富士康概念;华为汽车;长安汽车概念;深股通;融资融券,24,002182,33
301202.SZ,液冷服务器;数据中心;东数西算(算力);腾讯概念;阿里巴巴概念;机器人概念;光纤概念;换电概念;储能;深股通;融资融券,11,301202,33
000937.SZ,煤炭概念;煤化工概念;国企改革;回购增持再贷款概念;深股通;融资融券;京津冀一体化,7,000937,33
002047.SZ,ST板块;股权转让(并购重组);风电;光伏建筑一体化;横琴新区;AI眼镜;粤港澳大湾区;装配式建筑;智能穿戴;一带一路;智慧城市;国企改革;虚拟现实;元宇宙,14,002047,33
301558.SZ,AIGC概念;知识产权保护;AI智能体;多模态AI;人工智能;DeepSeek概念;跨境电商;创投;粤港澳大湾区;智能物流;人民币贬值受益;2025年报预增;深股通;融资融券,14,301558,33
601555.SH,期货概念;国企改革;沪股通;融资融券;创投,5,601555,17
300868.SZ,华为概念;消费电子概念;智能穿戴;AI眼镜;跨境电商;融资融券,6,300868,33
002058.SZ,特斯拉概念;长安汽车概念;新型工业化;新能源汽车;ST板块;传感器;固态电池;创投;石墨烯;锂电池概念;股权转让(并购重组),11,002058,33
301025.SZ,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,6,301025,33
601066.SH,同花顺中特估100;沪股通;腾讯概念;融资融券,4,601066,17
600170.SH,黄金概念;水泥概念;房屋检测;绿色电力;土壤修复;PPP概念;雄安新区;参股券商;国企改革;光伏建筑一体化;上海国企改革;一带一路;装配式建筑;水利;地下管网;乡村振兴;DeepSeek概念;新型城镇化;碳中和;物业管理;数字孪生;证金持股;人工智能;核电;数据中心;机器人概念;低空经济;融资融券;沪股通,29,600170,17
000869.SZ,超级品牌;旅游概念;国企改革;深股通;融资融券,5,000869,33
002761.SZ,装配式建筑;PPP概念;新型城镇化;建筑节能;国企改革;固废处理;污水处理;乡村振兴;水利;雅下水电概念;土壤修复;共同富裕示范区;一带一路;智慧城市;DeepSeek概念;深股通;融资融券,17,002761,33
603105.SH,光伏建筑一体化;绿色电力;虚拟电厂;光伏概念;储能;充电桩;回购增持再贷款概念;共同富裕示范区;长三角一体化;沪股通;融资融券,11,603105,17
000727.SZ,电子纸;MicroLED概念;MiniLED;虚拟现实;华为概念;云游戏;智能穿戴;信创;智慧城市;在线教育;腾讯概念;阿里巴巴概念;数字孪生;AIGC概念;消费电子概念;云办公;汽车电子;小米概念;电子竞技;数字经济;智能家居;富士康概念;无线耳机;PCB概念;海峡两岸;充电桩;智能医疗;家用电器;人民币贬值受益;一带一路;跨境电商;中俄贸易概念;央企国企改革;国企改革;深股通,35,000727,33
300411.SZ,军民融合;高铁;商业航天;军工;水利;低空经济;无人机;海工装备;飞行汽车(eVTOL);人工智能;核电;高端装备;PM2.5;可控核聚变;雅下水电概念;共同富裕示范区;专精特新;深股通,18,300411,33
002452.SZ,柔性直流输电;特高压;智能电网;光伏概念;风电;储能;充电桩;绿色电力;新能源汽车;数据中心;专精特新;军工;新疆振兴;融资融券,14,002452,33
603418.SH,一体化压铸;注册制次新股;华为汽车;小米汽车;特斯拉概念;新能源汽车;比亚迪概念;小米概念;宁德时代概念;新股与次新股;融资融券,11,603418,17
300785.SZ,快手概念;Sora概念(文生视频);拼多多概念;AI语料;智谱AI;AIGC概念;ChatGPT概念;多模态AI;AI应用;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;NFT概念;腾讯概念;百度概念;鸿蒙概念;电子竞技;DeepSeek概念;人工智能;同花顺新质50;华为概念;京津冀一体化;小米概念;苹果概念;深股通,26,300785,33
301382.SZ,云办公;云计算;云游戏;华为鲲鹏;数据安全;智慧政务;抖音概念(字节概念);AIGC概念;腾讯概念;AI智能体;阿里巴巴概念;东数西算(算力);数据要素;鸿蒙概念;元宇宙;蚂蚁集团概念;DeepSeek概念;智慧城市;人工智能;华为概念;数字经济;物联网;互联网金融;AI应用;5G;粤港澳大湾区;智能家居;华为手机;回购增持再贷款概念;深股通;融资融券,31,301382,33
600199.SH,白酒概念;啤酒概念;国企改革;融资融券;沪股通,5,600199,17
301010.SZ,专精特新;建筑节能;冰雪产业;特斯拉概念;数据中心;冷链物流;碳中和;融资融券,8,301010,33
000058.SZ,物业管理;创投;深圳国企改革;光伏建筑一体化;国企改革;光伏概念;华为概念;电子竞技;绿色电力;2025年报预增;商业航天;卫星导航;深股通;融资融券,14,000058,33
603279.SH,污水处理;融资融券;沪股通,3,603279,17
300177.SZ,卫星导航;时空大数据;无人机;车联网(车路协同);低空经济;无人驾驶;智慧城市;虚拟现实;飞行汽车(eVTOL);数字孪生;3D打印;华为概念;百度概念;DeepSeek概念;机器人概念;5G;海工装备;人形机器人;芯片概念;高铁;汽车电子;专精特新;创投;智能物流;水利;农机;粤港澳大湾区;旅游概念;一带一路;深股通;融资融券,31,300177,33
601860.SH,沪股通;融资融券,2,601860,17
603767.SH,减速器;长安汽车概念;农机;共同富裕示范区;新能源汽车;乡村振兴;沪股通,7,603767,17
002881.SZ,AI智能体;鸿蒙概念;人工智能;车联网(车路协同);DeepSeek概念;移动支付;东数西算(算力);卫星导航;商业航天;物联网;华为概念;电力物联网;无人机;工业互联网;机器视觉;毫米波雷达;机器人概念;5G;无人驾驶;华为海思概念股;人形机器人;智能座舱;创投;MCU芯片;专精特新;AI眼镜;芯片概念;华为汽车;比亚迪概念;消费电子概念;新能源汽车;回购增持再贷款概念;深股通;融资融券,34,002881,33
603076.SH,啤酒概念;C2M概念;融资融券,3,603076,17
600630.SH,三胎概念;物业管理;跨境电商;参股银行;网红经济;国企改革;上海国企改革;一带一路;上海自贸区;融资融券,10,600630,17
688376.SH,光刻机;中芯国际概念;芯片概念;PM2.5;沪股通;融资融券,6,688376,17
300751.SZ,HJT电池;钙钛矿电池;光伏概念;第三代半导体;MicroLED概念;高端装备;新型工业化;MiniLED;芯片概念;OLED;先进封装;存储芯片;锂电池概念;回购增持再贷款概念;融资融券;深股通,16,300751,33
603598.SH,快手概念;短剧游戏;小红书概念;AIGC概念;AI应用;多模态AI;文化传媒概念;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;百度概念;AI智能体;阿里巴巴概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,22,603598,17
600578.SH,超超临界发电;绿色电力;风电;氢能源;储能;国企改革;证金持股;2025年报预增;京津冀一体化;蚂蚁集团概念;沪股通;融资融券,12,600578,17
300908.SZ,农业种植;乡村振兴;海峡两岸;融资融券,4,300908,33
301292.SZ,钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,8,301292,33
300514.SZ,电力物联网;智能电网;充电桩;虚拟电厂;智慧灯杆;智能家居;物联网;粤港澳大湾区;传感器;5G;芯片概念,11,300514,33
000823.SZ,PCB概念;共封装光学(CPO);苹果概念;毫米波雷达;5G;汽车电子;消费电子概念;AI眼镜;数据中心;传感器;比亚迪概念;无人机;东数西算(算力);商业航天;无人驾驶;虚拟现实;卫星导航;国企改革;深股通;融资融券;证金持股,21,000823,33
300957.SZ,三胎概念;医美概念;医疗器械概念;跨境电商;创新药;创投;智能医疗;人工智能;西部大开发;AI应用;深股通;融资融券,12,300957,33
002572.SZ,高股息精选;参股券商;养老概念;深股通;智能家居;虚拟现实;融资融券,7,002572,33
002298.SZ,虚拟电厂;电力物联网;智能电网;抽水蓄能;光伏建筑一体化;东数西算(算力);网络安全;云计算;数据安全;智慧政务;信创;数据中心;腾讯概念;阿里巴巴概念;碳交易;充电桩;人脸识别;绿色电力;数据要素;智慧城市;时空大数据;华为概念;AIGC概念;储能;物联网;数字经济;数字乡村;人工智能;工业互联网;碳中和;安防;水利;5G;新型城镇化;机器视觉;军工信息化;传感器;无人机;专精特新;高铁;军工;PPP概念;无线充电;消费电子概念;锂电池概念;光纤概念;深股通;融资融券,48,002298,33
003000.SZ,人造肉;网红经济;乡村振兴;海峡两岸;一带一路;回购增持再贷款概念;深股通,7,003000,33
601198.SH,期货概念;互联网金融;化债概念(AMC概念);国企改革;沪股通;融资融券;央企国企改革,7,601198,17
300062.SZ,智能电网;绿色电力;充电桩;光伏概念;储能;高压快充;高铁;锂电池概念;一带一路;福建自贸区;机器人概念;宁德时代概念;海峡两岸;新能源汽车,14,300062,33
002420.SZ,家用电器;医疗器械概念;粤港澳大湾区;农机;机器人概念;低空经济;新能源汽车;富士康概念;比亚迪概念;华为概念;飞行汽车(eVTOL);小米概念;汽车热管理;华为汽车;广东自贸区;2025年报预增;人形机器人;充电桩;储能;光伏概念;锂电池概念;宁德时代概念;股权转让(并购重组),23,002420,33
603688.SH,光纤概念;存储芯片;光伏概念;芯片概念;沪股通;融资融券,6,603688,17
002624.SZ,云游戏;短剧游戏;电子竞技;NFT概念;手机游戏;网络游戏;AIGC概念;文化传媒概念;虚拟数字人;元宇宙;IP经济(谷子经济);AI智能体;虚拟现实;鸿蒙概念;区块链;英伟达概念;人工智能;华为概念;AI应用;深股通;融资融券,21,002624,33
603681.SH,储能;可降解塑料;专精特新;长三角一体化;一带一路;固态电池;医疗器械概念;人民币贬值受益;人工智能;AI智能体;跨境电商;融资融券,12,603681,17
603919.SH,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,6,603919,17
603258.SH,AIGC概念;手机游戏;AI智能体;电子竞技;短剧游戏;网络游戏;虚拟现实;创投;沪股通,9,603258,17
603344.SH,家用电器;新能源汽车;汽车热管理;比亚迪概念;机器人概念;小米概念;锂电池概念;沪股通;融资融券,9,603344,17
000903.SZ,ST板块;乡村振兴;智能物流;西部大开发;长安汽车概念;国企改革;农机;低空经济;机器人概念;人脸识别;移动支付;燃料电池;无人驾驶;无人机;传感器;新能源汽车;华为概念;氢能源;汽车电子;芯片概念,20,000903,33
603348.SH,一体化压铸;两轮车;华为汽车;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);特斯拉概念;融资融券;沪股通,10,603348,17
300071.SZ,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;AIGC概念;多模态AI;虚拟数字人;抖音概念(字节概念);数据要素;元宇宙;百度概念;文化传媒概念;腾讯概念;DeepSeek概念;人工智能;数字经济;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,22,300071,33
002223.SZ,蚂蚁集团概念;智能医疗;养老概念;三胎概念;幽门螺杆菌概念;医疗器械概念;血氧仪;眼科医疗;雅下水电概念;消毒剂;深股通;融资融券,12,002223,33
002570.SZ,乳业;三胎概念;跨境电商;养老概念;宠物经济;网红经济;共同富裕示范区;NFT概念;DeepSeek概念;回购增持再贷款概念;深股通;融资融券,12,002570,33
605033.SH,乡村振兴;西部大开发,2,605033,17
000955.SZ,海南自贸区;三胎概念;创投;自由贸易港;医疗器械概念;民营医院;军民融合;医药电商,8,000955,33
300856.SZ,人民币贬值受益;融资融券;深股通,3,300856,33
688623.SH,传感器;比亚迪概念;专精特新;机器视觉;锂电池概念;融资融券,6,688623,17
601012.SH,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;同花顺漂亮100;储能;绿色电力;氢能源;特斯拉概念;百度概念;华为概念;西部大开发;证金持股;沪股通;融资融券,18,601012,17
001325.SZ,参股银行;农机;冰雪产业;注册制次新股;新股与次新股;融资融券,6,001325,33
600729.SH,IP经济(谷子经济);养老概念;互联网金融;人工智能;证金持股;西部大开发;回购增持再贷款概念;高股息精选;机器人概念;小米汽车;沪股通;融资融券;黄金概念,13,600729,17
603506.SH,养老概念;物业管理;垃圾分类;2025年报预增;长三角一体化;机器人概念,6,603506,17
002245.SZ,钠离子电池;固态电池;锂电池概念;两轮车;储能;MiniLED;芯片概念;飞行汽车(eVTOL);人形机器人;小米概念;一带一路;机器人概念;智能家居;海峡两岸;金属镍;创投;无人机;数据中心;深股通;融资融券,20,002245,33
600416.SH,军民融合;军工;核电;高端装备;商业航天;无人机;高铁;低空经济;水利;无人驾驶;工业互联网;风电;储能;抽水蓄能;国企改革;沪股通;融资融券,17,600416,17
600279.SH,航运概念;统一大市场;国企改革;西部大开发;一带一路;民爆概念;智能物流;股权转让(并购重组);沪股通,9,600279,17
002042.SZ,算力租赁;C2M概念;东数西算(算力);职业教育;DeepSeek概念;数据中心;工业互联网;创投;粤港澳大湾区;乡村振兴;中俄贸易概念;绿色电力;农业种植;新疆振兴;深股通;融资融券,16,002042,33
002582.SZ,人造肉;跨境电商;职业教育;特色小镇;智能物流;网红经济;海峡两岸;创投;旅游概念;IP经济(谷子经济);啤酒概念;乡村振兴;预制菜;参股银行;农业种植;生态农业;新疆振兴,17,002582,33
301222.SZ,人民币贬值受益;工业互联网;融资融券,3,301222,33
300375.SZ,传感器;长安汽车概念;华为汽车;小米汽车;小米概念;比亚迪概念;新能源汽车;汽车热管理;京津冀一体化;储能;宁德时代概念;百度概念,12,300375,33
603235.SH,维生素;人民币贬值受益;沪股通,3,603235,17
688021.SH,氢能源;燃料电池;专精特新;融资融券,4,688021,17
002461.SZ,啤酒概念;国企改革;深股通;融资融券,4,002461,33
301246.SZ,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;合成生物;仿制药一致性评价;流感;猴痘概念;比亚迪概念;2025年报预增;深股通;融资融券,13,301246,33
603194.SH,人民币贬值受益;新能源汽车;机器人概念;智能物流;共同富裕示范区;锂电池概念;储能;军工;汽车拆解概念;沪股通;融资融券,11,603194,17
