所属概念数量,所属概念,股票代码,code,market_code
13,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;新能源汽车;专精特新;储能;无人驾驶;华为概念;沪股通;融资融券,688141.SH,688141,17
20,DRG/DIP;AI应用;智能医疗;人工智能;华为鲲鹏;养老概念;DeepSeek概念;华为概念;物联网;辅助生殖;机器人概念;民营医院;人形机器人;三胎概念;低空经济;无人机;WiFi 6;国企改革;股权转让(并购重组);融资融券,603990.SH,603990,17
6,民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券,600162.SH,600162,17
4,新能源汽车;充电桩;家用电器;融资融券,920718.BJ,920718,151
7,长安汽车概念;华为汽车;一体化压铸;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,603768.SH,603768,17
10,人形机器人;工业母机;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,300946.SZ,300946,33
29,金属回收;金属铜;稀土永磁;铜缆高速连接;海工装备;回购增持再贷款概念;液冷服务器;核电;光伏概念;可控核聚变;芯片概念;特高压;高压快充;苹果概念;PEEK材料;高铁;新能源汽车;比亚迪概念;特斯拉概念;小米汽车;东数西算(算力);机器人概念;人形机器人;无人机;2025年报预增;低空经济;人工智能;数字经济;沪股通,601609.SH,601609,17
4,专精特新;融资融券;机器人概念;中俄贸易概念,920454.BJ,920454,151
7,共封装光学(CPO);芯片概念;消费电子概念;融资融券;华为海思概念股;汽车电子;专精特新,920981.BJ,920981,151
5,新能源汽车;人民币贬值受益;专精特新;比亚迪概念;跨境电商,603201.SH,603201,17
11,海工装备;风电;氢能源;碳中和;储能;绿色电力;国企改革;云计算;DeepSeek概念;融资融券;深股通,300772.SZ,300772,33
9,物联网;智能物流;核电;一带一路;人民币贬值受益;天然气;医疗器械概念;深股通;融资融券,301559.SZ,301559,33
14,减肥药;创新药;重组蛋白;仿制药一致性评价;流感;生物疫苗;辅助生殖;基因测序;猴痘概念;宠物经济;横琴新区;DeepSeek概念;深股通;融资融券,000513.SZ,000513,33
6,体育产业;露营经济;共同富裕示范区;人工智能;一带一路;人民币贬值受益,605080.SH,605080,17
5,智能穿戴;融资融券;华为概念;小米概念;消费电子概念,920701.BJ,920701,151
20,同花顺中特估100;国企改革;央企国企改革;国资云;数据要素;DeepSeek概念;区块链;云计算;卫星导航;物联网;量子科技;商业航天;AI应用;6G概念;中国AI 50;数据中心;5G;中字头股票;融资融券;沪股通,601728.SH,601728,17
8,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,600518.SH,600518,17
12,网约车;物业管理;互联网金融;旅游概念;参股券商;低空经济;创投;百度概念;云计算;数据中心;沪股通;融资融券,600611.SH,600611,17
12,国企改革;证金持股;粤港澳大湾区;智慧城市;机器人概念;新型工业化;新能源汽车;物联网;人工智能;汽车电子;融资融券;沪股通,600894.SH,600894,17
17,商业航天;军民融合;军工;低空经济;同花顺新质50;碳纤维;机器视觉;芯片概念;传感器;机器人概念;专精特新;工业母机;医疗器械概念;国企改革;证金持股;深股通;融资融券,002338.SZ,002338,33
9,低空经济;碳纤维;新能源汽车;融资融券;专精特新;大飞机;军民融合;小米概念;军工,920642.BJ,920642,151
8,福建自贸区;海峡两岸;跨境电商;养老概念;家用电器;智能家居;数字经济;DeepSeek概念,002790.SZ,002790,33
19,注册制次新股;宁德时代概念;锂电池概念;核电;高端装备;网络安全;水利;汽车热管理;储能;高压快充;粤港澳大湾区;充电桩;智能医疗;物联网;新能源汽车;机器人概念;深股通;新股与次新股;融资融券,301449.SZ,301449,33
8,海南自贸区;自由贸易港;创投;民营医院;三胎概念;军民融合;医药电商;医疗器械概念,000955.SZ,000955,33
11,同花顺中特估100;水泥概念;证金持股;装配式建筑;国企改革;雅下水电概念;同花顺漂亮100;一带一路;沪股通;融资融券;储能,600585.SH,600585,17
10,人民币贬值受益;存储芯片;小米概念;智能家居;芯片概念;机器人概念;海峡两岸;无人机;虚拟现实;深股通,000670.SZ,000670,33
5,流感;生物疫苗;重组蛋白;融资融券;沪股通,688739.SH,688739,17
6,2025年报预增;硅能源;第三代半导体;融资融券;钠离子电池;专精特新,920580.BJ,920580,151
16,F5G概念;铜缆高速连接;液冷服务器;5G;数据中心;消费电子概念;汽车电子;东数西算(算力);华为概念;储能;充电桩;光伏概念;新能源汽车;机器人概念;融资融券;沪股通,605277.SH,605277,17
17,动力电池回收;钠离子电池;固态电池;锂电池概念;氢能源;燃料电池;储能;一带一路;新能源汽车;比亚迪概念;小米汽车;长安汽车概念;飞行汽车(eVTOL);华为汽车;创投;沪股通;融资融券,601311.SH,601311,17
7,物业管理;化债概念(AMC概念);国企改革;统一大市场;核电;小金属概念;融资融券,600622.SH,600622,17
13,CRO概念;细胞免疫治疗;重组蛋白;流感;肝炎概念;猴痘概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券,301047.SZ,301047,33
12,期货概念;参股券商;雄安新区;京津冀一体化;数字经济;DeepSeek概念;白酒概念;AI智能体;云计算;沪股通;融资融券;2025年报预增,600155.SH,600155,17
3,专精特新;融资融券;人民币贬值受益,920855.BJ,920855,151
6,托育服务;三胎概念;职业教育;在线教育;文化传媒概念;股权转让(并购重组),300329.SZ,300329,33
10,ST板块;虚拟电厂;职业教育;储能;在线教育;百度概念;元宇宙;虚拟数字人;ChatGPT概念;钠离子电池,300338.SZ,300338,33
26,人形机器人;PEEK材料;特斯拉概念;碳纤维;无人机;机器人概念;新能源汽车;低空经济;商业航天;5G;数据中心;充电桩;氢能源;创投;粤港澳大湾区;储能;数字经济;可降解塑料;光伏概念;锂电池概念;碳中和;固态电池;医疗器械概念;合成生物;沪股通;融资融券,600143.SH,600143,17
10,一体化压铸;两轮车;机器人概念;华为汽车;新能源汽车;飞行汽车(eVTOL);特斯拉概念;比亚迪概念;融资融券;沪股通,603348.SH,603348,17
13,旅游概念;生物质能发电;参股银行;乡村振兴;固废处理;绿色电力;AIGC概念;注册制次新股;人工智能;粤港澳大湾区;深股通;新股与次新股;融资融券,001386.SZ,001386,33
21,汽车芯片;第三代半导体;中芯国际概念;MCU芯片;芯片概念;消费电子概念;AI眼镜;5G;传感器;比亚迪概念;光伏概念;新能源汽车;数据中心;无人驾驶;储能;机器人概念;充电桩;智能电网;特高压;沪股通;融资融券,688469.SH,688469,17
20,家庭医生;阿里巴巴概念;数据要素;百度概念;区块链;无人零售;人工智能;养老概念;电子纸;智慧城市;辅助生殖;食品安全;共同富裕示范区;安防;物联网;机器人概念;人民币贬值受益;芯片概念;股权转让(并购重组);融资融券,300078.SZ,300078,33
7,网红经济;福建自贸区;海峡两岸;IP经济(谷子经济);融资融券;2025年报预增;沪股通,601566.SH,601566,17
8,注册制次新股;小米汽车;减速器;新能源汽车;小米概念;深股通;新股与次新股;融资融券,301656.SZ,301656,33
26,同花顺中特估100;央企国企改革;国企改革;国资云;DeepSeek概念;中字头股票;移动支付;数据要素;云计算;人工智能;区块链;数据安全;智能家居;卫星导航;阿里巴巴概念;物联网;一带一路;商业航天;量子科技;6G概念;同花顺新质50;中国AI 50;5G;数据中心;沪股通;融资融券,600050.SH,600050,17
13,家庭医生;医药电商;智能医疗;养老概念;医美概念;时空大数据;阿里巴巴概念;宠物经济;跨境电商;冷链物流;海峡两岸;深股通;融资融券,301017.SZ,301017,33
5,DeepSeek概念;人工智能;深股通;融资融券;家用电器,002508.SZ,002508,33
16,钙钛矿电池;HJT电池;PET铜箔;小金属概念;钒电池;存储芯片;福建自贸区;超导概念;第三代半导体;OLED;光伏概念;海峡两岸;芯片概念;消费电子概念;专精特新;深股通,300706.SZ,300706,33
4,融资融券;PCB概念;专精特新;芯片概念,920526.BJ,920526,151
27,移动支付;云计算;信创;华为鲲鹏;数字经济;阿里巴巴概念;百度概念;鸿蒙概念;DeepSeek概念;车联网(车路协同);华为概念;ChatGPT概念;物联网;5G;数据中心;军工;毫米波雷达;跨境电商;光纤概念;传感器;智能座舱;汽车电子;长安汽车概念;储能;新能源汽车;汽车热管理;深股通,300292.SZ,300292,33
24,央企国企改革;机器人概念;无人驾驶;国企改革;低空经济;小米汽车;无人机;京津冀一体化;充电桩;新能源汽车;碳中和;车联网(车路协同);汽车电子;军工;小米概念;氢能源;比亚迪概念;人工智能;网络安全;数据安全;百度概念;深股通;融资融券;中字头股票,301508.SZ,301508,33
5,创新药;仿制药一致性评价;肝炎概念;合成生物;深股通,002550.SZ,002550,33
31,卫星导航;时空大数据;车联网(车路协同);低空经济;无人机;智慧城市;无人驾驶;飞行汽车(eVTOL);数字孪生;虚拟现实;DeepSeek概念;百度概念;华为概念;智能物流;3D打印;海工装备;机器人概念;创投;水利;高铁;5G;旅游概念;人形机器人;汽车电子;粤港澳大湾区;农机;专精特新;芯片概念;一带一路;深股通;融资融券,300177.SZ,300177,33
9,流感;肝炎概念;猴痘概念;幽门螺杆菌概念;宠物经济;医疗器械概念;创投;沪股通;融资融券,603387.SH,603387,17
24,AI应用;免税店;AI语料;AIGC概念;预制菜;数据要素;Sora概念(文生视频);AI智能体;空间计算;跨境电商;DeepSeek概念;鸿蒙概念;阿里巴巴概念;抖音概念(字节概念);人工智能;京津冀一体化;乡村振兴;智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通,000785.SZ,000785,33
5,新能源汽车;人民币贬值受益;储能;水利;鸿蒙概念,605259.SH,605259,17
15,雄安新区;光伏建筑一体化;土壤修复;房屋检测;碳交易;碳中和;水利;国企改革;央企国企改革;雅下水电概念;光伏概念;核污染防治;核电;商业航天;沪股通,603060.SH,603060,17
10,预制菜;统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;腾讯概念;华为概念;抖音概念(字节概念),601366.SH,601366,17
7,专精特新;人民币贬值受益;氢能源;碳中和;固废处理;股权转让(并购重组);融资融券,300950.SZ,300950,33
7,流感;肝炎概念;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,301211.SZ,301211,33
27,人形机器人;华为汽车;汽车热管理;小米汽车;飞行汽车(eVTOL);长安汽车概念;传感器;特斯拉概念;新能源汽车;小米概念;低空经济;比亚迪概念;无人驾驶;水利;核电;储能;地下管网;京津冀一体化;央企国企改革;液冷服务器;雄安新区;回购增持再贷款概念;宁德时代概念;国企改革;锂电池概念;沪股通;融资融券,600480.SH,600480,17
8,重组蛋白;三胎概念;细胞免疫治疗;肝炎概念;京津冀一体化;创新药;融资融券;专精特新,920344.BJ,920344,151
17,脑机接口;医药电商;生物疫苗;肝炎概念;流感;眼科医疗;医疗器械概念;养老概念;创新药;仿制药一致性评价;三胎概念;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,000650.SZ,000650,33
16,露营经济;福建自贸区;海峡两岸;足球概念;冰雪产业;三胎概念;中俄贸易概念;体育产业;宠物经济;医疗器械概念;新型烟草(电子烟);一带一路;人民币贬值受益;3D打印;人工智能;多模态AI,001368.SZ,001368,33
6,参股券商;参股保险;国企改革;沪股通;融资融券;核电,600269.SH,600269,17
5,智能物流;新能源汽车;比亚迪概念;创投;统一大市场,605151.SH,605151,17
4,白酒概念;农业种植;乡村振兴;西部大开发,000995.SZ,000995,33
8,物业管理;国企改革;证金持股;京津冀一体化;智能家居;沪股通;融资融券;股权转让(并购重组),600743.SH,600743,17
4,军工;融资融券;西部大开发;专精特新,920519.BJ,920519,151
22,跨境电商;乡村振兴;移动支付;时空大数据;数字货币;数据要素;互联网金融;数字乡村;数据安全;车联网(车路协同);安防;人工智能;智慧政务;数字经济;智能物流;国资云;云计算;国企改革;卫星导航;碳中和;央企国企改革;数据中心,600476.SH,600476,17
12,商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,601698.SH,601698,17
11,风电;融资融券;高铁;低空经济;大飞机;比亚迪概念;特高压;无人机;国企改革;新能源汽车;专精特新,920394.BJ,920394,151
6,安防;京津冀一体化;水利;高铁;专精特新;AIGC概念,300150.SZ,300150,33
7,水泥概念;参股银行;绿色电力;深股通;融资融券;创投;粤港澳大湾区,002233.SZ,002233,33
2,专精特新;融资融券,301585.SZ,301585,33
9,福建自贸区;预制菜;养鸡;海峡两岸;C2M概念;乡村振兴;回购增持再贷款概念;沪股通;融资融券,603668.SH,603668,17
14,新能源汽车;数据中心;机器人概念;农机;专精特新;中俄贸易概念;储能;无人机;人民币贬值受益;一带一路;水利;西部大开发;乡村振兴;沪股通,603109.SH,603109,17
10,西部大开发;智能家居;农机;光伏概念;机器人概念;比亚迪概念;新能源汽车;长安汽车概念;华为汽车;股权转让(并购重组),600615.SH,600615,17
11,租售同权;物业管理;新型城镇化;深圳国企改革;国企改革;粤港澳大湾区;数字孪生;人工智能;机器人概念;深股通;融资融券,000090.SZ,000090,33
4,智能家居;专精特新;融资融券;横琴新区,920110.BJ,920110,151
1,沪股通,605377.SH,605377,17
15,车联网(车路协同);无人驾驶;低空经济;飞行汽车(eVTOL);长安汽车概念;卫星导航;华为汽车;智能座舱;汽车电子;比亚迪概念;新能源汽车;锂电池概念;OLED;固态电池;融资融券,300928.SZ,300928,33
