所属概念,market_code,code,所属概念数量,股票代码
有机硅概念;装配式建筑;新型城镇化;跨境电商;雄安新区;碳中和;粤港澳大湾区;高铁;一带一路;回购增持再贷款概念;比亚迪概念;新能源汽车;储能;低空经济;飞行汽车(eVTOL);两轮车;光伏概念;消费电子概念;5G;液冷服务器;硅能源;融资融券,33,002909,22,002909.SZ
航空发动机;卫星导航;商业航天;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;汽车热管理;人形机器人;机器人概念;换电概念;专精特新;特斯拉概念;小米概念;比亚迪概念;华为汽车;小米汽车;新能源汽车;创投;智能物流;家用电器;氢能源;深股通;融资融券,33,301005,26,301005.SZ
汽车热管理;新能源汽车;专精特新;新股与次新股;融资融券,151,920055,5,920055.BJ
智能医疗;基因测序;数据要素;辅助生殖;猴痘概念;阿尔茨海默概念;区块链;肝炎概念;三胎概念;医疗器械概念;流感;合成生物;医药电商;创投;粤港澳大湾区;一带一路;深股通;融资融券,33,300676,18,300676.SZ
中俄贸易概念;化肥;氟化工概念;PEEK材料;2025年报预增;芯片概念,33,003017,6,003017.SZ
期货概念;粤港澳大湾区;算力租赁;深股通;融资融券;股权转让(并购重组),33,000712,6,000712.SZ
元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,33,300025,6,300025.SZ
中国AI 50;数据中心;海工装备;国企改革;融资融券;深股通,33,000880,6,000880.SZ
CRO概念;细胞免疫治疗;智能医疗;减肥药;AI智能体;创新药;肝炎概念;DeepSeek概念;融资融券,33,301257,9,301257.SZ
商业航天;军工;高端装备;机器人概念;数字经济;新型工业化;人工智能;核电;工业互联网;机器视觉;创投;专精特新;新能源汽车;超级电容;动力电池回收;锂电池概念;参股银行,33,002347,17,002347.SZ
专精特新;芯片概念;新能源汽车;供销社;光伏概念;融资融券,33,301581,6,301581.SZ
禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;创新药;医疗器械概念;食品安全;回购增持再贷款概念;专精特新;融资融券,17,688317,11,688317.SH
2025年报预增;智能物流;长安汽车概念;华为汽车;比亚迪概念;新能源汽车;车联网(车路协同);无人驾驶;汽车电子;毫米波雷达;深股通;融资融券,33,002284,12,002284.SZ
安防;星闪概念;智能座舱;车联网(车路协同);人脸识别;智慧灯杆;物联网;传感器;无人驾驶;机器人概念;新型工业化;机器视觉;低空经济;毫米波雷达;智能家居;汽车电子;工业互联网;网络安全;鸿蒙概念;无人机;智慧城市;虚拟现实;信创;智能物流;人工智能;MiniLED;时空大数据;MicroLED概念;5G;东数西算(算力);数据安全;网约车;数字孪生;卫星导航;DeepSeek概念;华为昇腾;数字经济;华为鲲鹏;OLED;云计算;数据中心;数据要素;AI智能体;人民币贬值受益;多模态AI;充电桩;存储芯片;水利;养老概念;海工装备;智能电网;PPP概念;乡村振兴;AI应用;证金持股;深股通;融资融券,33,002236,57,002236.SZ
西部大开发;融资融券,151,920433,2,920433.BJ
华为昇腾;数据安全;云计算;网络安全;信创;ChatGPT概念;AI智能体;百度概念;阿里巴巴概念;区块链;数据要素;车联网(车路协同);DeepSeek概念;智慧城市;量子科技;人工智能;物联网;华为概念;低空经济;AI应用;无人机;沪股通;融资融券,17,688023,23,688023.SH
锂电池概念;人民币贬值受益;农机;减速器;跨境电商;氢能源;储能;乡村振兴;机器人概念;物联网;深股通;股权转让(并购重组);融资融券,33,300879,13,300879.SZ
污水处理;人民币贬值受益;盐湖提锂;融资融券,17,688718,4,688718.SH
机器人概念;AI眼镜;无人机;消费电子概念;低空经济;卫星导航;无线充电;粤港澳大湾区;铜缆高速连接;融资融券,33,301067,10,301067.SZ
数据中心;房屋检测;新型城镇化;水利;存储芯片;芯片概念;PPP概念;污水处理;共同富裕示范区;地下管网;碳中和;特色小镇,17,603316,12,603316.SH
房屋检测;装配式建筑;光伏建筑一体化;高股息精选;建筑节能;回购增持再贷款概念;冰雪产业;新型城镇化;雄安新区;石墨烯;地下管网;一带一路;同花顺中特估100;高铁;核电;乡村振兴;绿色电力;海工装备;水利;同花顺漂亮100;光伏概念;抽水蓄能;数字经济;储能;充电桩;数据中心;深股通;融资融券,33,002271,28,002271.SZ
智能电网;风电;光伏概念;充电桩;数据中心;储能;特钢概念;雅下水电概念;东数西算(算力);工业互联网;水利;高铁;一带一路;专精特新;PPP概念;西部大开发;沪股通;融资融券,17,603191,18,603191.SH
跨境电商;家用电器;露营经济;人民币贬值受益;消费电子概念;无线耳机,33,300464,6,300464.SZ
比亚迪概念;华为昇腾;东数西算(算力);无人驾驶;光伏概念;高端装备;锂电池概念;储能;智慧政务;人工智能;DeepSeek概念;回购增持再贷款概念;绿色电力;智能医疗;融资融券,33,301070,15,301070.SZ
煤化工概念;水泥概念;绿色电力;氢能源;国企改革;西部大开发;沪股通;融资融券,17,601568,8,601568.SH
租售同权;固废处理;污水处理;西部大开发;股权转让(并购重组);融资融券,33,000838,6,000838.SZ
专精特新;人民币贬值受益;跨境电商;锂电池概念;融资融券,33,301448,5,301448.SZ
新型工业化;人形机器人;工业母机;机器人概念;专精特新;工业互联网;军民融合;2025年报预增;沪股通;融资融券,17,688577,10,688577.SH
京津冀一体化;中俄贸易概念;机器人概念;3D打印;煤炭概念,33,002691,5,002691.SZ
电力物联网;数字孪生;商业航天;智能电网;腾讯概念;融资融券;物联网;百度概念;阿里巴巴概念;传感器;华为数字能源;储能;云计算;5G;华为概念;充电桩;数据中心,151,920556,17,920556.BJ
IP经济(谷子经济);跨境电商;三胎概念;宠物经济;海峡两岸;福建自贸区;中俄贸易概念;智能家居;家用电器;人民币贬值受益;新能源汽车;智能穿戴;储能,33,300640,13,300640.SZ
新型工业化;工业互联网;高端装备;物联网;商业航天;核电;可控核聚变;光热发电;央企国企改革;国企改革;西部大开发;碳中和;沪股通;融资融券,17,603100,14,603100.SH
养老概念;流感;智能医疗;股权转让(并购重组),33,000590,4,000590.SZ
碳中和;深股通,33,001376,2,001376.SZ
PCB概念;国企改革;智能家居;东数西算(算力);5G;ST板块;华为概念;MiniLED;数字经济;智慧城市;人工智能;医疗器械概念;军工;卫星导航,33,002848,14,002848.SZ
高压快充;储能;机器人概念;污水处理;ST板块;先进封装;芯片概念;光刻机;国企改革;股权转让(并购重组),33,002816,10,002816.SZ
新型工业化;比亚迪概念;粤港澳大湾区;智能物流;人形机器人;专精特新;传感器;新能源汽车;飞行汽车(eVTOL);创投;低空经济;数字孪生;燃料电池;锂电池概念;2025年报预增;高压快充;MCU芯片;融资融券,33,300484,18,300484.SZ
参股银行;创新药;石墨烯;机器人概念;融资融券,17,600503,5,600503.SH
充电桩;换电概念;高压快充;储能;雄安新区;京津冀一体化;数据中心;光伏概念;百度概念;腾讯概念;燃料电池;华为概念;东数西算(算力);阿里巴巴概念;中俄贸易概念;氢能源;新能源汽车;5G;融资融券,17,600405,19,600405.SH
消毒剂;西部大开发;国企改革;央企国企改革;氢能源;碳交易;绿色电力,33,000635,7,000635.SZ
跨境支付(CIPS);数字货币;移动支付;电子身份证;互联网金融;区块链;鸿蒙概念;国产操作系统;智慧政务;数据要素;数字经济;AI智能体;信创;数据安全;虚拟数字人;百度概念;DeepSeek概念;人工智能;知识产权保护;京津冀一体化;AI应用;融资融券;深股通,33,002987,23,002987.SZ
期货概念;国企改革;创投;深股通,33,001236,4,001236.SZ
PCB概念;汽车电子;芯片概念;5G;消费电子概念;6G概念;AI眼镜;无线充电;传感器;小米概念;智能穿戴;无人机;数据中心;新能源汽车;华为概念;光伏概念;物联网;燃料电池;储能;固态电池;回购增持再贷款概念;创投;移动支付;深股通;融资融券,33,002138,25,002138.SZ
金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),33,002295,6,002295.SZ
芯片概念;智能家居;血氧仪;储能;融资融券,17,688130,5,688130.SH
证金持股;国企改革;央企国企改革;沪股通;融资融券,17,600029,5,600029.SH
军民融合;卫星导航;商业航天;大飞机;军工信息化;军工;低空经济;无人机;同花顺新质50;机器视觉;智能物流;智能座舱;人工智能;智能家居;华为概念;专精特新;数字经济;WiFi 6;消费电子概念;DeepSeek概念;数据要素;PCB概念;回购增持再贷款概念;西部大开发;物业管理;国企改革;深股通;融资融券,33,000801,28,000801.SZ
可降解塑料;智能物流;人工智能;高端装备;低空经济;机器人概念;新型工业化;无人机;网络游戏;手机游戏;减速器;煤炭概念;深股通;融资融券,33,002526,14,002526.SZ
汽车电子;2025年报预增;专精特新;新能源汽车;长安汽车概念;车联网(车路协同);融资融券,17,688667,7,688667.SH
富士康概念;苹果概念;MR(混合现实);宁德时代概念;专精特新;机器视觉;固态电池;华为手机;消费电子概念;芯片概念;华为概念;锂电池概念;智能穿戴;钙钛矿电池;无线充电;AI眼镜;人工智能;东数西算(算力);腾讯概念;融资融券,33,301360,20,301360.SZ
长安汽车概念;一体化压铸;华为汽车;减速器;机器人概念;汽车热管理;新能源汽车;比亚迪概念;EDR概念;无人驾驶;传感器;智能座舱;汽车电子;氢能源;沪股通;融资融券,17,600081,16,600081.SH
赛马概念;足球概念;冰雪产业;体育产业;旅游概念;文化传媒概念;职业教育;国企改革;NFT概念;京津冀一体化;在线教育;数字经济;数据中心;沪股通;融资融券;中字头股票,17,600158,16,600158.SH
ChatGPT概念;智谱AI;AIGC概念;华为鲲鹏;华为盘古;阿里巴巴概念;AI语料;鸿蒙概念;虚拟数字人;数据安全;华为昇腾;数据要素;信创;百度概念;腾讯概念;抖音概念(字节概念);区块链;网络安全;数字货币;小红书概念;DeepSeek概念;数字乡村;互联网金融;数字经济;跨境支付(CIPS);人工智能;语音技术;智慧城市;虚拟现实;物联网;华为概念;AI应用;工业互联网;跨境电商;无人驾驶;虚拟电厂;深股通;融资融券,33,002649,38,002649.SZ
露营经济;三胎概念;预制菜;跨境电商;IP经济(谷子经济),33,001211,5,001211.SZ
磷化工;钛白粉概念;锂电池概念;国企改革,33,002136,4,002136.SZ
国家大基金持股;存储芯片;中芯国际概念;芯片概念;汽车电子;消费电子概念;中国AI 50;物联网;上海自贸区;同花顺漂亮100;融资融券;沪股通,17,688981,12,688981.SH
有机硅概念;专精特新;融资融券,33,301059,3,301059.SZ
短剧游戏;空气能热泵;新型烟草(电子烟);家用电器;液冷服务器;露营经济;跨境电商;储能;军工;PPP概念;医疗器械概念;宠物经济,33,002723,12,002723.SZ
流感;医药电商;创新药;回购增持再贷款概念;西部大开发;2025年报预增;融资融券,33,301331,7,301331.SZ
家用电器;物联网;传感器;智能家居;机器人概念;汽车电子;工业互联网;人脸识别;消费电子概念;语音技术;空气能热泵;医疗器械概念;海峡两岸;毫米波雷达;芯片概念;PCB概念;人工智能;充电桩;三胎概念;储能;养老概念;智能医疗;腾讯概念;宠物经济;DeepSeek概念;锂电池概念;AI智能体;回购增持再贷款概念;融资融券,33,301135,29,301135.SZ
虚拟电厂;储能;宁德时代概念;风电;充电桩;氢能源;光伏概念;同花顺漂亮100;数据中心;深股通;融资融券;新能源汽车;回购增持再贷款概念;数字经济,33,300274,14,300274.SZ
人民币贬值受益;高铁;新型工业化;新能源汽车;减速器;机器视觉;融资融券,33,301298,7,301298.SZ
TOPCON电池;硅能源;光伏概念;第三代半导体;储能;工业母机;高端装备;专精特新;融资融券;沪股通,17,603185,10,603185.SH
上海国企改革;国企改革;华为概念;大飞机;小米概念;智能座舱;智能穿戴;柔性屏(折叠屏);OLED;沪股通;融资融券,17,688538,11,688538.SH
第三代半导体;超级电容;中国AI 50;芯片概念;数据中心;英伟达概念;高压快充;高端装备;小米概念;光伏概念;智能电网;新能源汽车;充电桩;储能;新型工业化;机器人概念;高铁;风电;车联网(车路协同);一带一路;智能家居;家用电器;医疗器械概念;融资融券;深股通,33,002851,25,002851.SZ
新型城镇化;跨境电商;水利;建筑节能;土壤修复;机器人概念;工业互联网;机器视觉;物联网;中俄贸易概念;人工智能;数字孪生;海峡两岸;雄安新区;数字经济;垃圾分类;AI智能体;固废处理;DeepSeek概念;雅下水电概念;一带一路;海工装备;核电;碳中和,17,603280,24,603280.SH
MR(混合现实);OLED;智能座舱;AI眼镜;华为汽车;机器视觉;智能穿戴;无线充电;毫米波雷达;消费电子概念;无人驾驶;特斯拉概念;汽车电子;芯片概念;传感器;比亚迪概念;虚拟现实;安防;低空经济;无线耳机;苹果概念;人形机器人;机器人概念;无人机;新能源汽车;智能家居;华为概念;元宇宙;英伟达概念;创投;军民融合;一带一路;百度概念;深股通;股权转让(并购重组);融资融券,33,002036,36,002036.SZ
天然气;共享单车;氢能源;风电;绿色电力;数字经济;充电桩;深股通,33,002356,8,002356.SZ
装配式建筑;建筑节能;深圳国企改革;光伏建筑一体化;新型城镇化;国企改革;粤港澳大湾区;智能家居;DeepSeek概念;深股通,33,002482,10,002482.SZ
拼多多概念;互联网金融;数字经济;网红经济;跨境电商;三胎概念;人民币贬值受益;无线耳机;深股通,33,002640,9,002640.SZ
长安汽车概念;家用电器;减速器;机器人概念;比亚迪概念;医疗器械概念;新能源汽车;海峡两岸;特斯拉概念,33,300549,9,300549.SZ
PEEK材料;固态电池;减速器;宁德时代概念;人形机器人;特斯拉概念;锂电池概念;比亚迪概念;新能源汽车;机器人概念;储能;深股通;融资融券,33,002850,13,002850.SZ
在线教育;虚拟数字人;ChatGPT概念;数据要素;鸿蒙概念;AI智能体;AI语料;智慧政务;电子身份证;华为鲲鹏;多模态AI;信创;人脸识别;语音技术;人工智能;数字经济;DeepSeek概念;云计算;智慧城市;智能医疗;安防;IP经济(谷子经济);华为概念;跨境电商;京津冀一体化;机器视觉;AI应用;电子纸;机器人概念;医疗器械概念;PM2.5;基因测序;比亚迪概念;消费电子概念;芯片概念;融资融券;深股通,33,002362,37,002362.SZ
