所属概念,股票代码,market_code,code,所属概念数量
汽车芯片;AI眼镜;智能音箱;芯片概念;汽车电子;智能穿戴;消费电子概念;机器视觉;东数西算(算力);安防;人脸识别;机器人概念;鸿蒙概念;比亚迪概念;专精特新;智能家居;人工智能;深股通;融资融券,300613.SZ,33,300613,19
土壤修复;PPP概念;新型城镇化;生态农业;碳中和;化债概念(AMC概念);西部大开发;一带一路;碳交易;足球概念;深股通;融资融券,300355.SZ,33,300355,12
固态电池;宁德时代概念;注册制次新股;比亚迪概念;锂电池概念;粤港澳大湾区;钠离子电池;动力电池回收;深股通;新股与次新股;融资融券,301662.SZ,33,301662,11
高压氧舱;脑机接口;智能医疗;医美概念;民营医院;养老概念;医疗器械概念;AI智能体;人工智能;DeepSeek概念;创投;物联网;机器人概念;AI应用;融资融券;深股通,300143.SZ,33,300143,16
金属铅;金属锌;小金属概念;金属铜;盐湖提锂;锂电池概念;西部大开发;2025年报预增;一带一路;人民币贬值受益;免税店;沪股通;融资融券,600338.SH,17,600338,13
PPP概念;水利;新型城镇化;国企改革;风电;一带一路;智慧灯杆;西部大开发;ETC;新疆振兴;土地流转;2025年报预增;人工智能;商业航天;卫星导航;AI智能体;融资融券;深股通,002941.SZ,33,002941,18
跨境电商;养老概念;可降解塑料;人民币贬值受益;智能家居;一带一路;工业互联网;鸿蒙概念,603600.SH,17,603600,8
仿制药一致性评价;幽门螺杆菌概念;创新药;流感;医药电商;民营医院;医疗器械概念;股权转让(并购重组);深股通,002793.SZ,33,002793,9
人形机器人;新型工业化;工业母机;机器人概念;工业互联网;专精特新;2025年报预增;军民融合;沪股通;融资融券,688577.SH,17,688577,10
专精特新;机器人概念;物联网;工业互联网;电力物联网;固废处理;碳中和,300515.SZ,33,300515,7
电力物联网;智能电网;虚拟电厂;充电桩;2025年报预增;物联网;数据要素;深股通,002546.SZ,33,002546,8
智能音箱;无人机;华为概念;智能穿戴;苹果概念;芯片概念;传感器;元宇宙;毫米波雷达;汽车电子;消费电子概念;小米概念;无线耳机;新能源汽车;新型烟草(电子烟);智能家居;一带一路;无线充电,002655.SZ,33,002655,18
国家大基金持股;存储芯片;先进封装;中芯国际概念;汽车芯片;第三代半导体;同花顺果指数;共封装光学(CPO);芯片概念;苹果概念;汽车电子;智能穿戴;毫米波雷达;无人驾驶;机器人概念;物联网;人民币贬值受益;人工智能;央企国企改革;国企改革;沪股通;融资融券;股权转让(并购重组),600584.SH,17,600584,23
先进封装;家用电器;机器人概念;空气能热泵;创投,603726.SH,17,603726,5
可控核聚变;超导概念;大飞机;核电;军工;无人机;智能电网;高端装备;低空经济;高铁;铜缆高速连接;充电桩;飞行汽车(eVTOL);央企国企改革;新能源汽车;特斯拉概念;国企改革;沪股通;融资融券,600973.SH,17,600973,19
智慧灯杆;智慧城市;汽车电子;新能源汽车;人民币贬值受益;股权转让(并购重组);沪股通,603303.SH,17,603303,7
生物质能发电;固废处理;绿色电力;高股息精选,605028.SH,17,605028,4
金属铅;动力电池回收;雅下水电概念;专精特新;固废处理;共同富裕示范区,300837.SZ,33,300837,6
预制菜;天津自贸区;京津冀一体化;国企改革;超级品牌,002820.SZ,33,002820,5
芯片概念;机器人概念;新能源汽车;沪股通;融资融券,688279.SH,17,688279,5
光热发电;风电;光伏概念;核电;高端装备;碳中和;上海国企改革;氢能源;一带一路;海工装备;国企改革;军工;军民融合;煤化工概念;深股通;摘帽,002564.SZ,33,002564,16
工业母机;2025年报预增;专精特新;机器人概念;2026一季报预增;沪股通;融资融券,688059.SH,17,688059,7
知识产权保护;数据确权;短剧游戏;Sora概念(文生视频);文化传媒概念;NFT概念;AI语料;数字水印;元宇宙;AIGC概念;数据安全;网络安全;区块链;云计算;数字货币;AI智能体;IP经济(谷子经济);移动支付;跨境支付(CIPS);互联网金融;ETC;DeepSeek概念;人工智能;车联网(车路协同);安防;华为概念;星闪概念;WiFi 6;5G;AI手机;无人机;商业航天;华为海思概念股;AI应用;芯片概念;光纤概念;融资融券;深股通,300079.SZ,33,300079,38
农业种植;粮食概念;乡村振兴;PPP概念;国企改革;跨境电商;养老概念;西部大开发;网红经济;一带一路;锂电池概念;新能源汽车;储能;股权转让(并购重组);深股通;融资融券,000716.SZ,33,000716,16
大飞机;航空发动机;建筑节能;商业航天;新型城镇化;水利;低空经济;军工;卫星导航;军民融合;地下管网;创投;医疗器械概念;污水处理;工业母机;风电;净水概念;华为概念;固废处理;特色小镇;储能;国企改革;乡村振兴;芯片概念;虚拟电厂;参股银行;旅游概念;华为数字能源;绿色电力;冰雪产业;证金持股;沪股通;融资融券,600736.SH,17,600736,33
超超临界发电;绿色电力;天然气;风电;页岩气;钠离子电池;储能;国企改革;西部大开发;证金持股;深股通;融资融券,002053.SZ,33,002053,12
创新药;医药电商;细胞免疫治疗;毛发医疗;国企改革;高股息精选;深股通;摘帽;股权转让(并购重组),000989.SZ,33,000989,9
房屋检测;垃圾分类;装配式建筑;污水处理;PPP概念;建筑节能;雄安新区;国企改革;沪股通;融资融券,600846.SH,17,600846,10
数据中心;风电;农机;融资融券,301446.SZ,33,301446,4
金属回收;氢能源;融资融券;燃料电池,920974.BJ,151,920974,4
智慧政务;数据确权;数据要素;区块链;华为盘古;电子身份证;华为鲲鹏;鸿蒙概念;虚拟数字人;Web3.0;信创;数字经济;AI智能体;数据安全;数字乡村;网络安全;云计算;蚂蚁集团概念;百度概念;智慧城市;人脸识别;阿里巴巴概念;DeepSeek概念;数字水印;人工智能;智谱AI;华为昇腾;车联网(车路协同);智能医疗;算力租赁;物联网;东数西算(算力);华为概念;智慧灯杆;房屋检测;水利;军工;无人驾驶;乡村振兴;海峡两岸;AI应用;PPP概念;沪股通;融资融券,603636.SH,17,603636,44
金属铜;黄金概念;金属钴;金属回收;稀土永磁;盐湖提锂;固废处理;宁德时代概念;一带一路;土壤修复;污水处理;参股保险;注册制次新股;工业互联网;乡村振兴;新型城镇化;数字孪生;DeepSeek概念;AI智能体;文化传媒概念;新股与次新股;融资融券,603257.SH,17,603257,22
合成生物;医药电商;创新药;宠物经济;融资融券,300871.SZ,33,300871,5
共同富裕示范区;智能家居;深股通;融资融券,002043.SZ,33,002043,4
Web3.0;多模态AI;AIGC概念;AI智能体;时空大数据;数据要素;华为鲲鹏;智慧政务;华为昇腾;华为欧拉;信创;元宇宙;阿里巴巴概念;腾讯概念;区块链;鸿蒙概念;空间计算;DeepSeek概念;数字经济;军工信息化;人工智能;卫星导航;智慧城市;车联网(车路协同);数字孪生;商业航天;虚拟现实;低空经济;华为概念;军工;无人机;MR(混合现实);无人驾驶;水利;AI应用;英伟达概念;乡村振兴;土壤修复;地下管网;智能电网;雅下水电概念;深股通;融资融券,300036.SZ,33,300036,43
流感;肝炎概念;幽门螺杆菌概念;医药电商;维生素;仿制药一致性评价;创新药;辅助生殖;毛发医疗;合成生物;阿尔茨海默概念;宠物经济;医美概念;国企改革;阿里巴巴概念;深股通;融资融券,000756.SZ,33,000756,17
新型工业化;小米汽车;比亚迪概念;长安汽车概念;新能源汽车;机器视觉;机器人概念;人形机器人;特斯拉概念;小米概念;华为概念;智能物流;高端装备;燃料电池;固态电池;锂电池概念;人工智能;DeepSeek概念;氢能源;融资融券,688529.SH,17,688529,20
军工;高压快充;无人机;液冷服务器;军民融合;高铁;海工装备;商业航天;充电桩;5G;换电概念;低空经济;数据中心;比亚迪概念;新能源汽车;卫星导航;人形机器人;机器人概念;储能;风电;华为汽车;华为概念;长安汽车概念;光纤概念;共封装光学(CPO);锂电池概念;一带一路;共同富裕示范区;深股通;融资融券,300351.SZ,33,300351,30
特钢概念;煤化工概念;国企改革;央企国企改革;深股通;融资融券;绿色电力,000761.SZ,33,000761,7
上海国企改革;风电;海工装备;国企改革;融资融券;沪股通,688660.SH,17,688660,6
AI应用;鸿蒙概念;股权转让(并购重组);阿里巴巴概念;百度概念;飞行汽车(eVTOL);车联网(车路协同);数字经济;融资融券;拼多多概念;互联网金融;信创;卫星导航;人工智能;低空经济;抖音概念(字节概念);DeepSeek概念;AI智能体,920415.BJ,151,920415,18
F5G概念;WiFi 6;共封装光学(CPO);5G;数据中心;网络安全;华为概念;阿里巴巴概念;信创;腾讯概念;抖音概念(字节概念);物联网;车联网(车路协同);数字货币;移动支付;人工智能;在线教育;鸿蒙概念;机器人概念;DeepSeek概念;AIGC概念;智能家居;海峡两岸;互联网金融;福建自贸区;脑机接口;文化传媒概念;AI应用;国企改革;深股通;融资融券;证金持股,002396.SZ,33,002396,32
车联网(车路协同);信创;智慧城市;AI智能体;人工智能;物联网;WiFi 6;卫星导航;无人驾驶;工业互联网;5G;智能座舱;智能物流;专精特新;芯片概念;人民币贬值受益;两轮车;深股通,300590.SZ,33,300590,18
车联网(车路协同);机器视觉;时空大数据;卫星导航;鸿蒙概念;智能座舱;智慧城市;国产操作系统;无人驾驶;数据安全;智慧政务;华为概念;人工智能;百度概念;AI智能体;财税数字化;小米概念;DeepSeek概念;机器人概念;汽车电子;华为汽车;长安汽车概念;小米汽车;新能源汽车;2025年报预增;AI应用;融资融券,301221.SZ,33,301221,27
绿色电力;风电;2025年报预增;海工装备;航运概念;融资融券;深股通,002487.SZ,33,002487,7
代糖概念;合成生物;维生素;参股银行;西部大开发;生物疫苗;融资融券;沪股通,600873.SH,17,600873,8
国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;MCU芯片;芯片概念;汽车电子;消费电子概念;传感器;小米概念;比亚迪概念;宁德时代概念;新能源汽车;机器人概念;数据中心;储能;充电桩;工业互联网;智能电网;国企改革;央企国企改革;沪股通;融资融券,688396.SH,17,688396,24
NFT概念;冰雪产业;旅游概念;IP经济(谷子经济);免税店;广东自贸区;AI智能体;预制菜;DeepSeek概念;体育产业;露营经济;人工智能;养老概念;AI应用;乡村振兴;物业管理;粤港澳大湾区;低空经济;国企改革;股权转让(并购重组);深股通;融资融券,000524.SZ,33,000524,22
智能座舱;无人驾驶;毫米波雷达;长安汽车概念;机器人概念;消费电子概念;特斯拉概念;新能源汽车;数字经济;充电桩;燃料电池;沪股通,605228.SH,17,605228,12
数据安全;华为鲲鹏;信创;云办公;智慧政务;网络安全;Web3.0;AI智能体;鸿蒙概念;数字乡村;东数西算(算力);人工智能;数字经济;虚拟现实;WiFi 6;物联网;华为概念;卫星导航;5G;工业互联网;智能家居;共同富裕示范区;F5G概念;AI应用,300250.SZ,33,300250,24
新能源汽车;机器人概念;人民币贬值受益;智能物流;共同富裕示范区;锂电池概念;储能;军工;汽车拆解概念;沪股通;融资融券,603194.SH,17,603194,11
可燃冰;俄乌冲突概念;页岩气;天然气;海工装备;中俄贸易概念;商业航天;一带一路;人工智能;氢能源;无人机;碳纤维;高端装备;机器人概念;专精特新;2025年报预增,002278.SZ,33,002278,16
农业种植;维生素;医药电商;工业大麻;旅游概念;养老概念;工业互联网;数字经济;沪股通,603896.SH,17,603896,9
PCB概念;先进封装;汽车电子;MiniLED;苹果概念;消费电子概念;小米概念;芯片概念;机器视觉;比亚迪概念;华为概念;无人机;特斯拉概念;高端装备;商业航天;人工智能;创投;光伏概念;储能;AI应用;深股通,300802.SZ,33,300802,21
人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;家用电器;无人机;航空发动机;低空经济;共同富裕示范区;一带一路;国企改革,002196.SZ,33,002196,12
商业航天;5G;卫星导航;消费电子概念;新能源汽车;海峡两岸;光纤概念;储能;光伏概念;融资融券,301329.SZ,33,301329,10
动物疫苗;合成生物;生物疫苗;西部大开发;融资融券;深股通,300841.SZ,33,300841,6
绿色电力;光热发电;风电;储能;新疆振兴;国企改革;央企国企改革;京津冀一体化;深股通;融资融券,000537.SZ,33,000537,10
自由贸易港;跨境电商;统一大市场;智能物流;粤港澳大湾区;数字经济;物联网;无人驾驶;低空经济;拼多多概念;阿里巴巴概念;抖音概念(字节概念);航运概念;沪股通,603535.SH,17,603535,14
数据安全;华为鲲鹏;信创;财税数字化;网络安全;智谱AI;军工信息化;云计算;数据要素;抖音概念(字节概念);人工智能;DeepSeek概念;职业教育;华为概念;商业航天;军工;专精特新;AI应用;融资融券,688244.SH,17,688244,19
特钢概念;国企改革;核电;旅游概念;海峡两岸;数据中心;深股通;融资融券,002110.SZ,33,002110,8
人脸识别;物联网;腾讯概念;在线教育;人工智能;信创;粤港澳大湾区;云办公;跨境电商;消费电子概念;一带一路;AI应用;融资融券,301318.SZ,33,301318,13
天然气;绿色电力;互联网金融;污水处理;创投;充电桩;独角兽概念;沪股通;融资融券;高压快充;新能源汽车;2025年报预增,600635.SH,17,600635,12
特高压;核电;海工装备;成飞概念;储能;风电;超导概念;军民融合;光纤概念;职业教育;6G概念;国企改革;上海国企改革;钒电池;融资融券,301289.SZ,33,301289,15
金属锌;金属铅;金属铜;黄金概念;金属钴;小金属概念;金属镍;金属回收;国企改革;期货概念;DeepSeek概念;深股通;融资融券,000060.SZ,33,000060,13
无人零售;智能物流;物联网;新型工业化;机器人概念;机器视觉;传感器;人工智能;数字货币;换电概念;信创;冷链物流;智慧政务;芯片概念;虚拟数字人;锂电池概念;PCB概念;深股通;融资融券,002376.SZ,33,002376,19
共封装光学(CPO);PCB概念;6G概念;5G;毫米波雷达;汽车电子;华为概念;虚拟现实;卫星导航;商业航天;专精特新;无人机;军工;机器人概念;特斯拉概念;低空经济;工业互联网;新能源汽车;充电桩;医疗器械概念;创投;融资融券,300964.SZ,33,300964,22
