code,所属概念数量,所属概念,market_code,股票代码
000837,16,减速器;人形机器人;工业母机;新型工业化;机器人概念;传感器;新能源汽车;比亚迪概念;高端装备;工业互联网;军工;航空发动机;国企改革;西部大开发;深股通;融资融券,33,000837.SZ
600234,4,物业管理;抖音概念(字节概念);文化传媒概念;摘帽,17,600234.SH
920223,10,海峡两岸;融资融券;航空发动机;液冷服务器;消费电子概念;比亚迪概念;新能源汽车;富士康概念;储能;专精特新,151,920223.BJ
300432,23,人形机器人;机器人概念;比亚迪概念;减速器;宁德时代概念;长安汽车概念;小米概念;华为概念;锂电池概念;小米汽车;低空经济;华为汽车;军工;汽车热管理;新能源汽车;储能;毫米波雷达;盐湖提锂;西部大开发;磷化工;深股通;股权转让(并购重组);融资融券,33,300432.SZ
300180,21,数字货币;移动支付;跨境支付(CIPS);互联网金融;蚂蚁集团概念;区块链;数据要素;华为鲲鹏;创投;低空经济;信创;工业互联网;华为汽车;长安汽车概念;华为概念;参股券商;一带一路;腾讯概念;比亚迪概念;深股通;融资融券,33,300180.SZ
300554,5,第三代半导体;光伏概念;芯片概念;中芯国际概念;股权转让(并购重组),33,300554.SZ
300018,15,柔性直流输电;特高压;智能电网;电力物联网;抽水蓄能;核电;2025年报预增;专精特新;水利;医疗器械概念;血氧仪;基因测序;智能医疗;家庭医生;融资融券,33,300018.SZ
688722,11,大飞机;商业航天;人形机器人;机器人概念;军工;专精特新;医疗器械概念;海工装备;国企改革;央企国企改革;融资融券,17,688722.SH
688281,6,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券,17,688281.SH
603101,7,物业管理;预制菜;低空经济;西部大开发;抖音概念(字节概念);新疆振兴;一带一路,17,603101.SH
301048,7,一带一路;国企改革;高铁;高端装备;央企国企改革;深股通;融资融券,33,301048.SZ
688126,8,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,17,688126.SH
300670,9,电力物联网;智能电网;风电;光伏建筑一体化;储能;绿色电力;海工装备;工业互联网;碳纤维,33,300670.SZ
001219,5,乳业;网红经济;三胎概念;国企改革;中韩自贸区,33,001219.SZ
001359,10,PCB概念;固态电池;宁德时代概念;储能;高铁;新能源汽车;特斯拉概念;汽车热管理;深股通;融资融券,33,001359.SZ
600992,6,国企改革;西部大开发;国产航母;军工;海工装备;商业航天,17,600992.SH
300159,20,商业航天;卫星导航;军工;军民融合;大飞机;无人机;可控核聚变;航空发动机;成飞概念;低空经济;海工装备;核电;专精特新;农机;ST板块;国企改革;西部大开发;乡村振兴;股权转让(并购重组);新疆振兴,33,300159.SZ
301585,2,专精特新;融资融券,33,301585.SZ
688246,16,DRG/DIP;ChatGPT概念;AI智能体;华为鲲鹏;数据要素;智能医疗;阿里巴巴概念;AI应用;DeepSeek概念;人工智能;数字经济;养老概念;华为概念;数据中心;专精特新;融资融券,17,688246.SH
600748,8,养老概念;上海国企改革;物业管理;国企改革;土地流转;长三角一体化;沪股通;融资融券,17,600748.SH
301551,14,短剧游戏;文化传媒概念;虚拟数字人;抖音概念(字节概念);AIGC概念;在线教育;百度概念;人工智能;智能音箱;智能医疗;华为概念;国企改革;深股通;融资融券,33,301551.SZ
688588,13,数据要素;区块链;信创;互联网金融;AI智能体;百度概念;人工智能;云计算;Web3.0;人民币贬值受益;AI应用;沪股通;融资融券,17,688588.SH
300327,18,MCU芯片;汽车芯片;芯片概念;消费电子概念;汽车电子;OLED;智能穿戴;柔性屏(折叠屏);无人机;机器人概念;智能家居;物联网;家用电器;锂电池概念;储能;深股通;股权转让(并购重组);融资融券,33,300327.SZ
300258,16,减速器;人形机器人;小米汽车;汽车热管理;长安汽车概念;小米概念;特斯拉概念;比亚迪概念;机器人概念;农机;新能源汽车;燃料电池;氢能源;回购增持再贷款概念;深股通;融资融券,33,300258.SZ
002555,23,云游戏;Sora概念(文生视频);网络游戏;脑机接口;多模态AI;手机游戏;AIGC概念;电子竞技;ChatGPT概念;NFT概念;虚拟数字人;AI智能体;元宇宙;在线教育;文化传媒概念;人工智能;虚拟现实;华为概念;AI应用;养老概念;创投;深股通;融资融券,33,002555.SZ
002861,16,无线耳机;AI眼镜;消费电子概念;富士康概念;苹果概念;智能穿戴;无线充电;智能音箱;小米概念;虚拟现实;星闪概念;人民币贬值受益;比亚迪概念;医疗器械概念;元宇宙;人工智能,33,002861.SZ
605089,3,预制菜;冷链物流;长三角一体化,17,605089.SH
603879,6,海峡两岸;低空经济;农机;无人机;机器人概念;摘帽,17,603879.SH
002867,5,黄金概念;IP经济(谷子经济);创投;深股通;融资融券,33,002867.SZ
300049,12,AI应用;家庭医生;智能医疗;医疗器械概念;三胎概念;肝炎概念;医药电商;人民币贬值受益;参股保险;西部大开发;深股通;融资融券,33,300049.SZ
300259,11,智能电网;水利;传感器;光伏概念;专精特新;物联网;雄安新区;华为概念;数字孪生;虚拟现实;数据要素,33,300259.SZ
600066,13,同花顺出海50;沪股通;融资融券;露营经济;汽车热管理;新能源汽车;无人驾驶;车联网(车路协同);燃料电池;DeepSeek概念;冷链物流;动力电池回收;氢能源,17,600066.SH
002967,33,华为海思概念股;卫星导航;无人驾驶;商业航天;大飞机;飞行汽车(eVTOL);无人机;低空经济;芯片概念;机器人概念;小米概念;比亚迪概念;华为概念;新能源汽车;粤港澳大湾区;特斯拉概念;人工智能;量子科技;海工装备;中芯国际概念;燃料电池;网络安全;DeepSeek概念;土壤修复;食品安全;职业教育;数据要素;数据安全;数据确权;回购增持再贷款概念;碳中和;国企改革;深股通,33,002967.SZ
301267,12,眼科医疗;民营医院;智能医疗;DeepSeek概念;人工智能;福建自贸区;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券,33,301267.SZ
920242,12,传感器;跨境电商;融资融券;特斯拉概念;汽车电子;汽车拆解概念;毫米波雷达;无人驾驶;机器人概念;人民币贬值受益;新能源汽车;一带一路,151,920242.BJ
600817,9,垃圾分类;换电概念;无人驾驶;汽车热管理;新能源汽车;燃料电池;氢能源;军工;沪股通,17,600817.SH
300676,18,智能医疗;数据要素;区块链;基因测序;阿尔茨海默概念;辅助生殖;猴痘概念;肝炎概念;医疗器械概念;流感;医药电商;三胎概念;合成生物;创投;粤港澳大湾区;一带一路;深股通;融资融券,33,300676.SZ
600151,14,军民融合;军工;TOPCON电池;央企国企改革;光伏概念;汽车热管理;比亚迪概念;新能源汽车;上海自贸区;国企改革;人民币贬值受益;绿色电力;融资融券;沪股通,17,600151.SH
301069,6,锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,33,301069.SZ
301035,6,草甘膦;回购增持再贷款概念;2025年报预增;人民币贬值受益;深股通;融资融券,33,301035.SZ
688249,11,汽车芯片;MCU芯片;OLED;MicroLED概念;芯片概念;MiniLED;消费电子概念;量子科技;国企改革;沪股通;融资融券,17,688249.SH
300628,10,工业互联网;人民币贬值受益;信创;腾讯概念;海峡两岸;云办公;福建自贸区;AI应用;深股通;融资融券,33,300628.SZ
002910,7,乳业;网红经济;生态农业;宠物经济;乡村振兴;西部大开发;国企改革,33,002910.SZ
600897,5,福建自贸区;海峡两岸;国企改革;沪股通;融资融券,17,600897.SH
603506,6,物业管理;养老概念;2025年报预增;垃圾分类;长三角一体化;机器人概念,17,603506.SH
002277,14,第三代半导体;芯片概念;机器人概念;NMN概念;跨境电商;免税店;乡村振兴;农村电商;互联网金融;参股银行;证金持股;深股通;融资融券;股权转让(并购重组),33,002277.SZ
920274,6,2025年报预增;海峡两岸;锂电池概念;融资融券;国企改革;专精特新,151,920274.BJ
002630,13,新型城镇化;ST板块;PPP概念;碳中和;光热发电;生物质能发电;储能;固废处理;核电;西部大开发;一带一路;绿色电力;超超临界发电,33,002630.SZ
300066,15,稀土永磁;DeepSeek概念;数字经济;互联网金融;华为概念;智慧城市;工业互联网;净水概念;物联网;污水处理;储能;2025年报预增;新型工业化;深股通;融资融券,33,300066.SZ
600178,14,兵装重组概念;飞行汽车(eVTOL);华为汽车;低空经济;无人机;长安汽车概念;减速器;新能源汽车;黑龙江自贸区;华为概念;央企国企改革;国企改革;2025年报预增;沪股通,17,600178.SH
002956,2,跨境电商;西部大开发,33,002956.SZ
300877,4,创投;储能;2025年报预增;融资融券,33,300877.SZ
600768,3,共同富裕示范区;2025年报预增;股权转让(并购重组),17,600768.SH
603906,18,钠离子电池;固态电池;动力电池回收;宁德时代概念;锂电池概念;磷化工;比亚迪概念;燃料电池;储能;新能源汽车;液冷服务器;氢能源;一带一路;数字经济;数据中心;无人机;融资融券;沪股通,17,603906.SH
920252,5,锂电池概念;融资融券;储能;两轮车;专精特新,151,920252.BJ
002560,23,成飞概念;特高压;柔性直流输电;智能电网;风电;大飞机;充电桩;海工装备;光伏概念;军工;军民融合;储能;无人机;新能源汽车;数据中心;专精特新;机器人概念;雅下水电概念;一带一路;2025三季报预增;医疗器械概念;2025年报预增;融资融券,33,002560.SZ
300221,15,无人机;碳纤维;3D打印;5G;机器人概念;消费电子概念;创投;新型烟草(电子烟);新能源汽车;OLED;网约车;PCB概念;可降解塑料;2025年报预增;NMN概念,33,300221.SZ
688002,16,商业航天;军工;无人机;低空经济;毫米波雷达;芯片概念;传感器;无人驾驶;机器人概念;比亚迪概念;消费电子概念;汽车电子;汽车芯片;2025年报预增;沪股通;融资融券,17,688002.SH
002461,4,啤酒概念;国企改革;深股通;融资融券,33,002461.SZ
000623,16,农业种植;维生素;参股券商;幽门螺杆菌概念;流感;医药电商;回购增持再贷款概念;乡村振兴;肝炎概念;创新药;三胎概念;创投;网红经济;深股通;融资融券;工业互联网,33,000623.SZ
300892,5,网红经济;乳业;三胎概念;啤酒概念;融资融券,33,300892.SZ
000333,23,超级品牌;证金持股;同花顺漂亮100;空气能热泵;家用电器;智能家居;深股通;融资融券;一带一路;AI智能体;物联网;智能电网;工业互联网;汽车热管理;回购增持再贷款概念;机器人概念;同花顺出海50;人形机器人;华为概念;数据中心;MCU芯片;芯片概念;液冷服务器,33,000333.SZ
300404,11,CRO概念;细胞免疫治疗;减肥药;阿尔茨海默概念;创新药;智能医疗;幽门螺杆菌概念;肝炎概念;人工智能;DeepSeek概念;专精特新,33,300404.SZ
003037,14,装配式建筑;新型城镇化;地下管网;水利;水泥概念;智能物流;一带一路;回购增持再贷款概念;粤港澳大湾区;风电;海工装备;新疆振兴;光伏概念;2025年报预增,33,003037.SZ
601567,20,智能电网;电力物联网;高压氧舱;风电;充电桩;储能;光伏概念;数据中心;一带一路;工业互联网;民营医院;参股银行;三胎概念;脑机接口;养老概念;人工智能;智能医疗;AI应用;沪股通;融资融券,17,601567.SH
688439,18,卫星导航;商业航天;无人机;军工;低空经济;飞行汽车(eVTOL);人形机器人;芯片概念;专精特新;MCU芯片;第三代半导体;先进封装;央企国企改革;存储芯片;西部大开发;国企改革;沪股通;融资融券,17,688439.SH
603637,4,碳中和;氢能源;国企改革;天然气,17,603637.SH
002973,17,数字乡村;智慧城市;垃圾分类;DeepSeek概念;乡村振兴;人工智能;绿色电力;PPP概念;污水处理;碳中和;医疗废物处理;固废处理;低空经济;机器人概念;无人驾驶;人形机器人;深股通,33,002973.SZ
002775,15,新型城镇化;PPP概念;雄安新区;乡村振兴;土壤修复;旅游概念;粤港澳大湾区;创投;虚拟电厂;国企改革;绿色电力;充电桩;储能;一带一路;雅下水电概念,33,002775.SZ
300562,16,智能医疗;AI应用;养老概念;区块链;人工智能;血氧仪;无人零售;三胎概念;医疗器械概念;体育产业;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念,33,300562.SZ
605365,18,家用电器;一带一路;人民币贬值受益;跨境电商;智能物流;福建自贸区;传感器;海峡两岸;智能家居;机器人概念;新型工业化;毫米波雷达;安防;华为概念;物联网;人工智能;鸿蒙概念;沪股通,17,605365.SH
601696,3,期货概念;沪股通;融资融券,17,601696.SH
300439,8,肝炎概念;猴痘概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,33,300439.SZ
002735,17,可控核聚变;军工信息化;军工;核电;低空经济;信创;无线充电;飞行汽车(eVTOL);富士康概念;比亚迪概念;新能源汽车;光伏概念;储能;医疗器械概念;两轮车;可降解塑料;深股通,33,002735.SZ
603004,6,染料;专精特新;人民币贬值受益;商业航天;沪股通;融资融券,17,603004.SH
002078,4,代糖概念;一带一路;深股通;融资融券,33,002078.SZ
603332,2,长三角一体化;军工,17,603332.SH
603130,2,共同富裕示范区;沪股通,17,603130.SH
603836,14,中韩自贸区;航运概念;统一大市场;冷链物流;跨境电商;中俄贸易概念;拼多多概念;智能物流;一带一路;数字经济;数据要素;AI智能体;小米概念;无人驾驶,17,603836.SH
603237,5,预制菜;共同富裕示范区;IP经济(谷子经济);长三角一体化;虚拟数字人,17,603237.SH
002768,23,PEEK材料;碳纤维;富士康概念;人形机器人;华为汽车;小米概念;比亚迪概念;新能源汽车;机器人概念;华为概念;充电桩;储能;可降解塑料;足球概念;风电;锂电池概念;丙烯酸;体育产业;人造肉;环氧丙烷;医美概念;融资融券;深股通,33,002768.SZ
301125,4,专精特新;中俄贸易概念;人民币贬值受益;融资融券,33,301125.SZ
603858,12,仿制药一致性评价;流感;医药电商;创新药;肝炎概念;生物疫苗;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,17,603858.SH
