code,所属概念,股票代码,所属概念数量,market_code
301557,碳纤维;风电;海工装备;注册制次新股;军工;专精特新;无人机;新股与次新股;融资融券,301557.SZ,9,33
002568,超级品牌;长三角一体化;深股通;融资融券,002568.SZ,4,33
920395,融资融券;华为概念;安防;消费电子概念;华为手机;小米概念,920395.BJ,6,151
002263,石墨烯;光伏概念;PET铜箔;特高压;国企改革;比亚迪概念;新能源汽车;柔性直流输电;军工;共同富裕示范区;深股通;融资融券,002263.SZ,12,33
000533,抽水蓄能;智能电网;超超临界发电;可控核聚变;核电;风电;光伏概念;海工装备;充电桩;储能;数据中心;水利;比亚迪概念;粤港澳大湾区;东数西算(算力);数字经济;中芯国际概念;阿里巴巴概念;百度概念;深股通;融资融券,000533.SZ,21,33
002361,卫星导航;商业航天;军民融合;航空发动机;军工;低空经济;无人机;高铁;3D打印;高端装备;国企改革;污水处理;石墨烯;深股通;股权转让(并购重组);融资融券,002361.SZ,16,33
600202,中俄贸易概念;黑龙江自贸区;一带一路;国企改革;创投;回购增持再贷款概念;超超临界发电;核电,600202.SH,8,17
603396,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;高端装备;氢能源;专精特新;新型工业化;一带一路;融资融券,603396.SH,10,17
002130,铜缆高速连接;超导概念;高压快充;消费电子概念;华为海思概念股;充电桩;新能源汽车;比亚迪概念;智能电网;3D打印;核电;锂电池概念;数据中心;人形机器人;粤港澳大湾区;机器人概念;风电;医疗器械概念;海峡两岸;工业互联网;华为概念;军工;绿色电力;大飞机;同花顺新质50;深股通;融资融券;互联网金融,002130.SZ,28,33
301012,数据中心;储能;光伏概念;专精特新;股权转让(并购重组);融资融券,301012.SZ,6,33
002956,跨境电商;西部大开发,002956.SZ,2,33
301361,智能电网;虚拟电厂;储能;海工装备;专精特新;传感器;锂电池概念;数据中心;融资融券,301361.SZ,9,33
300160,光伏建筑一体化;国企改革;家用电器;充电桩;物联网;特斯拉概念,300160.SZ,6,33
301289,特高压;核电;风电;超导概念;海工装备;储能;成飞概念;光纤概念;军民融合;国企改革;钒电池;6G概念;上海国企改革;职业教育;融资融券,301289.SZ,15,33
300774,金属铅;金属锌;金属铜;小金属概念;盐湖提锂;净水概念;污水处理;PPP概念;专精特新;水利;京津冀一体化;DeepSeek概念;融资融券,300774.SZ,13,33
600365,ST板块;白酒概念,600365.SH,2,22
688206,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券,688206.SH,6,17
603109,新能源汽车;数据中心;农机;机器人概念;专精特新;中俄贸易概念;无人机;储能;人民币贬值受益;一带一路;水利;西部大开发;乡村振兴;沪股通,603109.SH,14,17
603567,医药电商;智能医疗;黑龙江自贸区;创新药;仿制药一致性评价;流感;沪股通;融资融券,603567.SH,8,17
300219,柔性屏(折叠屏);MiniLED;MicroLED概念;消费电子概念;汽车电子;新能源汽车;粤港澳大湾区;比亚迪概念;长安汽车概念;华为汽车;小米概念;MR(混合现实);无人机;小米汽车;芯片概念;华为概念;回购增持再贷款概念;虚拟现实;车联网(车路协同);国企改革;光刻机;互联网金融;文化传媒概念;深股通;融资融券,300219.SZ,25,33
300735,毫米波雷达;智能穿戴;智能座舱;小米概念;消费电子概念;汽车电子;传感器;无人驾驶;5G;机器人概念;低空经济;华为手机;安防;小米汽车;物联网;人形机器人;车联网(车路协同);华为概念;华为汽车;新能源汽车;MCU芯片;卫星导航;工业互联网;粤港澳大湾区;智能家居;东数西算(算力);EDR概念;商业航天;储能;充电桩;光伏概念;移动支付;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,300735.SZ,37,33
603330,光伏概念;POE胶膜;专精特新;比亚迪概念;消费电子概念;华为概念;股权转让(并购重组);融资融券,603330.SH,8,17
001230,专精特新;新能源汽车;污水处理;新型城镇化;垃圾分类;固废处理;机器人概念;PPP概念;数据中心;物联网;无人驾驶;车联网(车路协同);智慧城市;人工智能;数字经济;DeepSeek概念,001230.SZ,16,33
920033,锂电池概念;金属铜;金属镍;西部大开发;动力电池回收;融资融券;金属回收;小金属概念,920033.BJ,8,151
601566,网红经济;福建自贸区;IP经济(谷子经济);海峡两岸;融资融券;2025年报预增;沪股通,601566.SH,7,17
301151,新型城镇化;地下管网;雄安新区;水利;污水处理;碳中和;一带一路;专精特新;乡村振兴;核电;海峡两岸;抽水蓄能;超超临界发电;液冷服务器;融资融券,301151.SZ,15,33
002668,跨境电商;家用电器;智能家居;一带一路;人民币贬值受益;深股通;人工智能;融资融券,002668.SZ,8,33
301600,智能座舱;小米汽车;比亚迪概念;小米概念;专精特新;车联网(车路协同);长安汽车概念;宁德时代概念;物联网;福建自贸区;深股通;融资融券,301600.SZ,12,33
920454,专精特新;融资融券;机器人概念;中俄贸易概念,920454.BJ,4,151
002215,草甘膦;生态农业;农村电商;数字乡村;乡村振兴;土壤修复;互联网金融;数字经济;粤港澳大湾区;农业种植;深股通;融资融券,002215.SZ,12,33
688266,重组蛋白;创新药;细胞免疫治疗;沪股通;融资融券,688266.SH,5,17
002466,盐湖提锂;动力电池回收;固态电池;锂电池概念;化肥;特斯拉概念;同花顺漂亮100;新能源汽车;西部大开发;深股通;融资融券;证金持股,002466.SZ,12,33
300445,商业航天;高端装备;芯片概念;传感器;物联网;特斯拉概念,300445.SZ,6,33
600419,乳业;新疆振兴;国企改革;西部大开发,600419.SH,4,17
300618,金属钴;金属铜;小金属概念;金属镍;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,300618.SZ,9,33
603392,猴痘概念;生物疫苗;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392.SH,10,17
300662,财税数字化;AI智能体;数据要素;DeepSeek概念;职业教育;人工智能;华为概念;京津冀一体化;AI应用;雄安新区;深股通,300662.SZ,11,33
688008,存储芯片;中芯国际概念;2025年报预增;芯片概念;消费电子概念;数据中心;人民币贬值受益;人工智能;数据安全;沪股通;融资融券,688008.SH,11,17
603160,MCU芯片;无线耳机;汽车芯片;AI眼镜;智能座舱;智能穿戴;小米概念;AI手机;汽车电子;传感器;星闪概念;消费电子概念;芯片概念;OLED;中芯国际概念;电子纸;新能源汽车;长安汽车概念;智能家居;物联网;华为概念;粤港澳大湾区;虚拟现实;人脸识别;人工智能;鸿蒙概念;智能医疗;沪股通;AI应用;融资融券,603160.SH,30,17
920174,一带一路;中俄贸易概念;股权转让(并购重组);专精特新;融资融券;雅下水电概念;水利,920174.BJ,7,151
001216,NFT概念;跨境电商;牙科医疗;参股银行;柔性直流输电;华为概念;人民币贬值受益;特高压;智能穿戴;消费电子概念;股权转让(并购重组),001216.SZ,11,33
300529,肝炎概念;医药电商;医疗器械概念;横琴新区;深股通;融资融券,300529.SZ,6,33
301603,工业母机;PCB概念;人形机器人;新能源汽车;新型工业化;柔性屏(折叠屏);专精特新;机器人概念;粤港澳大湾区;2025年报预增;军工;深股通;融资融券,301603.SZ,13,33
600258,旅游概念;国企改革;京津冀一体化;人工智能;阿里巴巴概念;沪股通;融资融券,600258.SH,7,17
688056,芯片概念;核污染防治;食品安全;光刻胶;融资融券,688056.SH,5,17
000797,福建自贸区;海峡两岸;物业管理;土地流转;装配式建筑;跨境电商;国企改革;一带一路;京津冀一体化;深股通,000797.SZ,10,33
920429,AI应用;预制菜;融资融券;DeepSeek概念;体育产业;京津冀一体化;职业教育;数字经济;网红经济,920429.BJ,9,151
603000,AI语料;知识产权保护;AI应用;智谱AI;AIGC概念;数据确权;文化传媒概念;云办公;AI智能体;数据安全;百度概念;国资云;数据要素;鸿蒙概念;区块链;蚂蚁集团概念;网络安全;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;数据中心;京津冀一体化;创投;国企改革;沪股通;融资融券;证金持股,603000.SH,31,17
600668,仿制药一致性评价;眼科医疗;医药电商;国企改革;创新药;水泥概念;猴痘概念;核电;2025年报预增;融资融券,600668.SH,10,17
603813,ST板块;冷链物流;统一大市场;数字经济;智能物流;粤港澳大湾区;燃料电池;氢能源,603813.SH,8,22
688368,MCU芯片;汽车芯片;英伟达概念;芯片概念;无线充电;小米概念;专精特新;沪股通;融资融券,688368.SH,9,17
300059,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;同花顺漂亮100;证金持股;AI应用;深股通;融资融券,300059.SZ,13,33
920419,融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益,920419.BJ,4,151
688410,2025年报预增;医疗器械概念;智能医疗;专精特新;西部大开发;融资融券,688410.SH,6,17
600743,物业管理;国企改革;证金持股;京津冀一体化;智能家居;沪股通;融资融券;股权转让(并购重组),600743.SH,8,17
300257,碳中和;氢能源;冷链物流;深股通;融资融券,300257.SZ,5,33
000758,金属铅;金属锌;金属铜;黄金概念;金属钴;小金属概念;金属回收;稀土永磁;回购增持再贷款概念;央企国企改革;国企改革;一带一路;人民币贬值受益;深股通;融资融券;中字头股票,000758.SZ,16,33
300033,多模态AI;AI语料;AIGC概念;ChatGPT概念;AI智能体;鸿蒙概念;数据要素;互联网金融;人工智能;智能医疗;AI应用;证金持股;融资融券;深股通;2025年报预增,300033.SZ,15,33
300466,无人机;网络安全;机器人概念;换电概念;工业互联网;智能物流;数据中心;华为概念;新型工业化;人工智能;机器视觉;一带一路;新能源汽车;数据安全;C2M概念;鸿蒙概念;光伏概念;比亚迪概念;燃料电池;云计算;国企改革;AI应用;深股通,300466.SZ,23,33
002342,商业航天;京津冀一体化;军工;海工装备;雄安新区;水利;一带一路;核电;光伏概念;高端装备;风电;抽水蓄能;白酒概念;深股通;融资融券,002342.SZ,15,33
300128,富士康概念;宁德时代概念;液冷服务器;苹果概念;锂电池概念;BC电池;消费电子概念;光伏概念;储能;汽车电子;新能源汽车;石墨烯;英伟达概念;MR(混合现实);小米概念;小米汽车;汽车热管理;人形机器人;新型工业化;海峡两岸;华为概念;机器人概念;长三角一体化;虚拟现实;人工智能;国企改革;深股通;融资融券,300128.SZ,28,33
603360,存储芯片;光刻机;芯片概念;人民币贬值受益;消毒剂;机器人概念;沪股通,603360.SH,7,17
000151,污水处理;固废处理;中俄贸易概念;国企改革;碳中和;一带一路;央企国企改革;储能;人民币贬值受益;光伏概念;京津冀一体化;融资融券;股权转让(并购重组);中字头股票,000151.SZ,14,33
603655,新能源汽车;2025年报预增,603655.SH,2,17
601965,央企国企改革;华为汽车;燃料电池;氢能源;国企改革;无人驾驶;动力电池回收;西部大开发;新能源汽车;无人机;机器人概念;中字头股票;汽车电子;车联网(车路协同);华为概念;DeepSeek概念;沪股通;融资融券,601965.SH,18,17
688606,宠物经济;基因测序;禽流感;幽门螺杆菌概念;猴痘概念;肝炎概念;辅助生殖;医疗器械概念;人民币贬值受益;融资融券;沪股通,688606.SH,11,17
603810,钠离子电池;固态电池;锂电池概念;合成生物;钒电池;创投,603810.SH,6,17
301607,高压快充;第三代半导体;比亚迪概念;小米汽车;新能源汽车;小米概念;专精特新;充电桩;2025年报预增;深股通;融资融券,301607.SZ,11,33
920575,生物疫苗;融资融券;重组蛋白,920575.BJ,3,151
301508,机器人概念;无人驾驶;央企国企改革;低空经济;无人机;国企改革;小米汽车;京津冀一体化;新能源汽车;充电桩;车联网(车路协同);军工;汽车电子;碳中和;小米概念;比亚迪概念;氢能源;人工智能;网络安全;数据安全;百度概念;深股通;融资融券;中字头股票,301508.SZ,24,33
600480,人形机器人;汽车热管理;华为汽车;小米汽车;长安汽车概念;飞行汽车(eVTOL);传感器;特斯拉概念;新能源汽车;小米概念;低空经济;比亚迪概念;无人驾驶;水利;核电;储能;京津冀一体化;地下管网;液冷服务器;央企国企改革;雄安新区;回购增持再贷款概念;宁德时代概念;国企改革;锂电池概念;沪股通;融资融券,600480.SH,27,17
002970,EDR概念;多模态AI;星闪概念;鸿蒙概念;智能座舱;人工智能;毫米波雷达;无人驾驶;汽车电子;云计算;车联网(车路协同);比亚迪概念;机器视觉;卫星导航;物联网;人脸识别;新能源汽车;垃圾分类;专精特新;深股通,002970.SZ,20,33
002938,共封装光学(CPO);PCB概念;同花顺果指数;富士康概念;AI PC;MiniLED;苹果概念;AI眼镜;AI手机;消费电子概念;汽车电子;智能穿戴;无线耳机;智能座舱;新能源汽车;无人驾驶;海峡两岸;华为概念;人形机器人;虚拟现实;人民币贬值受益;商业航天;融资融券;深股通,002938.SZ,24,33
301656,小米汽车;注册制次新股;减速器;新能源汽车;小米概念;深股通;新股与次新股;融资融券,301656.SZ,8,33
603017,商业航天;空间计算;低空经济;智慧城市;数字孪生;新型工业化;虚拟现实;建筑节能;新型城镇化;独角兽概念;元宇宙;多模态AI;DeepSeek概念;数据中心;装配式建筑;长三角一体化;一带一路;光伏建筑一体化,603017.SH,18,17
603786,传感器;无人驾驶;汽车电子;比亚迪概念;新能源汽车;专精特新;融资融券;沪股通,603786.SH,8,17
301223,烟草;粤港澳大湾区;新型烟草(电子烟);小米概念;职业教育;数字经济;数字水印;融资融券,301223.SZ,8,33
300261,NMN概念;固废处理;合成生物;工业大麻;垃圾分类;医药电商;人民币贬值受益;肝炎概念;CRO概念;跨境电商;深股通;融资融券,300261.SZ,12,33
300213,卫星导航;军工信息化;商业航天;低空经济;军工;无人机;智慧城市;智慧政务;安防;物联网;数据安全;数据要素;云计算;人工智能;机器视觉;独角兽概念;DeepSeek概念;华为概念;百度概念;AI智能体;元宇宙;5G;ChatGPT概念;京津冀一体化;工业互联网;机器人概念;AIGC概念;高铁;新型工业化;数据中心;专精特新;跨境电商;一带一路;新疆振兴;AI应用;深股通,300213.SZ,36,33
