所属概念,所属概念数量,code,股票代码,market_code
减速器;人形机器人;华为汽车;特斯拉概念;新型工业化;PEEK材料;机器人概念;传感器;小米概念;新能源汽车;3D打印;无线耳机;虚拟现实;MR(混合现实);无人机;卫星导航;智能穿戴;苹果概念;消费电子概念;AI手机;同花顺果指数;华为概念;AI眼镜;液冷服务器;燃料电池;5G;AI PC;宁德时代概念;充电桩;海峡两岸;粤港澳大湾区;东数西算(算力);储能;芯片概念;锂电池概念;铜缆高速连接;氢能源;深股通;融资融券,39,300115,300115.SZ,33
抽水蓄能;生物质能发电;绿色电力;风电;化债概念(AMC概念);国企改革;充电桩;福建自贸区;海峡两岸;沪股通;融资融券,11,600163,600163.SH,17
人形机器人;新型工业化;机器视觉;机器人概念;融资融券;沪股通,6,603416,603416.SH,17
中俄贸易概念;网约车;统一大市场;智能物流;创投;冷链物流;人工智能;一带一路;航运概念;阿里巴巴概念;车联网(车路协同);新能源汽车;特斯拉概念;无人驾驶;小米概念,15,300240,300240.SZ,33
军工信息化;军民融合;国产航母;军工;卫星导航;无人机;央企国企改革;高端装备;国企改革;证金持股;沪股通;融资融券,12,600435,600435.SH,17
专精特新;小米概念;人形机器人;比亚迪概念;PEEK材料;华为汽车;机器人概念;新能源汽车;飞行汽车(eVTOL);碳纤维;无人驾驶;华为概念;消费电子概念;低空经济;小米汽车;家用电器;军工;光伏概念;汽车热管理;锂电池概念;DeepSeek概念;5G;液冷服务器;富士康概念;可降解塑料;碳中和;沪股通;融资融券,28,688219,688219.SH,17
大飞机;军民融合;航空发动机;卫星导航;商业航天;军工;无人机;低空经济;海工装备;高端装备;专精特新;西部大开发;融资融券;深股通,14,300775,300775.SZ,33
京津冀一体化;高端装备;军工;专精特新;融资融券,5,300922,300922.SZ,33
页岩气;可燃冰;天然气;俄乌冲突概念;地下管网;雄安新区;国企改革;央企国企改革;氢能源;一带一路;海工装备;数字经济;燃料电池;高端装备;工业互联网;专精特新;储能;深股通;融资融券,19,000852,000852.SZ,33
TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池,8,920167,920167.BJ,151
医药电商;高股息精选;冷链物流;参股券商;国企改革;沪股通,6,600713,600713.SH,17
流感;医药电商;三胎概念;参股银行;西部大开发;国企改革;参股券商;股权转让(并购重组),8,600249,600249.SH,17
短剧游戏;小红书概念;文化传媒概念;NFT概念;网红经济;快手概念;虚拟数字人;Web3.0;广东自贸区;跨境电商;AI应用;数字经济;数据要素;乡村振兴;抖音概念(字节概念);人工智能;粤港澳大湾区;虚拟现实;深股通;融资融券,20,002291,002291.SZ,33
黄金概念;西部大开发;国企改革;2026中报预增;融资融券;深股通,6,001337,001337.SZ,33
光纤概念;传感器;专精特新;5G;PVDF概念;华为概念;长三角一体化;共同富裕示范区;国企改革;深股通;融资融券,11,002522,002522.SZ,33
大飞机;低空经济;军工;成飞概念;高端装备;无人机;智慧城市;机器人概念;医疗器械概念;智能医疗;海工装备;换电概念;无人驾驶;2026中报预增;深股通,15,002111,002111.SZ,33
稀土永磁;固态电池;锂电池概念;金属回收;钠离子电池;比亚迪概念;一体化压铸;3D打印;特斯拉概念;大飞机;无人机;新能源汽车;消费电子概念;专精特新;军工;航空发动机;低空经济;机器人概念;人形机器人;商业航天;军民融合;汽车拆解概念;芯片概念;汽车热管理;长安汽车概念;一带一路;第三代半导体;氟化工概念;融资融券;深股通,30,300428,300428.SZ,33
水利;西部大开发;国企改革;海工装备;核电;超超临界发电;军工;可控核聚变;沪股通,9,600558,600558.SH,17
培育钻石;太赫兹;芯片概念;商业航天;军工;军民融合;无人机;央企国企改革;新能源汽车;国企改革;冷链物流;同花顺中特估100;石墨电极;中字头股票;深股通;融资融券,16,000519,000519.SZ,33
装配式建筑;地下管网;乡村振兴;水利;新型城镇化;PPP概念;海工装备;污水处理;国企改革;垃圾分类;跨境电商;数字经济;创投;海峡两岸;智慧城市;DeepSeek概念;智慧政务;低空经济;风电;绿色电力;充电桩;新能源汽车;光伏概念;深股通,24,000753,000753.SZ,33
有机硅概念;第三代半导体;硅能源;芯片概念;数字经济;深股通,6,300121,300121.SZ,33
长安汽车概念;人形机器人;新能源汽车;西部大开发;传感器;消费电子概念;沪股通;融资融券,8,603758,603758.SH,17
互联网金融;AI应用;AIGC概念;数据要素;AI智能体;DeepSeek概念;ERP概念;数字经济;人工智能;工业互联网;烟草;智能物流;机器人概念;新型工业化;华为概念;机器视觉;无人驾驶;数据中心(AIDC);融资融券,19,301315,301315.SZ,33
NFT概念;虚拟数字人;文化传媒概念;Web3.0;快手概念;小红书概念;知识产权保护;在线教育;IP经济(谷子经济);AIGC概念;网红经济;职业教育;AI应用;元宇宙;区块链;多模态AI;数据要素;抖音概念(字节概念);AI智能体;腾讯概念;阿里巴巴概念;人工智能;西部大开发;华为概念;MR(混合现实);融资融券;沪股通,27,600556,600556.SH,17
跨境电商;参股银行;参股保险;国企改革;一带一路;参股券商;数字经济;人民币贬值受益;期货概念,9,600287,600287.SH,17
民营医院;辅助生殖;维生素;流感;医疗器械概念;医美概念;无人零售;医药电商;物业管理;创新药;融资融券,11,301126,301126.SZ,33
煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,7,600925,600925.SH,17
高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;一带一路;光伏建筑一体化;绿色电力;融资融券;数字经济;光伏概念;沪股通,13,601886,601886.SH,17
算力租赁;PM2.5;数据确权;数据安全;东数西算(算力);区块链;智慧政务;数据中心(AIDC);数据要素;AI智能体;华为鲲鹏;智慧城市;DeepSeek概念;碳中和;人工智能;虚拟数字人;量子科技;物联网;华为概念;商业航天;碳交易;传感器;股权转让(并购重组);融资融券,24,688051,688051.SH,17
国产航母;军民融合;海工装备;军工;高端装备;风电;沪股通;融资融券,8,601890,601890.SH,17
统一大市场;乡村振兴;国企改革;垃圾分类;碳交易;碳中和;光伏建筑一体化;农机;绿色电力;氢能源;钠离子电池;时空大数据;超超临界发电;锂电池概念;风电;储能;虚拟电厂;机器人概念;高端装备;新能源汽车;无人驾驶;光伏概念;工业母机;融资融券,24,600805,600805.SH,17
绿色电力;风电;央企国企改革;国企改革;氢能源;储能;核电;一带一路;人工智能;东数西算(算力);融资融券,11,600930,600930.SH,17
钒电池;国企改革;污水处理;氢能源;固态电池;深股通;融资融券,7,000822,000822.SZ,33
流感;医疗器械概念;智能医疗;注册制次新股;国企改革;机器人概念;深股通;新股与次新股;融资融券,9,301584,301584.SZ,33
AIGC概念;虚拟数字人;文化传媒概念;短剧游戏;智慧政务;DeepSeek概念;百度概念;人工智能;国资云;西部大开发;国企改革;融资融券,12,300987,300987.SZ,33
养老概念;医疗器械概念;跨境电商;创投;智能医疗;人民币贬值受益;融资融券;深股通,8,300677,300677.SZ,33
智能物流;一带一路;人民币贬值受益;智能家居;长三角一体化;机器人概念;宠物经济;长安汽车概念;无人机;3D打印,10,300230,300230.SZ,33
参股券商;新型城镇化;国企改革;旅游概念;京津冀一体化;创投;时空大数据;卫星导航;商业航天;沪股通;融资融券,11,600266,600266.SH,17
PPP概念;雄安新区;碳交易;污水处理;固废处理;智慧城市;数字经济;DeepSeek概念;国企改革;人工智能;创投;工业互联网;沪股通;融资融券,14,600133,600133.SH,17
中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;高端装备;融资融券,15,688459,688459.SH,17
新型城镇化;污水处理;垃圾分类;共同富裕示范区;创投;固废处理;碳中和;专精特新;氢能源;储能,10,001336,001336.SZ,33
汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100,25,002049,002049.SZ,33
无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,29,002583,002583.SZ,33
物业管理;粤港澳大湾区;深股通;2026中报预增;融资融券,5,000042,000042.SZ,33
维生素;人民币贬值受益;沪股通,3,603235,603235.SH,17
华为欧拉;鸿蒙概念;信创;AI智能体;AI应用;国产操作系统;百度概念;智慧城市;DeepSeek概念;人工智能;独角兽概念;星闪概念;物联网;工业互联网;虚拟现实;水利;长安汽车概念;智能家居;华为概念;机器人概念;机器视觉;华为汽车;无人驾驶;小米概念;智能座舱;英伟达概念;比亚迪概念;智能穿戴;AI手机;汽车电子;华为海思概念股;深股通;融资融券,33,300598,300598.SZ,33
医疗器械概念;人民币贬值受益;沪股通,3,605369,605369.SH,17
京津冀一体化;燃料电池;低空经济;机器人概念;新型工业化;氢能源;国企改革;天然气;俄乌冲突概念;沪股通;融资融券,11,600860,600860.SH,17
三胎概念;职业教育;养老概念;物业管理;民营医院;创投;牙科医疗;参股保险;人工智能;智能医疗;海峡两岸;辅助生殖;租售同权;机器人概念;2026中报预增,15,002162,002162.SZ,33
装配式建筑;新型城镇化;建筑节能;房屋检测;乡村振兴;雄安新区;职业教育;水利;深圳国企改革;一带一路;国企改革;碳中和;智慧城市;光伏建筑一体化;区块链;数据要素;粤港澳大湾区;智能电网;虚拟电厂;数据中心(AIDC),20,300675,300675.SZ,33
页岩气;天然气;俄乌冲突概念;地下管网;新型城镇化;合成生物;股权转让(并购重组),7,000407,000407.SZ,33
期货概念;沪股通;融资融券,3,601696,601696.SH,17
装配式建筑;建筑节能;新型城镇化;房屋检测;水利;地下管网;数字经济;AI应用;一带一路;AIGC概念;DeepSeek概念;人工智能;医疗器械概念;碳中和;AI智能体;水泥概念;ERP概念;福建自贸区;数字孪生;光伏建筑一体化;高铁;华为鲲鹏;腾讯概念;阿里巴巴概念;数据安全;海峡两岸;华为欧拉;核电;机器人概念;华为昇腾;风电;储能;创新药;新能源汽车;算力租赁;光伏概念;3D打印;数据中心(AIDC);汽车电子,39,002398,002398.SZ,33
净水概念;磷化工;土壤修复;氢能源;一带一路;光伏概念;芯片概念;小金属概念;融资融券,9,301118,301118.SZ,33
数据要素;车联网(车路协同);智能座舱;人工智能;无人驾驶;物联网;人民币贬值受益;粤港澳大湾区;消费电子概念;5G;深股通,11,002766,002766.SZ,33
物业管理;国企改革;西部大开发,3,000514,000514.SZ,33
融资融券,1,301088,301088.SZ,33
医疗器械概念;一带一路;人民币贬值受益;智能音箱;机器人概念;虚拟现实;储能;智能穿戴;消费电子概念;苹果概念;无人机;无线耳机,12,002981,002981.SZ,33
ST板块;京津冀一体化;中俄贸易概念;煤炭概念;机器人概念;3D打印,6,002691,002691.SZ,33
金属钴;金属镍;金属铜;小金属概念;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;2026一季报预增;专精特新;人民币贬值受益;一带一路;深股通;融资融券,15,301219,301219.SZ,33
华为汽车;减速器;机器人概念;小米汽车;特斯拉概念;新能源汽车;华为概念;小米概念;融资融券,9,301229,301229.SZ,33
虚拟电厂;抽水蓄能;智能电网;特高压;AI智能体;数据要素;超超临界发电;风电;DeepSeek概念;充电桩;绿色电力;核电;水利;人工智能;雅下水电概念;高铁;数据中心(AIDC);雄安新区;储能;新疆振兴;央企国企改革;华为概念;国企改革;商业航天;高端装备;机器人概念;沪股通;融资融券,28,600268,600268.SH,17
一带一路;虚拟现实;数字孪生;金属铜;机器人概念;融资融券;智能物流;无人驾驶;专精特新;AIGC概念,10,920475,920475.BJ,151
期货概念;物业管理;国企改革;2026中报预增;沪股通;融资融券,6,601162,601162.SH,17
手机游戏;文化传媒概念;NFT概念;网络游戏;IP经济(谷子经济);知识产权保护;在线教育;AIGC概念;快手概念;网红经济;AI应用;ChatGPT概念;元宇宙;多模态AI;云游戏;鸿蒙概念;DeepSeek概念;抖音概念(字节概念);腾讯概念;人工智能;阿里巴巴概念;智能医疗;三胎概念;语音技术;脑机接口;一带一路;虚拟现实;人民币贬值受益;机器人概念;华为概念;东数西算(算力);MR(混合现实);数据中心(AIDC);液冷服务器;深股通;融资融券,36,300459,300459.SZ,33
医药电商;维生素;农业种植;工业大麻;养老概念;乡村振兴;旅游概念;数字经济;工业互联网,9,603896,603896.SH,17
可燃冰;建筑节能;光热发电;锂电池概念;融资融券;深股通,6,002088,002088.SZ,33
共享单车;无人机;专精特新;传感器;锂电池概念;两轮车;2026中报预增;融资融券;沪股通,9,603489,603489.SH,17
绿色电力;虚拟电厂;光伏建筑一体化;充电桩;储能;光伏概念;共同富裕示范区;长三角一体化;沪股通;融资融券,10,603105,603105.SH,17
物业管理;参股券商;国企改革;融资融券,4,600838,600838.SH,17
石墨烯;横琴新区;粤港澳大湾区;锂电池概念;创投;污水处理;独角兽概念;国企改革;参股券商;深股通,10,000532,000532.SZ,33
智能座舱;星闪概念;小米概念;汽车电子;AI眼镜;传感器;虚拟现实;消费电子概念;无人驾驶;长安汽车概念;车联网(车路协同);毫米波雷达;华为概念;人形机器人;机器人概念;人脸识别;柔性屏(折叠屏);元宇宙;智慧城市;海峡两岸;智能家居;MR(混合现实);机器视觉;OLED;医疗器械概念;深股通;融资融券;共封装光学(CPO);股权转让(并购重组),29,002456,002456.SZ,33
可控核聚变;核电;智能电网;风电;水利;储能;军工;中字头股票;一带一路;房屋检测;央企国企改革;PPP概念;国企改革;长三角一体化;同花顺中特估100;沪股通;融资融券,17,601611,601611.SH,17
