所属概念,所属概念数量,股票代码,market_code,code
新型城镇化;水利;地下管网;PPP概念;雅下水电概念;储能;人形机器人;光伏概念;锂电池概念;绿色电力;深股通;融资融券,12,002062.SZ,33,002062
人形机器人;机器人概念;传感器;元宇宙;语音技术;比亚迪概念;数字孪生;新能源汽车;小米概念;工业互联网;数据安全;脑机接口;物联网;抖音概念(字节概念);华为概念;智慧城市;区块链;智能家居;专精特新;军工;智能穿戴;柔性屏(折叠屏);互联网金融;独角兽概念;无线耳机;消费电子概念;核污染防治;创投;水利;储能;养老概念;氢能源;食品安全;锂电池概念;芯片概念;固态电池;碳中和;地下管网;污水处理;医美概念;深股通;融资融券,42,300007.SZ,33,300007
动力电池回收;锂电池概念;宁德时代概念;人民币贬值受益;一体化压铸;新能源汽车;存储芯片;芯片概念;融资融券,9,603335.SH,17,603335
光刻胶;氟化工概念;芯片概念;消毒剂;磷化工;光伏概念;锂电池概念;PCB概念;专精特新;核污染防治;粤港澳大湾区;食品安全;核电;创投;碳中和;煤化工概念;辅助生殖;重组蛋白;储能;深股通,20,002584.SZ,33,002584
汽车电子;比亚迪概念;新能源汽车;低空经济;飞行汽车(eVTOL);股权转让(并购重组);沪股通,7,603950.SH,17,603950
血氧仪;天津自贸区;AI应用;智能医疗;智能穿戴;小米概念;创投;人民币贬值受益;医疗器械概念;跨境电商;流感;京津冀一体化;养老概念;2026中报预增;深股通;融资融券,16,002432.SZ,33,002432
汽车热管理;长安汽车概念;人形机器人;安防;机器人概念;低空经济;农机;无人机;专精特新;新能源汽车;比亚迪概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;俄乌冲突概念;融资融券,16,301459.SZ,33,301459
第三代半导体;芯片概念;中芯国际概念;钙钛矿电池;光伏概念;股权转让(并购重组),6,300554.SZ,33,300554
光纤概念;共封装光学(CPO);F5G概念;第三代半导体;WiFi 6;PCB概念;MicroLED概念;富士康概念;先进封装;MiniLED;汽车芯片;5G;芯片概念;消费电子概念;小米概念;数据中心(AIDC);智能音箱;粤港澳大湾区;深圳国企改革;智能家居;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;拼多多概念;鸿蒙概念;AIGC概念;深股通;融资融券;AI应用;国企改革;短剧游戏,31,002429.SZ,33,002429
碳中和;一带一路;碳交易;福建自贸区;海峡两岸;航运概念;融资融券;低空经济;人民币贬值受益,9,920571.BJ,151,920571
减速器;期货概念;汽车热管理;人形机器人;飞行汽车(eVTOL);智能物流;蚂蚁集团概念;特斯拉概念;长安汽车概念;一带一路;机器人概念;无人驾驶;PEEK材料;低空经济;新能源汽车;比亚迪概念;腾讯概念;汽车电子;液冷服务器;沪股通;融资融券,21,603319.SH,17,603319
国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,8,688361.SH,17,688361
染料;PEEK材料;换电概念;股权转让(并购重组),4,603790.SH,17,603790
PET铜箔;OLED;柔性屏(折叠屏);消费电子概念;小米概念;光伏概念;华为概念;锂电池概念;新能源汽车;可降解塑料;区块链;建筑节能;绿色电力;参股银行;融资融券;深股通,17,002585.SZ,33,002585
人形机器人;工业母机;新型工业化;机器视觉;华为欧拉;机器人概念;智谱AI;飞行汽车(eVTOL);新能源汽车;高端装备;比亚迪概念;华为鲲鹏;低空经济;工业互联网;无人机;人工智能;阿里巴巴概念;华为概念;物联网;富士康概念;粤港澳大湾区;光伏概念;宁德时代概念;一带一路;锂电池概念;2026中报预增;融资融券;深股通,28,300607.SZ,33,300607
黄金概念;数字经济;国企改革;证金持股;沪股通;融资融券,6,600547.SH,17,600547
高压氧舱;仿制药一致性评价;民营医院;创新药;养老概念;医美概念;医疗器械概念;国企改革;创投,9,000919.SZ,33,000919
禽流感;猴痘概念;肝炎概念;生物疫苗;基因测序;芬太尼;宠物经济;动物疫苗;智能医疗;医疗器械概念;食品安全;人民币贬值受益;沪股通;融资融券,14,688298.SH,17,688298
新型工业化;智能物流;智慧城市;物联网;机器人概念;军民融合;区块链;充电桩;液冷服务器;储能;股权转让(并购重组),11,300420.SZ,33,300420
新能源汽车;液冷服务器;人民币贬值受益;锂电池概念;农机;牙科医疗;储能;数据中心(AIDC);氢能源;数据要素;碳中和;风电;乡村振兴;煤化工概念;沪股通,15,603090.SH,17,603090
高端装备;在线教育;海工装备;人民币贬值受益;股权转让(并购重组);跨境电商;融资融券;2026中报预增;沪股通;摘帽,10,603268.SH,17,603268
减速器;人形机器人;粤港澳大湾区;新能源汽车;新股与次新股;融资融券,6,920124.BJ,151,920124
旅游概念;统一大市场;养老概念;NFT概念;特色小镇;国企改革;深股通,7,002627.SZ,33,002627
工业母机;PCB概念;专精特新;机器人概念;2026一季报预增;2026中报预增;沪股通;融资融券,8,688059.SH,17,688059
氟化工概念;PVDF概念;中芯国际概念;磷化工;PCB概念;俄乌冲突概念;芯片概念;煤化工概念;2026一季报预增;固态电池;锂电池概念;页岩气;钠离子电池;液冷服务器;燃料电池;氢能源;新能源汽车;西部大开发;国企改革;商业航天;军工;碳中和;国产航母;央企国企改革;大飞机;碳交易;股权转让(并购重组);沪股通;融资融券,29,600378.SH,17,600378
新能源汽车;C2M概念;光伏概念;创投;拼多多概念;一带一路;网络游戏;参股银行;股权转让(并购重组),9,002571.SZ,33,002571
稀土永磁;机器人概念;新能源汽车;苹果概念;人民币贬值受益;国企改革;小金属概念;深股通;融资融券;中字头股票,10,000970.SZ,33,000970
白酒概念;国企改革;深股通;融资融券,4,000596.SZ,33,000596
生物疫苗;肝炎概念;仿制药一致性评价;减肥药;创新药;染料;人民币贬值受益;深股通;融资融券,9,002099.SZ,33,002099
新型城镇化;污水处理;PPP概念;粤港澳大湾区,4,603797.SH,17,603797
智能音箱;腾讯概念;虚拟数字人;人脸识别;算力租赁;英伟达概念;鸿蒙概念;星闪概念;消费电子概念;人工智能;无线耳机;跨境电商;宠物经济;物联网;智能家居;车联网(车路协同);汽车电子;机器人概念;专精特新;人民币贬值受益;深股通;融资融券,22,301189.SZ,33,301189
医药电商;三胎概念;医疗器械概念;跨境电商;一带一路;人民币贬值受益;深股通;绿色电力;特斯拉概念;融资融券,10,002382.SZ,33,002382
华为数字能源;算力租赁;东数西算(算力);绿色电力;碳交易;风电;天津自贸区;储能;智慧城市;DeepSeek概念;华为概念;数字经济;京津冀一体化;新疆振兴;国企改革;煤化工概念;沪股通;融资融券,18,600821.SH,17,600821
融资融券;食品安全;医疗器械概念,3,920504.BJ,151,920504
小金属概念;金属回收;黄金概念;融资融券,4,301026.SZ,33,301026
创新药;西部大开发;人民币贬值受益;沪股通;融资融券,5,688506.SH,17,688506
共封装光学(CPO);光纤概念;汽车芯片;芯片概念;5G;数据中心(AIDC);西部大开发;2026中报预增;沪股通;融资融券,10,688498.SH,17,688498
医药电商;创新药;医美概念;辅助生殖;减肥药;啤酒概念;冷链物流;股权转让(并购重组);三胎概念;统一大市场;医疗器械概念;养老概念;西部大开发;央企国企改革;智能医疗;国企改革;智能物流;创投;机器人概念;融资融券;深股通,21,000950.SZ,33,000950
绿色电力;储能;光伏概念;芯片概念;融资融券;深股通,6,300763.SZ,33,300763
宠物经济;特色小镇;数字孪生;深股通;融资融券,5,301498.SZ,33,301498
国家大基金持股;存储芯片;芯片概念;专精特新;海峡两岸;2026中报预增;融资融券;深股通,8,300604.SZ,33,300604
2026中报预增;锂电池概念;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,7,920580.BJ,151,920580
国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;MiniLED;同花顺新质50;工业互联网;区块链;沪股通;融资融券,12,688012.SH,17,688012
科创次新股;OLED;AI眼镜;芯片概念;注册制次新股;智能穿戴;抖音概念(字节概念);新股与次新股;融资融券,9,688781.SH,17,688781
冷链物流;无人零售;高股息精选;沪股通,4,603187.SH,17,603187
MR(混合现实);汽车电子;消费电子概念;虚拟现实;小米概念;华为概念;安防;专精特新;人民币贬值受益,9,002962.SZ,33,002962
幽门螺杆菌概念;流感;深股通;股权转让(并购重组),4,300111.SZ,33,300111
卫星导航;商业航天;军工;高端装备;海工装备;工业母机;新型工业化;专精特新;机器人概念;新能源汽车;人民币贬值受益;长三角一体化;沪股通,13,603131.SH,17,603131
流感;仿制药一致性评价;医药电商;肝炎概念;民营医院;合成生物;阿尔茨海默概念;三胎概念;创新药;幽门螺杆菌概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,16,000705.SZ,33,000705
工业互联网;污水处理;新型工业化;机器人概念;粤港澳大湾区;消毒剂,6,002209.SZ,33,002209
合成生物;辅助生殖;融资融券,3,300966.SZ,33,300966
股权转让(并购重组);融资融券;芯片概念;光伏概念;中芯国际概念;专精特新,6,920179.BJ,151,920179
锂电池概念;融资融券;稀土永磁;机器人概念;宁德时代概念;固态电池;专精特新,7,920061.BJ,151,920061
小金属概念;净水概念;土壤修复;污水处理;沪股通;融资融券,6,688480.SH,17,688480
减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;长三角一体化;宁德时代概念;一带一路;储能;沪股通;融资融券,16,603119.SH,17,603119
硅能源;建筑节能;光伏概念;芯片概念;沪股通;融资融券;玻璃基板,7,601636.SH,17,601636
跨境电商;粤港澳大湾区;深股通;融资融券,4,001221.SZ,33,001221
金属铅;钛白粉概念;小金属概念;金属锌;金属铜;黄金概念;锂电池概念;西部大开发;深股通;股权转让(并购重组);融资融券,11,000688.SZ,33,000688
共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券,14,688226.SH,17,688226
物联网;专精特新;智慧城市;核污染防治;水利;新型城镇化;数据要素;数字经济;海工装备;污水处理;AI应用;AIGC概念;碳中和;农机;融资融券,15,688671.SH,17,688671
汽车芯片;芯片概念;消费电子概念;无线耳机;小米概念;专精特新;脑机接口;沪股通;融资融券,9,688209.SH,17,688209
海工装备;天然气;参股银行;新股与次新股;融资融券,5,920188.BJ,151,920188
医药电商;仿制药一致性评价;生物疫苗;创新药;上海国企改革;国企改革;医疗器械概念;上海自贸区;沪股通;融资融券;阿尔茨海默概念;养老概念;智能医疗;人工智能;医美概念,15,601607.SH,17,601607
碳纤维;风电;大飞机;氢能源;商业航天;低空经济;国企改革;飞行汽车(eVTOL);专精特新;机器人概念;体育产业;沪股通;中字头股票;融资融券,14,688295.SH,17,688295
液冷服务器;东数西算(算力);数据中心(AIDC);专精特新;华为概念;高铁;腾讯概念;抖音概念(字节概念);阿里巴巴概念;百度概念;华为盘古;储能;锂电池概念;钠离子电池;融资融券,15,301157.SZ,33,301157
人工智能;AI应用;AI智能体;新型工业化;DeepSeek概念;机器视觉;高端装备;专精特新;金属回收;锂电池概念;动力电池回收;融资融券,12,688420.SH,17,688420
固态电池;锂电池概念;比亚迪概念;机器人概念;减速器;西部大开发;新疆振兴;2026中报预增;融资融券,9,603032.SH,17,603032
融资融券;西部大开发,2,920433.BJ,151,920433
注册制次新股;专精特新;新能源汽车;深股通;新股与次新股;融资融券,6,301531.SZ,33,301531
数据要素;IP经济(谷子经济);跨境电商;融资融券;网红经济;三胎概念,6,920262.BJ,151,920262
一带一路;融资融券;粤港澳大湾区;专精特新,4,920957.BJ,151,920957
民营医院;细胞免疫治疗;基因测序;创新药;养老概念;IP经济(谷子经济);物业管理;机器人概念;沪股通;融资融券,10,600682.SH,17,600682
煤化工概念;环氧丙烷;丙烯酸;POE胶膜;氢能源;三胎概念;锂电池概念;燃料电池;互联网金融;长三角一体化;融资融券;深股通;2026中报预增,13,002648.SZ,33,002648
共封装光学(CPO);光纤概念;5G;芯片概念;超导概念;数据中心(AIDC);3D打印;可控核聚变;商业航天;比亚迪概念;东数西算(算力);专精特新;新能源汽车;华为概念;华为汽车;军工;低空经济;长三角一体化;核电;海工装备;网络安全;工业互联网;数据安全;沪股通;风电;一带一路;参股银行;2026中报预增;融资融券,29,600105.SH,17,600105
芯片概念;中国AI 50;东数西算(算力);量子科技;信创;抖音概念(字节概念);腾讯概念;阿里巴巴概念;百度概念;人工智能;DeepSeek概念;水利;同花顺中特估100;沪股通;融资融券,15,688041.SH,17,688041
西部大开发;玉米;融资融券;农机;农业种植;乳业;乡村振兴;三胎概念,8,920786.BJ,151,920786
钠离子电池;固态电池;华为数字能源;宁德时代概念;储能;充电桩;智能电网;数据中心(AIDC);华为概念;AI应用;DeepSeek概念;新能源汽车;智能物流;专精特新;2026中报预增;沪股通;融资融券,17,688411.SH,17,688411
染料;消毒剂;氟化工概念;深股通;融资融券;2026中报预增,6,002440.SZ,33,002440
煤化工概念;新股与次新股;融资融券,4,920126.BJ,151,920126
环氧丙烷;POE胶膜;煤化工概念;钠离子电池;可降解塑料;光刻胶;固态电池;锂电池概念;HJT电池;光伏概念;芯片概念;PEEK材料;先进封装;2026中报预增;融资融券;深股通,16,003022.SZ,33,003022
人民币贬值受益;参股银行;3D打印;融资融券,4,301356.SZ,33,301356
硅能源;有机硅概念;新疆振兴;光伏概念;芯片概念;西部大开发;沪股通;融资融券,8,688303.SH,17,688303
光刻机;中芯国际概念;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,9,688605.SH,17,688605
