股票代码,所属概念数量,market_code,所属概念,code
300313.SZ,3,33,ST板块;乳业;西部大开发,300313
000930.SZ,12,33,粮食概念;玉米;生态农业;代糖概念;白酒概念;可降解塑料;国企改革;碳交易;央企国企改革;深股通;融资融券;中字头股票,000930
300250.SZ,25,33,Web3.0;云办公;华为鲲鹏;网络安全;数据安全;信创;智慧政务;AI智能体;鸿蒙概念;WiFi 6;F5G概念;数字乡村;6G概念;东数西算(算力);虚拟现实;人工智能;卫星导航;数字经济;华为概念;物联网;5G;工业互联网;智能家居;共同富裕示范区;AI应用,300250
920262.BJ,6,151,数据要素;IP经济(谷子经济);跨境电商;融资融券;网红经济;三胎概念,920262
301555.SZ,13,33,新能源汽车;MicroLED概念;比亚迪概念;海峡两岸;PCB概念;风电;MiniLED;机器人概念;低空经济;碳纤维;无人机;2025年报预增;融资融券,301555
688411.SH,11,17,固态电池;华为数字能源;智能电网;储能;充电桩;专精特新;数据中心;智能物流;华为概念;DeepSeek概念;融资融券,688411
688083.SH,7,17,信创;鸿蒙概念;职业教育;新型工业化;智能电网;沪股通;融资融券,688083
600285.SH,4,17,芬太尼;创新药;沪股通;融资融券,600285
603153.SH,27,17,新型城镇化;装配式建筑;地下管网;PPP概念;雄安新区;上海国企改革;房屋检测;水利;建筑节能;化债概念(AMC概念);碳中和;国企改革;体育产业;数字孪生;一带一路;智慧城市;人工智能;数字经济;文化传媒概念;DeepSeek概念;无人机;数据中心;虚拟电厂;阿里巴巴概念;自由贸易港;核电;沪股通,603153
600292.SH,16,17,央企国企改革;绿色电力;风电;碳中和;动力电池回收;土壤修复;国企改革;西部大开发;PPP概念;污水处理;乡村振兴;锂电池概念;期货概念;融资融券;沪股通;股权转让(并购重组),600292
301519.SZ,12,33,新型城镇化;地下管网;污水处理;PPP概念;净水概念;乡村振兴;水利;京津冀一体化;智慧城市;回购增持再贷款概念;专精特新;融资融券,301519
600530.SH,4,17,养老概念;幽门螺杆菌概念;宠物经济;沪股通,600530
301276.SZ,4,33,体育产业;三胎概念;IP经济(谷子经济);融资融券,301276
920802.BJ,3,151,医疗器械概念;PM2.5;融资融券,920802
300145.SZ,26,33,液冷服务器;空气能热泵;中俄贸易概念;储能;比亚迪概念;核电;垃圾分类;数据中心;风电;专精特新;水利;军工;污水处理;创投;土壤修复;固废处理;PPP概念;新型城镇化;国企改革;净水概念;智慧城市;中芯国际概念;腾讯概念;金属回收;深股通;融资融券,300145
600933.SH,9,17,人形机器人;一体化压铸;新能源汽车;机器人概念;同花顺出海50;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,600933
002535.SZ,7,33,高端装备;军工;储能;燃料电池;安防;蚂蚁集团概念;煤炭概念,002535
002199.SZ,2,33,ST板块;股权转让(并购重组),002199
688213.SH,19,17,汽车芯片;国家大基金持股;汽车电子;AI眼镜;芯片概念;传感器;小米概念;消费电子概念;机器视觉;比亚迪概念;无人驾驶;同花顺新质50;专精特新;安防;2025年报预增;2025三季报预增;华为概念;沪股通;融资融券,688213
300709.SZ,13,33,无线耳机;AI眼镜;消费电子概念;柔性屏(折叠屏);智能音箱;智能穿戴;特斯拉概念;液冷服务器;比亚迪概念;减速器;机器人概念;深股通;融资融券,300709
601019.SH,7,17,文化传媒概念;职业教育;DeepSeek概念;人工智能;国企改革;沪股通;融资融券,601019
688068.SH,14,17,重组蛋白;创新药;肝炎概念;猴痘概念;阿尔茨海默概念;流感;智能医疗;医疗器械概念;人工智能;食品安全;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,688068
000628.SZ,17,33,芯片概念;物联网;数字孪生;汽车芯片;智慧城市;新型城镇化;智慧政务;创投;数据要素;新能源汽车;2025年报预增;PPP概念;西部大开发;国企改革;虚拟电厂;融资融券;深股通,000628
603680.SH,6,17,高铁;充电桩;储能;一带一路;2025年报预增;沪股通,603680
603025.SH,19,17,机器人概念;新型工业化;芯片概念;5G;量子科技;工业互联网;华为概念;国产操作系统;东数西算(算力);网络安全;人工智能;数字经济;京津冀一体化;华为鲲鹏;DeepSeek概念;回购增持再贷款概念;国企改革;沪股通;融资融券,603025
605177.SH,3,17,合成生物;仿制药一致性评价;阿尔茨海默概念,605177
688538.SH,11,17,上海国企改革;国企改革;大飞机;华为概念;柔性屏(折叠屏);小米概念;智能座舱;OLED;智能穿戴;沪股通;融资融券,688538
301580.SZ,9,33,牙科医疗;医疗器械概念;专精特新;3D打印;人民币贬值受益;智能医疗;阿里巴巴概念;深股通;融资融券,301580
002377.SZ,2,33,互联网金融;股权转让(并购重组),002377
002801.SZ,14,33,人形机器人;新能源汽车;无线充电;机器人概念;储能;无人机;人民币贬值受益;低空经济;军工;锂电池概念;2025年报预增;数据中心;冷链物流;深股通,002801
301512.SZ,15,33,新型工业化;苹果概念;富士康概念;PCB概念;机器人概念;消费电子概念;高端装备;机器视觉;智能穿戴;虚拟现实;锂电池概念;人工智能;空间计算;数字经济;融资融券,301512
002242.SZ,7,33,家用电器;智能家居;净水概念;证金持股;机器人概念;深股通;融资融券,002242
600039.SH,12,17,PPP概念;碳交易;雅下水电概念;碳中和;同花顺中特估100;国企改革;西部大开发;一带一路;锂电池概念;沪股通;融资融券;金属铜,600039
301258.SZ,8,33,维生素;合成生物;医疗器械概念;医美概念;阿尔茨海默概念;创投;2025年报预增;融资融券,301258
600241.SH,2,17,国企改革;锂电池概念,600241
002761.SZ,17,33,装配式建筑;PPP概念;新型城镇化;建筑节能;乡村振兴;国企改革;污水处理;固废处理;水利;土壤修复;共同富裕示范区;雅下水电概念;一带一路;智慧城市;DeepSeek概念;深股通;融资融券,002761
002356.SZ,8,33,共享单车;数字经济;天然气;充电桩;氢能源;风电;绿色电力;深股通,002356
688101.SH,12,17,盐湖提锂;净水概念;石墨烯;锂电池概念;代糖概念;污水处理;海峡两岸;核污染防治;福建自贸区;西部大开发;沪股通;融资融券,688101
300305.SZ,8,33,光伏概念;虚拟电厂;专精特新;新能源汽车;锂电池概念;PET铜箔;BC电池;OLED,300305
300352.SZ,36,33,财税数字化;数字水印;网络安全;华为鲲鹏;信创;数据安全;智慧政务;云办公;量子科技;军工信息化;智慧城市;数字货币;区块链;云计算;国产操作系统;华为盘古;鸿蒙概念;语音技术;ChatGPT概念;互联网金融;DeepSeek概念;智谱AI;人工智能;安防;军民融合;百度概念;低空经济;物联网;华为概念;军工;商业航天;工业互联网;智能家居;脑机接口;深股通;融资融券,300352
300542.SZ,34,33,数字货币;跨境支付(CIPS);军工信息化;互联网金融;财税数字化;信创;军民融合;华为鲲鹏;华为欧拉;智慧城市;鸿蒙概念;华为昇腾;数据要素;网络安全;区块链;云计算;商业航天;低空经济;Web3.0;DeepSeek概念;百度概念;人工智能;元宇宙;军工;虚拟数字人;NFT概念;华为概念;同花顺新质50;数据中心;一带一路;华为海思概念股;AI应用;深股通;股权转让(并购重组),300542
002443.SZ,9,33,核电;水利;氢能源;石墨烯;国企改革;回购增持再贷款概念;新型城镇化;地下管网;天然气,002443
300234.SZ,5,33,碳中和;碳交易;氢能源;燃料电池;专精特新,300234
002045.SZ,29,33,智能音箱;虚拟现实;百度概念;元宇宙;人工智能;智慧政务;智能穿戴;华为概念;ChatGPT概念;NFT概念;智能家居;创投;粤港澳大湾区;AI眼镜;无线耳机;新型烟草(电子烟);无人机;家用电器;消费电子概念;人民币贬值受益;储能;新能源汽车;苹果概念;锂电池概念;固态电池;宁德时代概念;PCB概念;深股通;融资融券,002045
002176.SZ,14,33,小金属概念;固态电池;锂电池概念;抽水蓄能;新能源汽车;军工;风电;无人机;人形机器人;机器人概念;大飞机;深股通;融资融券;股权转让(并购重组),002176
301008.SZ,9,33,减速器;人形机器人;新能源汽车;传感器;机器人概念;专精特新;家用电器;智能家居;融资融券,301008
920015.BJ,6,151,有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,920015
688656.SH,2,17,沪股通;融资融券,688656
002457.SZ,9,33,地下管网;新型城镇化;参股银行;乡村振兴;水利;新疆振兴;风电;西部大开发;京津冀一体化,002457
603221.SH,1,17,人民币贬值受益,603221
920870.BJ,6,151,高端装备;风电;融资融券;新型工业化;工业母机;专精特新,920870
300643.SZ,10,33,华为汽车;长安汽车概念;传感器;特斯拉概念;专精特新;汽车电子;车联网(车路协同);人民币贬值受益;芯片概念;深股通,300643
301358.SZ,12,33,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券,301358
605580.SH,6,17,培育钻石;固废处理;碳交易;绿色电力;芯片概念;沪股通,605580
603579.SH,16,17,脑机接口;鸿蒙概念;智能医疗;养老概念;人工智能;Web3.0;虚拟现实;DeepSeek概念;阿里巴巴概念;小米概念;机器人概念;专精特新;跨境电商;人民币贬值受益;长三角一体化;沪股通,603579
920418.BJ,9,151,商业航天;融资融券;机器人概念;新能源汽车;国企改革;减速器;军民融合;军工;专精特新,920418
002697.SZ,10,33,无人零售;乡村振兴;养老概念;参股银行;腾讯概念;国企改革;西部大开发;机器人概念;深股通;融资融券,002697
688602.SH,10,17,氟化工概念;有机硅概念;固态电池;锂电池概念;超级电容;OLED;光刻胶;CRO概念;减肥药;融资融券,688602
688613.SH,2,17,医疗器械概念;融资融券,688613
300955.SZ,3,33,海峡两岸;三胎概念;融资融券,300955
300341.SZ,18,33,福建自贸区;海峡两岸;电力物联网;智能医疗;数据要素;人工智能;智能电网;医疗器械概念;AI语料;AI应用;机器视觉;特高压;机器人概念;国企改革;3D打印;芯片概念;证金持股;深股通,300341
002674.SZ,4,33,海峡两岸;华为汽车;PPP概念;固废处理,002674
603227.SH,11,17,新疆振兴;国企改革;天然气;西部大开发;民爆概念;化肥;人工智能;无人驾驶;华为概念;沪股通;融资融券,603227
920080.BJ,10,151,家用电器;新型工业化;数据中心;机器人概念;风电;锂电池概念;军工;工业互联网;新股与次新股;融资融券,920080
301508.SZ,24,33,央企国企改革;无人驾驶;机器人概念;国企改革;京津冀一体化;低空经济;碳中和;无人机;车联网(车路协同);汽车电子;小米汽车;新能源汽车;充电桩;小米概念;军工;比亚迪概念;人工智能;网络安全;数据安全;百度概念;氢能源;深股通;融资融券;中字头股票,301508
300035.SZ,15,33,钠离子电池;固态电池;石墨电极;宁德时代概念;锂电池概念;高压快充;硅能源;储能;比亚迪概念;PCB概念;专精特新;2025年报预增;创投;融资融券;深股通,300035
002184.SZ,25,33,新型工业化;机器人概念;工业互联网;机器视觉;智能物流;华为概念;东数西算(算力);创投;高端装备;数据中心;工业母机;5G;军工;信创;DeepSeek概念;华为鲲鹏;芯片概念;储能;智能电网;风电;光伏概念;智能医疗;虚拟电厂;共封装光学(CPO);AI应用,002184
002812.SZ,15,33,固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;烟草;新能源汽车;消费电子概念;专精特新;同花顺漂亮100;西部大开发;人工智能;深股通;充电桩;融资融券,002812
600754.SH,6,17,旅游概念;上海国企改革;国企改革;人工智能;沪股通;融资融券,600754
002555.SZ,23,33,云游戏;Sora概念(文生视频);手机游戏;网络游戏;电子竞技;脑机接口;AIGC概念;多模态AI;ChatGPT概念;NFT概念;虚拟数字人;AI智能体;在线教育;文化传媒概念;元宇宙;人工智能;虚拟现实;华为概念;创投;AI应用;深股通;养老概念;融资融券,002555
002226.SZ,21,33,民爆概念;绿色电力;新疆振兴;央企国企改革;雅下水电概念;国企改革;一带一路;风电;水利;创投;军工;新能源汽车;专精特新;军民融合;工业互联网;比亚迪概念;独角兽概念;人工智能;深股通;多模态AI;AI语料,002226
300639.SZ,15,33,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;创新药;智能医疗;医疗器械概念;民营医院;AI智能体;DeepSeek概念;回购增持再贷款概念;人工智能;融资融券,300639
603997.SH,5,17,特斯拉概念;新能源汽车;人民币贬值受益;沪股通;融资融券,603997
001236.SZ,4,33,期货概念;创投;国企改革;深股通,001236
002576.SZ,6,33,新能源汽车;比亚迪概念;风电;机器人概念;专精特新;特高压,002576
920971.BJ,8,151,存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,920971
600753.SH,4,22,ST板块;煤化工概念;换电概念;充电桩,600753
300970.SZ,4,33,农业种植;合成生物;乡村振兴;融资融券,300970
300474.SZ,16,33,MCU芯片;芯片概念;国家大基金持股;先进封装;无人机;军工;东数西算(算力);华为欧拉;信创;军工信息化;军民融合;鸿蒙概念;人工智能;DeepSeek概念;深股通;融资融券,300474
920128.BJ,7,151,特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券,920128
300892.SZ,5,33,乳业;网红经济;啤酒概念;三胎概念;融资融券,300892
600448.SH,7,17,参股银行;工业大麻;国企改革;C2M概念;回购增持再贷款概念;人民币贬值受益;融资融券,600448
603607.SH,6,17,烟草;小米概念;专精特新;消费电子概念;知识产权保护;IP经济(谷子经济),603607
300484.SZ,18,33,比亚迪概念;新能源汽车;新型工业化;专精特新;传感器;飞行汽车(eVTOL);燃料电池;人形机器人;粤港澳大湾区;高压快充;低空经济;锂电池概念;智能物流;创投;数字孪生;MCU芯片;2025年报预增;融资融券,300484
300465.SZ,24,33,Web3.0;数字货币;移动支付;ChatGPT概念;蚂蚁集团概念;信创;数据安全;跨境支付(CIPS);AI智能体;区块链;抖音概念(字节概念);数据要素;腾讯概念;东数西算(算力);DeepSeek概念;人工智能;文化传媒概念;华为概念;物联网;数据中心;化债概念(AMC概念);比亚迪概念;芯片概念;深股通,300465
