股票代码,market_code,code,所属概念数量,所属概念
002868.SZ,33,002868,7,ST板块;光伏概念;海峡两岸;POE胶膜;合成生物;宠物经济;股权转让(并购重组)
001309.SZ,33,001309,15,存储芯片;AI PC;中芯国际概念;芯片概念;汽车电子;2025年报预增;智能穿戴;共封装光学(CPO);专精特新;粤港澳大湾区;数据中心;人民币贬值受益;人工智能;融资融券;深股通
002073.SZ,33,002073,17,智能物流;参股银行;一带一路;工业互联网;生物质能发电;锂电池概念;绿色电力;物联网;传感器;数字经济;机器视觉;宁德时代概念;固态电池;知识产权保护;证金持股;深股通;融资融券
600556.SH,17,600556,27,小红书概念;快手概念;Web3.0;AIGC概念;虚拟数字人;知识产权保护;文化传媒概念;NFT概念;多模态AI;在线教育;抖音概念(字节概念);AI智能体;数据要素;腾讯概念;阿里巴巴概念;网红经济;元宇宙;区块链;IP经济(谷子经济);AI应用;职业教育;人工智能;华为概念;MR(混合现实);西部大开发;融资融券;沪股通
600354.SH,17,600354,10,转基因;玉米;粮食概念;农业种植;生态农业;供销社;乡村振兴;西部大开发;国企改革;融资融券
300945.SZ,33,300945,7,黄金概念;共同富裕示范区;元宇宙;NFT概念;IP经济(谷子经济);深股通;融资融券
603308.SH,17,603308,17,航空发动机;3D打印;可控核聚变;核电;高端装备;海工装备;无人机;大飞机;军工;工业互联网;商业航天;风电;核污染防治;一带一路;参股银行;沪股通;融资融券
300622.SZ,33,300622,10,虚拟现实;华为概念;IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;粤港澳大湾区;消费电子概念;眼科医疗;深股通
920906.BJ,151,920906,9,2025年报预增;比亚迪概念;机器人概念;长安汽车概念;融资融券;无人驾驶;智能座舱;高端装备;新能源汽车
300302.SZ,33,300302,14,存储芯片;东数西算(算力);数据安全;云计算;信创;芯片概念;数据中心;国产操作系统;卫星导航;军工信息化;专精特新;军工;深股通;融资融券
600848.SH,17,600848,9,上海国企改革;自由贸易港;上海自贸区;创投;独角兽概念;国企改革;氢能源;融资融券;沪股通
603226.SH,17,603226,3,智能家居;沪股通;股权转让(并购重组)
002456.SZ,33,002456,28,星闪概念;虚拟现实;人脸识别;智能家居;车联网(车路协同);柔性屏(折叠屏);长安汽车概念;MR(混合现实);元宇宙;机器视觉;智慧城市;智能座舱;小米概念;AI眼镜;无人驾驶;机器人概念;华为概念;人形机器人;OLED;传感器;消费电子概念;海峡两岸;汽车电子;毫米波雷达;医疗器械概念;深股通;融资融券;股权转让(并购重组)
300558.SZ,33,300558,8,细胞免疫治疗;重组蛋白;创新药;眼科医疗;基因测序;智能医疗;深股通;融资融券
600570.SH,17,600570,27,数字货币;蚂蚁集团概念;跨境支付(CIPS);ChatGPT概念;AI智能体;区块链;互联网金融;AIGC概念;华为鲲鹏;智慧政务;数据要素;鸿蒙概念;多模态AI;信创;华为昇腾;DeepSeek概念;数字经济;人工智能;中国AI 50;华为概念;AI应用;碳中和;回购增持再贷款概念;碳交易;证金持股;沪股通;融资融券
601333.SH,17,601333,5,国企改革;高铁;沪股通;融资融券;粤港澳大湾区
002739.SZ,33,002739,16,短剧游戏;文化传媒概念;手机游戏;网络游戏;IP经济(谷子经济);小红书概念;数据确权;抖音概念(字节概念);腾讯概念;阿里巴巴概念;足球概念;鸿蒙概念;京津冀一体化;华为概念;深股通;融资融券
601238.SH,17,601238,28,同花顺漂亮100;两轮车;网约车;国企改革;动力电池回收;燃料电池;飞行汽车(eVTOL);氢能源;华为汽车;锂电池概念;低空经济;石墨烯;固态电池;车联网(车路协同);机器人概念;宁德时代概念;储能;充电桩;人形机器人;新能源汽车;商业航天;无人驾驶;沪股通;融资融券;智能座舱;华为概念;汽车芯片;英伟达概念
600054.SH,17,600054,6,旅游概念;参股券商;国企改革;区块链;DeepSeek概念;沪股通
300235.SZ,33,300235,13,在线教育;短剧游戏;虚拟数字人;ChatGPT概念;职业教育;区块链;AI智能体;阿里巴巴概念;DeepSeek概念;华为鲲鹏;人工智能;华为概念;AI应用
600681.SH,17,600681,7,天然气;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券
000019.SZ,33,000019,8,粮食概念;预制菜;国企改革;深圳国企改革;冷链物流;一带一路;数字乡村;深股通
300987.SZ,33,300987,12,短剧游戏;AIGC概念;文化传媒概念;虚拟数字人;百度概念;智慧政务;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券
600336.SH,17,600336,18,无人零售;冰雪产业;净水概念;家用电器;物业管理;跨境电商;空气能热泵;冷链物流;医疗器械概念;智能家居;创投;一带一路;物联网;国企改革;DeepSeek概念;超级品牌;融资融券;沪股通
600820.SH,17,600820,23,高股息精选;地下管网;上海国企改革;国企改革;PPP概念;新型城镇化;雄安新区;水利;一带一路;天然气;回购增持再贷款概念;风电;氢能源;数字经济;智慧城市;人工智能;沪股通;融资融券;高端装备;数据要素;机器人概念;专精特新;低空经济
002245.SZ,33,002245,20,钠离子电池;固态电池;锂电池概念;两轮车;储能;MiniLED;芯片概念;人形机器人;小米概念;飞行汽车(eVTOL);机器人概念;智能家居;金属镍;一带一路;海峡两岸;创投;无人机;数据中心;深股通;融资融券
300119.SZ,33,300119,11,动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;回购增持再贷款概念;绿色电力;京津冀一体化;AI应用;深股通
600676.SH,17,600676,11,上海自贸区;汽车拆解概念;上海国企改革;比亚迪概念;冷链物流;统一大市场;自由贸易港;国企改革;融资融券;股权转让(并购重组);沪股通
688379.SH,17,688379,18,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;人形机器人;新能源汽车;2025年报预增;低空经济;机器人概念;锂电池概念;核电;光伏概念;高铁;风电;共同富裕示范区;绿色电力;融资融券
920121.BJ,151,920121,2,新股与次新股;融资融券
300882.SZ,33,300882,16,智能电网;电力物联网;虚拟电厂;储能;专精特新;新能源汽车;传感器;物联网;AI应用;汽车电子;碳中和;人工智能;数字经济;参股银行;深股通;融资融券
000625.SZ,33,000625,31,证金持股;网约车;俄乌冲突概念;国企改革;兵装重组概念;西部大开发;智能物流;车联网(车路协同);DeepSeek概念;华为汽车;长安汽车概念;深股通;融资融券;一带一路;飞行汽车(eVTOL);央企国企改革;腾讯概念;低空经济;换电概念;燃料电池;机器人概念;无人驾驶;智能座舱;人形机器人;华为概念;新能源汽车;动力电池回收;锂电池概念;固态电池;宁德时代概念;股权转让(并购重组)
603801.SH,17,603801,4,智能家居;工业互联网;阿里巴巴概念;沪股通
300999.SZ,33,300999,6,养鸡;预制菜;超级品牌;同花顺漂亮100;深股通;融资融券
601606.SH,17,601606,8,兵装重组概念;军民融合;央企国企改革;军工;国企改革;新能源汽车;沪股通;融资融券
688292.SH,17,688292,22,华为昇腾;华为欧拉;数据安全;华为鲲鹏;网络安全;多模态AI;AI智能体;AIGC概念;数据要素;同花顺新质50;AI应用;车联网(车路协同);东数西算(算力);6G概念;DeepSeek概念;人工智能;互联网金融;5G;商业航天;低空经济;无人驾驶;融资融券
603658.SH,17,603658,11,流感;猴痘概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;AI应用;DeepSeek概念;人工智能;沪股通;融资融券
002845.SZ,33,002845,24,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;先进封装;富士康概念;智能穿戴;汽车电子;消费电子概念;小米概念;芯片概念;机器视觉;虚拟现实;智能家居;无人驾驶;华为概念;机器人概念;粤港澳大湾区;无人机;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通
688339.SH,17,688339,8,燃料电池;储能;专精特新;氢能源;京津冀一体化;股权转让(并购重组);沪股通;融资融券
688232.SH,17,688232,21,鸿蒙概念;虚拟数字人;MLOps概念;AI智能体;智慧政务;智谱AI;数据要素;区块链;阿里巴巴概念;云计算;百度概念;腾讯概念;DeepSeek概念;数字经济;人工智能;智慧城市;AI应用;房屋检测;华为概念;沪股通;融资融券
601766.SH,17,601766,23,中字头股票;证金持股;同花顺中特估100;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;雄安新区;央企国企改革;高铁;风电;一带一路;氢能源;特高压;燃料电池;储能;高端装备;机器人概念;新能源汽车;数据中心;芯片概念
600609.SH,17,600609,7,智能物流;长安汽车概念;国企改革;新能源汽车;无人驾驶;融资融券;沪股通
002276.SZ,33,002276,25,柔性直流输电;核电;高压快充;高端装备;充电桩;人形机器人;换电概念;风电;海工装备;新能源汽车;机器人概念;光伏概念;储能;军工;比亚迪概念;工业互联网;水利;数据中心;5G;数字经济;绿色电力;国企改革;股权转让(并购重组);深股通;融资融券
301089.SZ,33,301089,5,猴痘概念;肝炎概念;流感;合成生物;融资融券
688656.SH,17,688656,2,沪股通;融资融券
688522.SH,17,688522,11,卫星导航;同花顺新质50;毫米波雷达;MCU芯片;军工;芯片概念;低空经济;专精特新;2025年报预增;沪股通;融资融券
600916.SH,17,600916,9,黄金概念;培育钻石;央企国企改革;同花顺中特估100;回购增持再贷款概念;国企改革;中字头股票;沪股通;融资融券
603331.SH,17,603331,7,家用电器;人形机器人;共同富裕示范区;新能源汽车;机器人概念;TOPCON电池;光伏概念
603080.SH,17,603080,5,天然气;新疆振兴;氢能源;西部大开发;股权转让(并购重组)
603708.SH,17,603708,7,预制菜;冷链物流;乡村振兴;智能物流;2025年报预增;融资融券;沪股通
603153.SH,17,603153,27,上海国企改革;装配式建筑;新型城镇化;体育产业;地下管网;房屋检测;PPP概念;建筑节能;自由贸易港;雄安新区;水利;化债概念(AMC概念);国企改革;一带一路;碳中和;数字经济;智慧城市;人工智能;数字孪生;DeepSeek概念;文化传媒概念;阿里巴巴概念;虚拟电厂;无人机;数据中心;核电;沪股通
600536.SH,17,600536,30,国产操作系统;华为欧拉;电子身份证;财税数字化;智慧政务;信创;数据安全;华为鲲鹏;网络安全;云计算;智慧城市;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;中国AI 50;华为概念;低空经济;数据中心;商业航天;AI PC;京津冀一体化;机器人概念;水利;乡村振兴;国企改革;央企国企改革;中字头股票;沪股通;融资融券
601198.SH,17,601198,7,期货概念;化债概念(AMC概念);互联网金融;国企改革;沪股通;融资融券;央企国企改革
300660.SZ,33,300660,20,减速器;人形机器人;汽车热管理;比亚迪概念;机器人概念;新能源汽车;无人驾驶;家用电器;芯片概念;物联网;宁德时代概念;华为概念;军工;军民融合;液冷服务器;储能;数据中心;一带一路;深股通;融资融券
600127.SH,17,600127,10,玉米;粮食概念;俄乌冲突概念;预制菜;乳业;乡村振兴;国企改革;养老概念;沪股通;融资融券
601229.SH,17,601229,3,高股息精选;沪股通;融资融券
603400.SH,17,603400,12,汽车电子;消费电子概念;新能源汽车;人民币贬值受益;充电桩;机器人概念;储能;智能家居;注册制次新股;锂电池概念;新股与次新股;融资融券
688165.SH,17,688165,16,减速器;人形机器人;机器视觉;人工智能;新型工业化;机器人概念;华为概念;工业互联网;专精特新;新能源汽车;富士康概念;光伏概念;国企改革;氢能源;沪股通;融资融券
688348.SH,17,688348,10,绿色电力;光伏概念;储能;芯片概念;人工智能;专精特新;人民币贬值受益;共同富裕示范区;沪股通;融资融券
603606.SH,17,603606,8,海工装备;柔性直流输电;风电;高端装备;工业互联网;参股券商;沪股通;融资融券
301609.SZ,33,301609,13,柔性直流输电;虚拟电厂;智能电网;特高压;充电桩;注册制次新股;水利;储能;核电;专精特新;深股通;新股与次新股;融资融券
601000.SH,17,601000,9,高股息精选;证金持股;航运概念;国企改革;沪股通;融资融券;雄安新区;智能物流;京津冀一体化
300428.SZ,33,300428,29,稀土永磁;金属回收;3D打印;航空发动机;锂电池概念;氟化工概念;军工;商业航天;固态电池;低空经济;大飞机;特斯拉概念;无人机;比亚迪概念;一体化压铸;汽车拆解概念;新能源汽车;钠离子电池;人形机器人;专精特新;一带一路;军民融合;机器人概念;芯片概念;消费电子概念;汽车热管理;长安汽车概念;融资融券;深股通
002905.SZ,33,002905,4,文化传媒概念;职业教育;虚拟现实;粤港澳大湾区
601618.SH,17,601618,18,中字头股票;金属钴;金属铅;同花顺中特估100;金属镍;证金持股;央企国企改革;国企改革;PPP概念;碳中和;装配式建筑;一带一路;新型城镇化;光伏概念;沪股通;融资融券;工业互联网;高端装备
603607.SH,17,603607,6,烟草;小米概念;消费电子概念;专精特新;知识产权保护;IP经济(谷子经济)
603530.SH,17,603530,9,柔性直流输电;特高压;抽水蓄能;智能电网;核电;风电;绿色电力;沪股通;融资融券
002675.SZ,33,002675,9,仿制药一致性评价;创新药;阿尔茨海默概念;细胞免疫治疗;幽门螺杆菌概念;CRO概念;专精特新;深股通;融资融券
300748.SZ,33,300748,13,稀土永磁;低空经济;特斯拉概念;回购增持再贷款概念;人形机器人;比亚迪概念;2025年报预增;机器人概念;新能源汽车;风电;绿色电力;融资融券;深股通
000403.SZ,33,000403,6,肝炎概念;国企改革;DeepSeek概念;股权转让(并购重组);深股通;融资融券
688257.SH,17,688257,5,PCB概念;工业母机;2026一季报预增;专精特新;融资融券
600073.SH,17,600073,6,猪肉;预制菜;国企改革;上海国企改革;沪股通;融资融券
002602.SZ,33,002602,30,电子竞技;网络游戏;手机游戏;共同富裕示范区;云游戏;IP经济(谷子经济);NFT概念;AI应用;虚拟数字人;脑机接口;人民币贬值受益;元宇宙;人工智能;AIGC概念;长三角一体化;同花顺出海50;DeepSeek概念;腾讯概念;虚拟现实;算力租赁;数据安全;2025年报预增;比亚迪概念;华为概念;新能源汽车;东数西算(算力);数据中心;深股通;融资融券;摘帽
