所属概念,code,所属概念数量,股票代码,market_code
房屋检测;空间计算;网约车;京津冀一体化;AI智能体;新型城镇化;DeepSeek概念;雄安新区;乡村振兴;数字孪生;PPP概念;智慧城市;水利;食品安全;雅下水电概念;创投;国企改革;车联网(车路协同);一带一路;碳中和;低空经济;粤港澳大湾区;无人机;储能;俄乌冲突概念;深股通;融资融券,300284,27,300284.SZ,33
合成生物;三胎概念;跨境电商;消毒剂;沪股通;融资融券,600315,6,600315.SH,17
农业种植;新疆振兴;乡村振兴;国企改革;央企国企改革;西部大开发;沪股通;融资融券;中字头股票,600737,9,600737.SH,17
空间计算;元宇宙;人形机器人;AIGC概念;AI应用;虚拟现实;机器视觉;数据要素;虚拟数字人;智慧灯杆;智慧城市;抖音概念(字节概念);MicroLED概念;人工智能;腾讯概念;DeepSeek概念;无人驾驶;商业航天;华为概念;柔性屏(折叠屏);无人机;京津冀一体化;智能穿戴;小米概念;MiniLED;文化传媒概念;海工装备;消费电子概念;IP经济(谷子经济);雄安新区;AI眼镜;一带一路;旅游概念;体育产业;乡村振兴;芯片概念;OLED;第三代半导体;深股通;玻璃基板;融资融券,300296,41,300296.SZ,33
脑机接口;智能医疗;民营医院;深股通;融资融券,301293,5,301293.SZ,33
猴痘概念;流感;肝炎概念;宠物经济;基因测序;创新药;智能医疗;医疗器械概念;数字经济;创投;DeepSeek概念;AI智能体;人工智能;一带一路;阿里巴巴概念;专精特新;沪股通;融资融券,688289,18,688289.SH,17
人脸识别;华为昇腾;语音技术;安防;网络安全;信创;华为鲲鹏;华为概念;智慧政务;云计算;虚拟现实;车联网(车路协同);元宇宙;卫星导航;人工智能;数据要素;职业教育;军工信息化;智慧城市;军工;军民融合;低空经济;数字孪生;成飞概念;西部大开发;虚拟电厂;摘帽,002253,27,002253.SZ,33
ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念,002198,6,002198.SZ,33
WiFi 6;光纤概念;芯片概念;5G;智慧灯杆;星闪概念;专精特新;安防;网络安全;物联网;智能电网;车联网(车路协同);无人驾驶;华为概念;充电桩;海工装备;高铁;智慧城市;换电概念;新型工业化;水利;机器人概念;人工智能;粤港澳大湾区;工业互联网;数字经济;DeepSeek概念;智能物流;储能;风电;一带一路;融资融券,688618,32,688618.SH,17
智慧政务;数据确权;DRG/DIP;信创;AI智能体;数据要素;AI应用;区块链;虚拟数字人;DeepSeek概念;人工智能;虚拟现实;华为概念;智能医疗;智能电网;虚拟电厂;量子科技;国企改革;融资融券,688579,19,688579.SH,17
TOPCON电池;人民币贬值受益;医疗器械概念;光伏概念;股权转让(并购重组);民营医院;BC电池,002795,7,002795.SZ,33
中芯国际概念;存储芯片;先进封装;光刻胶;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,688037,10,688037.SH,17
国企改革;雄安新区;海工装备;数字孪生;风电;核电;高端装备;超超临界发电;军工;机器人概念;无人驾驶;商业航天;深股通;融资融券,002204,14,002204.SZ,33
高股息精选;沪股通;融资融券,601860,3,601860.SH,17
旅游概念;参股银行;网约车;虚拟数字人;国企改革;AIGC概念;西部大开发;元宇宙;人工智能;央企国企改革;虚拟现实;机器人概念;人形机器人;深股通,002059,14,002059.SZ,33
融资融券;一带一路;股权转让(并购重组),920392,3,920392.BJ,151
染料;一带一路;人民币贬值受益;融资融券,001335,4,001335.SZ,33
网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);安防;人工智能;华为概念;比亚迪概念;智能医疗;养老概念;物业管理;传感器;沪股通,600654,15,600654.SH,17
有机硅概念;光纤概念;硅能源;光伏概念;一带一路;风电;沪股通;融资融券,605366,8,605366.SH,17
减速器;人形机器人;汽车热管理;机器人概念;家用电器;机器视觉;新能源汽车;智能家居;传感器;腾讯概念;小米概念;一带一路;垃圾分类;粤港澳大湾区;汽车电子;充电桩;高压快充;深股通;融资融券,300403,19,300403.SZ,33
粮食概念;预制菜;国企改革;冷链物流;深圳国企改革;一带一路;数字乡村;深股通,000019,8,000019.SZ,33
3D打印;MiniLED;专精特新;小米概念;富士康概念;消费电子概念;新能源汽车;智能座舱;智能家居;华为概念;储能;创投;深股通;融资融券,300909,14,300909.SZ,33
禽流感;动物疫苗;宠物经济;生物疫苗;合成生物;转基因;生态农业;沪股通;融资融券,688526,9,688526.SH,17
ERP概念;人脸识别;百度概念;EDR概念;AI智能体;数据要素;东数西算(算力);人工智能;移动支付;车联网(车路协同);数据中心(AIDC);华为概念;智能物流;物联网;充电桩;雄安新区;无人驾驶;冷链物流;比亚迪概念;高压快充;智能座舱;卫星导航;新能源汽车;网约车;乡村振兴;智能穿戴,300807,26,300807.SZ,33
钠离子电池;固态电池;动力电池回收;宁德时代概念;锂电池概念;比亚迪概念;人形机器人;新能源汽车;机器人概念;消费电子概念;深股通;融资融券,301487,12,301487.SZ,33
特钢概念;央企国企改革;国企改革;一带一路;AI应用;核电;军工;氢能源;燃料电池;商业航天;可控核聚变;华为概念;比亚迪概念;超超临界发电;光伏概念;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券,000825,20,000825.SZ,33
家用电器;短剧游戏;沪股通;融资融券,603868,4,603868.SH,17
辅助生殖;CRO概念;阿尔茨海默概念;肝炎概念;仿制药一致性评价;海南自贸区;摘帽,002693,7,002693.SZ,33
同花顺漂亮100;足球概念;养老概念;证金持股;乡村振兴;国企改革;智能家居;人工智能;智慧城市;数字乡村;央企国企改革;物联网;工业互联网;AI应用;机器人概念;无人机;智慧政务;多模态AI;机器视觉;安防;人脸识别;数据安全;同花顺出海50;无人驾驶;芯片概念;汽车电子;深股通;融资融券;光纤概念;存储芯片,002415,30,002415.SZ,33
草甘膦;生态农业;一带一路;人民币贬值受益;氟化工概念;深股通;融资融券,301665,7,301665.SZ,33
存储芯片;汽车芯片;芯片概念;5G;消费电子概念;智能穿戴;AI PC;专精特新;安防;车联网(车路协同);沪股通;融资融券,688110,12,688110.SH,17
汽车热管理;比亚迪概念;新能源汽车;飞行汽车(eVTOL);华为汽车;传感器;低空经济;高压快充;芯片概念;股权转让(并购重组);深股通;融资融券,300507,12,300507.SZ,33
白酒概念;超级品牌;啤酒概念;高股息精选;证金持股;同花顺漂亮100;参股券商;国企改革;西部大开发;深股通;融资融券,000568,11,000568.SZ,33
物业管理;深圳国企改革;国企改革;创投;电子竞技;光伏建筑一体化;绿色电力;华为概念;卫星导航;商业航天;光伏概念;深股通;融资融券,000058,13,000058.SZ,33
空间计算;在线教育;虚拟数字人;数字孪生;智慧政务;元宇宙;AIGC概念;云计算;文化传媒概念;职业教育;数据要素;智慧城市;时空大数据;抖音概念(字节概念);数字经济;阿里巴巴概念;人工智能;虚拟现实;MR(混合现实);机器视觉;雄安新区;华为概念;东数西算(算力);粤港澳大湾区;商业航天;大飞机;苹果概念,300556,27,300556.SZ,33
绿色电力;煤炭概念;碳中和;国企改革;融资融券;沪股通,605011,6,605011.SH,17
AI智能体;数据中心(AIDC);ST板块;虚拟现实;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化,920090,11,920090.BJ,151
煤炭概念;超超临界发电;绿色电力;国企改革;风电;储能;沪股通,600925,7,600925.SH,17
氟化工概念;专精特新;水利;高铁;西部大开发;海工装备;核电;一带一路;特高压;军工;光伏概念;新能源汽车;充电桩;储能;锂电池概念;风电;沪股通;股权转让(并购重组),603333,18,603333.SH,17
预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;腾讯概念;抖音概念(字节概念);华为概念,601366,9,601366.SH,17
芯片概念;光伏概念;专精特新;新能源汽车;供销社;融资融券,301581,6,301581.SZ,33
白酒概念;预制菜;旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;跨境电商;体育产业;绿色电力;蚂蚁集团概念;黄金概念;小金属概念;沪股通;融资融券;2026一季报预增;培育钻石;2026中报预增,600655,17,600655.SH,17
养老概念;智能家居;鸿蒙概念;粤港澳大湾区;华为概念;深股通,001322,6,001322.SZ,33
预制菜;沪股通,605338,2,605338.SH,17
露营经济;网红经济;网络游戏;快手概念;文化传媒概念;体育产业;小红书概念;跨境电商;国企改革;旅游概念;电子竞技;虚拟现实;腾讯概念;股权转让(并购重组);摘帽,600358,15,600358.SH,17
中俄贸易概念;垃圾分类;污水处理;乡村振兴;土壤修复;一带一路;预制菜;西部大开发;国企改革,002696,9,002696.SZ,33
天然气;证金持股;绿色电力;POE胶膜;国企改革;深圳国企改革;氢能源;DeepSeek概念;华为数字能源;燃料电池;智慧城市;沪股通;融资融券;百度概念;固态电池;光伏概念;数据中心(AIDC),601139,17,601139.SH,17
民营医院;合成生物;国企改革;医疗器械概念;智能医疗;消毒剂;智能物流;AI应用;DeepSeek概念;人工智能;脑机接口;机器人概念;人形机器人;华为概念;沪股通;融资融券;光刻胶,600587,17,600587.SH,17
仿制药一致性评价;创新药;肝炎概念;合成生物;深股通;重组蛋白,002550,6,002550.SZ,33
高股息精选;国企改革;融资融券;沪股通,600901,4,600901.SH,17
文化传媒概念;AIGC概念;小红书概念;数字经济;数据要素;腾讯概念;抖音概念(字节概念);华为概念;融资融券,301102,9,301102.SZ,33
电力物联网;虚拟电厂;智能电网;一带一路;创投;充电桩;物联网;共同富裕示范区;高压快充;高股息精选;深股通;融资融券,300360,12,300360.SZ,33
参股保险;参股银行;国企改革;福建自贸区;海峡两岸;融资融券;沪股通,600033,7,600033.SH,17
农机;跨境电商;乡村振兴;氢能源;人民币贬值受益;减速器;储能;锂电池概念;机器人概念;物联网;深股通;股权转让(并购重组);融资融券,300879,13,300879.SZ,33
专精特新;机器人概念;机器视觉,300509,3,300509.SZ,33
富士康概念;华为手机;苹果概念;芯片概念;消费电子概念;AI眼镜;宁德时代概念;东数西算(算力);专精特新;无线充电;MR(混合现实);固态电池;智能穿戴;华为概念;机器视觉;锂电池概念;腾讯概念;钙钛矿电池;人工智能;融资融券,301360,20,301360.SZ,33
EDR概念;人形机器人;华为汽车;汽车热管理;智能座舱;英伟达概念;长安汽车概念;特斯拉概念;无人驾驶;无线充电;汽车电子;传感器;机器人概念;小米概念;新能源汽车;车联网(车路协同);比亚迪概念;华为概念;鸿蒙概念;5G;AI智能体;AI应用;人民币贬值受益;阿里巴巴概念;共封装光学(CPO);DeepSeek概念;充电桩;数字经济;芯片概念;高压快充;创投;储能;固态电池;汽车芯片;碳中和;沪股通;融资融券,600699,37,600699.SH,17
云游戏;手机游戏;NFT概念;电子竞技;网络游戏;元宇宙;AIGC概念;区块链;虚拟数字人;短剧游戏;AI应用;AI智能体;鸿蒙概念;IP经济(谷子经济);文化传媒概念;虚拟现实;人工智能;华为概念;英伟达概念;深股通;融资融券,002624,21,002624.SZ,33
氟化工概念;PEEK材料;专精特新;钠离子电池;固态电池;光伏概念;超级电容;深股通;融资融券,002915,9,002915.SZ,33
养老概念;医疗器械概念;跨境电商;创投;智能医疗;人民币贬值受益;融资融券;深股通,300677,8,300677.SZ,33
智能家居;创投;深股通,002918,3,002918.SZ,33
锂电池概念;融资融券,000910,2,000910.SZ,33
跨境电商;三胎概念;航运概念;智能物流;人工智能;抖音概念(字节概念);人民币贬值受益;智能家居;机器人概念;深股通,300729,10,300729.SZ,33
黑龙江自贸区;工业互联网,600182,2,600182.SH,17
高股息精选;国企改革;在线教育;智能医疗;人工智能;氢能源;ETC;国产操作系统;车联网(车路协同);物联网;华为概念;无线耳机;WiFi 6;沪股通;融资融券,600035,15,600035.SH,17
期货概念;深股通;融资融券;2026中报预增,000783,4,000783.SZ,33
虚拟电厂;华为数字能源;绿色电力;风电;智能电网;碳中和;央企国企改革;固废处理;光伏概念;国企改革;乡村振兴;建筑节能;融资融券;深股通,003035,14,003035.SZ,33
华为盘古;鸿蒙概念;ERP概念;ChatGPT概念;多模态AI;空间计算;AI智能体;AI应用;国产操作系统;数据要素;云计算;时空大数据;网络安全;华为昇腾;数字孪生;数字经济;物联网;DeepSeek概念;人工智能;腾讯概念;工业互联网;新型工业化;华为概念;机器人概念;东数西算(算力);军民融合;智能电网;卫星导航;数据中心(AIDC);国企改革;智能穿戴;5G;光伏概念;煤化工概念;深股通,000409,35,000409.SZ,33
医药电商;仿制药一致性评价;芬太尼;流感;毛发医疗;创新药;维生素;肝炎概念;重组蛋白;幽门螺杆菌概念;动物疫苗;合成生物;NMN概念;医美概念;辅助生殖;猴痘概念;三胎概念;国企改革;央企国企改革;虚拟数字人;DeepSeek概念;沪股通;融资融券,600420,23,600420.SH,17
高股息精选;同花顺中特估100;证金持股;中字头股票;特色小镇;国企改革;PPP概念;央企国企改革;装配式建筑;水利;一带一路;高铁;高端装备;金属铜;机器人概念;沪股通;融资融券;商业航天,601186,18,601186.SH,17
特钢概念;同花顺中特估100;国企改革;绿色电力;高铁;核电;海工装备;军工;新能源汽车;华为概念;深股通;融资融券,000932,12,000932.SZ,33
新型工业化;高端装备;机器人概念;数字经济;工业互联网;人工智能;军工;机器视觉;新能源汽车;创投;专精特新;商业航天;核电;参股银行;锂电池概念;动力电池回收,002347,16,002347.SZ,33
统一大市场;ERP概念;中俄贸易概念;装配式建筑;国企改革;工业互联网;新能源汽车;储能;煤炭概念;深股通,000906,10,000906.SZ,33
虚拟现实;AI智能体;智能座舱;元宇宙;华为概念;工业互联网;物联网;智能穿戴;智能家居;长安汽车概念;数字孪生;机器人概念;新型工业化;比亚迪概念;新型烟草(电子烟);海峡两岸;消费电子概念;汽车电子;脑机接口;人民币贬值受益;智能医疗;光伏概念;福建自贸区;医疗器械概念;融资融券;深股通,002925,26,002925.SZ,33
