所属概念数量,股票代码,所属概念,code,market_code
12,688101.SH,净水概念;污水处理;锂电池概念;石墨烯;海峡两岸;核污染防治;西部大开发;福建自贸区;代糖概念;盐湖提锂;沪股通;融资融券,688101,17
7,300127.SZ,稀土永磁;华为概念;军工;特斯拉概念;新能源汽车;西部大开发;深股通,300127,33
4,603709.SH,跨境电商;养老概念;人民币贬值受益;工业互联网,603709,17
34,000156.SZ,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);多模态AI;腾讯概念;AI智能体;阿里巴巴概念;智慧政务;数字乡村;DeepSeek概念;网络安全;信创;人工智能;旅游概念;数字经济;算力租赁;虚拟现实;AI应用;智慧城市;养老概念;东数西算(算力);车联网(车路协同);智能音箱;物联网;智能家居;乡村振兴;5G;机器人概念;国企改革;深股通;融资融券,000156,33
10,002382.SZ,医药电商;三胎概念;医疗器械概念;绿色电力;跨境电商;一带一路;人民币贬值受益;深股通;特斯拉概念;融资融券,002382,33
26,688306.SH,减速器;人形机器人;汽车热管理;华为汽车;新型工业化;传感器;机器人概念;机器视觉;新能源汽车;无人驾驶;毫米波雷达;汽车电子;脑机接口;燃料电池;人工智能;人民币贬值受益;DeepSeek概念;医疗器械概念;共同富裕示范区;锂电池概念;固态电池;AI智能体;氢能源;眼科医疗;沪股通;融资融券,688306,17
9,603258.SH,AIGC概念;手机游戏;AI智能体;电子竞技;短剧游戏;网络游戏;虚拟现实;创投;沪股通,603258,17
8,920427.BJ,消费电子概念;低空经济;先进封装;房屋检测;芯片概念;地下管网;新型城镇化;融资融券,920427,151
7,603718.SH,动物疫苗;基因测序;医疗器械概念;牙科医疗;股权转让(并购重组);沪股通;融资融券,603718,17
10,001360.SZ,黄金概念;金属回收;雅下水电概念;锂电池概念;固废处理;一带一路;高端装备;专精特新;机器视觉;融资融券,001360,33
11,300553.SZ,人工智能;新型工业化;专精特新;人形机器人;商业航天;军工;机器人概念;新能源汽车;高端装备;航空发动机;海工装备,300553,33
16,300956.SZ,小米概念;专精特新;机器人概念;人形机器人;消费电子概念;人民币贬值受益;AI PC;储能;光伏概念;锂电池概念;固态电池;光伏建筑一体化;HJT电池;绿色电力;TOPCON电池;融资融券,300956,33
10,600289.SH,ST板块;黑龙江自贸区;智能物流;智慧城市;工业互联网;车联网(车路协同);东数西算(算力);网络安全;数据安全;人工智能,600289,22
12,300171.SZ,医疗器械概念;智能医疗;基因测序;细胞免疫治疗;合成生物;DeepSeek概念;生物疫苗;华为概念;机器人概念;独角兽概念;融资融券;深股通,300171,33
9,001223.SZ,新型工业化;无人机;PET铜箔;专精特新;机器人概念;固态电池;消费电子概念;锂电池概念;可降解塑料,001223,33
13,000558.SZ,冰雪产业;旅游概念;体育产业;文化传媒概念;短剧游戏;电子竞技;创投;PPP概念;租售同权;国企改革;西部大开发;深股通;融资融券,000558,33
6,002531.SZ,氢能源;风电;海工装备;绿色电力;深股通;融资融券,002531,33
6,688267.SH,环氧丙烷;人民币贬值受益;回购增持再贷款概念;专精特新;沪股通;融资融券,688267,17
9,603860.SH,乡村振兴;国企改革;专精特新;数字经济;人工智能;数字乡村;AI智能体;国资云;中字头股票,603860,17
14,688004.SH,文化传媒概念;在线教育;数据安全;AIGC概念;网络安全;信创;数据要素;华为鲲鹏;多模态AI;人工智能;数字孪生;华为概念;回购增持再贷款概念;融资融券,688004,17
2,300321.SZ,国企改革;证金持股,300321,33
12,688110.SH,汽车芯片;存储芯片;消费电子概念;芯片概念;智能穿戴;5G;安防;车联网(车路协同);专精特新;回购增持再贷款概念;沪股通;融资融券,688110,17
14,002423.SZ,信托概念;期货概念;参股保险;区块链;参股银行;国企改革;养老概念;乡村振兴;同花顺中特估100;人工智能;央企国企改革;融资融券;中字头股票;深股通,002423,33
9,300347.SZ,CRO概念;创新药;生物疫苗;医疗器械概念;智能医疗;2025年报预增;AIGC概念;深股通;融资融券,300347,33
25,600967.SH,军民融合;军工;高铁;核电;中俄贸易概念;无人机;高端装备;央企国企改革;农机;西部大开发;风电;数字孪生;人工智能;国企改革;机器人概念;物联网;工业互联网;减速器;无人驾驶;新能源汽车;氢能源;储能;人形机器人;沪股通;融资融券,600967,17
11,605001.SH,高铁;养老概念;一带一路;医美概念;高压氧舱;机器人概念;新能源汽车;比亚迪概念;碳纤维;储能;芯片概念,605001,17
5,603839.SH,三胎概念;跨境电商;网红经济;长三角一体化;抖音概念(字节概念),603839,17
22,920924.BJ,AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;数据中心;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力),920924,151
28,002335.SZ,算力租赁;液冷服务器;东数西算(算力);数据中心;5G;腾讯概念;量子科技;阿里巴巴概念;智慧政务;华为概念;AI智能体;小红书概念;智能电网;无人驾驶;DeepSeek概念;人工智能;数字经济;核电;储能;光伏概念;高铁;海工装备;海峡两岸;福建自贸区;锂电池概念;氢能源;深股通;融资融券,002335,33
24,300065.SZ,军工信息化;国产航母;商业航天;云计算;军工;数据要素;腾讯概念;阿里巴巴概念;算力租赁;东数西算(算力);人工智能;DeepSeek概念;海工装备;数据中心;高端装备;传感器;机器人概念;京津冀一体化;专精特新;2025年报预增;风电;深股通;融资融券;股权转让(并购重组),300065,33
7,600822.SH,上海国企改革;上海自贸区;智能物流;统一大市场;国企改革;数据要素;融资融券,600822,17
12,600697.SH,物业管理;冰雪产业;体育产业;冷链物流;免税店;旅游概念;跨境电商;中俄贸易概念;国企改革;数字经济;阿里巴巴概念;黄金概念,600697,17
10,600495.SH,高铁;污水处理;一带一路;国企改革;央企国企改革;高端装备;回购增持再贷款概念;军工;沪股通;融资融券,600495,17
16,301115.SZ,土壤修复;新型城镇化;碳中和;水利;光伏概念;智慧城市;一带一路;房屋检测;数字孪生;食品安全;家用电器;高铁;芯片概念;传感器;特斯拉概念;融资融券,301115,33
10,300622.SZ,虚拟现实;IP经济(谷子经济);华为概念;智能穿戴;AI眼镜;小米概念;粤港澳大湾区;消费电子概念;眼科医疗;深股通,300622,33
8,688710.SH,CRO概念;细胞免疫治疗;创新药;智能医疗;央企国企改革;国企改革;沪股通;融资融券,688710,17
7,920807.BJ,一带一路;稀土永磁;乡村振兴;芯片概念;第三代半导体;粤港澳大湾区;融资融券,920807,151
4,300755.SZ,跨境电商;西部大开发;融资融券;深股通,300755,33
21,688106.SH,俄乌冲突概念;天然气;氢能源;固态电池;碳中和;中芯国际概念;光伏概念;锂电池概念;可控核聚变;存储芯片;第三代半导体;回购增持再贷款概念;冷链物流;燃料电池;核电;商业航天;长三角一体化;芯片概念;专精特新;沪股通;融资融券,688106,17
7,603311.SH,家用电器;人民币贬值受益;专精特新;新能源汽车;PM2.5;大飞机;回购增持再贷款概念,603311,17
24,300263.SZ,钙钛矿电池;HJT电池;商业航天;大飞机;光伏概念;军工;核电;MicroLED概念;柔性屏(折叠屏);无人机;军民融合;飞行汽车(eVTOL);低空经济;碳纤维;OLED;芯片概念;风电;动力电池回收;超超临界发电;盐湖提锂;污水处理;PPP概念;融资融券;深股通,300263,33
23,000100.SZ,MicroLED概念;MiniLED;柔性屏(折叠屏);硅能源;OLED;光伏概念;参股银行;绿色电力;回购增持再贷款概念;比亚迪概念;工业互联网;AI眼镜;华为概念;虚拟现实;小米概念;消费电子概念;粤港澳大湾区;2025年报预增;芯片概念;证金持股;超级品牌;深股通;融资融券,000100,33
12,603209.SH,航运概念;统一大市场;自由贸易港;一带一路;海峡两岸;数字经济;DeepSeek概念;人工智能;数据要素;AI智能体;智谱AI;沪股通,603209,17
6,600030.SH,期货概念;同花顺漂亮100;沪股通;融资融券;证金持股;同花顺中特估100,600030,17
13,600278.SH,创投;统一大市场;人民币贬值受益;上海自贸区;自由贸易港;上海国企改革;医疗器械概念;一带一路;国企改革;参股券商;航运概念;沪股通;融资融券,600278,17
8,000529.SZ,猪肉;预制菜;养鸡;冷链物流;国企改革;广东自贸区;创投;粤港澳大湾区,000529,33
4,003030.SZ,人造肉;宠物经济;共同富裕示范区;网红经济,003030,33
28,002419.SZ,预制菜;啤酒概念;白酒概念;统一大市场;跨境电商;乡村振兴;农业种植;无人零售;粮食概念;国企改革;新疆振兴;智能物流;数字经济;人工智能;ChatGPT概念;AIGC概念;粤港澳大湾区;DeepSeek概念;鸿蒙概念;央企国企改革;光伏建筑一体化;低空经济;腾讯概念;绿色电力;储能;AI应用;深股通;融资融券,002419,33
13,688230.SH,AI眼镜;芯片概念;第三代半导体;智能穿戴;消费电子概念;AI手机;小米概念;5G;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券,688230,17
4,003003.SZ,跨境电商;可降解塑料;冷链物流;工业互联网,003003,33
31,000625.SZ,证金持股;网约车;俄乌冲突概念;国企改革;兵装重组概念;智能物流;西部大开发;华为汽车;长安汽车概念;车联网(车路协同);飞行汽车(eVTOL);央企国企改革;深股通;融资融券;DeepSeek概念;一带一路;低空经济;燃料电池;换电概念;腾讯概念;机器人概念;无人驾驶;人形机器人;智能座舱;新能源汽车;华为概念;动力电池回收;固态电池;锂电池概念;宁德时代概念;股权转让(并购重组),000625,33
31,300001.SZ,虚拟电厂;智能电网;高压快充;风电;充电桩;储能;绿色电力;核电;光伏建筑一体化;动力电池回收;数据中心;新能源汽车;高铁;比亚迪概念;中俄贸易概念;工业互联网;长安汽车概念;PPP概念;小米汽车;雄安新区;机器人概念;小米概念;华为概念;人工智能;阿里巴巴概念;腾讯概念;百度概念;MCU芯片;抖音概念(字节概念);深股通;融资融券,300001,33
34,002881.SZ,AI智能体;鸿蒙概念;人工智能;东数西算(算力);车联网(车路协同);DeepSeek概念;移动支付;卫星导航;商业航天;物联网;华为概念;电力物联网;无人机;工业互联网;机器视觉;毫米波雷达;5G;机器人概念;无人驾驶;华为海思概念股;人形机器人;智能座舱;创投;专精特新;MCU芯片;AI眼镜;芯片概念;华为汽车;比亚迪概念;消费电子概念;新能源汽车;回购增持再贷款概念;深股通;融资融券,002881,33
11,600185.SH,免税店;物业管理;自由贸易港;广东自贸区;横琴新区;跨境电商;粤港澳大湾区;国企改革;沪股通;融资融券;股权转让(并购重组),600185,17
4,600909.SH,期货概念;国企改革;沪股通;融资融券,600909,17
17,600456.SH,航空发动机;大飞机;国产航母;商业航天;军工;小金属概念;核电;3D打印;无人机;海工装备;苹果概念;燃料电池;回购增持再贷款概念;西部大开发;国企改革;融资融券;沪股通,600456,17
5,600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,600997,17
9,688259.SH,芯片概念;人形机器人;星闪概念;WiFi 6;机器人概念;阿里巴巴概念;电力物联网;智能电网;融资融券,688259,17
15,002410.SZ,AI智能体;多模态AI;数据要素;人工智能;智慧城市;数字孪生;物联网;京津冀一体化;AI应用;2025年报预增;雄安新区;回购增持再贷款概念;装配式建筑;深股通;融资融券,002410,33
6,603511.SH,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,603511,17
20,002446.SZ,军工信息化;太赫兹;6G概念;卫星导航;商业航天;军民融合;军工;车联网(车路协同);5G;毫米波雷达;华为概念;芯片概念;物联网;无人驾驶;汽车电子;粤港澳大湾区;智能电网;回购增持再贷款概念;深股通;融资融券,002446,33
9,605389.SH,减速器;高端装备;专精特新;机器人概念;光伏概念;海工装备;国企改革;沪股通;股权转让(并购重组),605389,17
4,301618.SZ,粤港澳大湾区;专精特新;深股通;融资融券,301618,33
11,600827.SH,免税店;参股券商;上海国企改革;国企改革;IP经济(谷子经济);创投;阿里巴巴概念;沪股通;融资融券;华为概念;AI眼镜,600827,17
16,600583.SH,天然气;氢能源;央企国企改革;沪股通;融资融券;国企改革;绿色电力;一带一路;海工装备;风电;京津冀一体化;高端装备;数字孪生;DeepSeek概念;机器人概念;数据中心,600583,17
10,601952.SH,大豆;玉米;粮食概念;土地流转;农业种植;乡村振兴;啤酒概念;国企改革;沪股通;融资融券,601952,17
6,600369.SH,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,600369,17
14,300820.SZ,第三代半导体;可控核聚变;芯片概念;核电;光伏概念;充电桩;专精特新;新能源汽车;储能;TOPCON电池;氢能源;西部大开发;深股通;融资融券,300820,33
21,688213.SH,汽车芯片;国家大基金持股;AI眼镜;汽车电子;芯片概念;同花顺新质50;传感器;消费电子概念;机器视觉;小米概念;无人驾驶;专精特新;比亚迪概念;机器人概念;安防;2025年报预增;华为概念;物联网;智能家居;沪股通;融资融券,688213,17
32,002906.SZ,小米汽车;智能座舱;无线充电;汽车热管理;华为汽车;汽车电子;特斯拉概念;飞行汽车(eVTOL);比亚迪概念;毫米波雷达;无人驾驶;长安汽车概念;小米概念;新能源汽车;一体化压铸;星闪概念;机器人概念;宁德时代概念;低空经济;车联网(车路协同);卫星导航;华为概念;共封装光学(CPO);粤港澳大湾区;横琴新区;创投;一带一路;DeepSeek概念;百度概念;深股通;人形机器人;融资融券,002906,33
31,002151.SZ,军工信息化;国产航母;卫星导航;商业航天;军民融合;军工;同花顺新质50;无人机;低空经济;车联网(车路协同);星闪概念;物联网;华为概念;智能座舱;无人驾驶;5G;高端装备;芯片概念;英伟达概念;智能穿戴;机器人概念;汽车芯片;京津冀一体化;汽车电子;消费电子概念;国家大基金持股;长安汽车概念;农机;两轮车;深股通;融资融券,002151,33
