所属概念,market_code,股票代码,所属概念数量,code
统一大市场;预制菜;参股银行;冷链物流;乡村振兴;中俄贸易概念;人工智能;共同富裕示范区;智能医疗;长三角一体化;国企改革;融资融券;沪股通,17,600113.SH,13,600113
长安汽车概念;华为汽车;一体化压铸;减速器;机器人概念;汽车热管理;无人驾驶;新能源汽车;传感器;比亚迪概念;智能座舱;汽车电子;EDR概念;氢能源;沪股通;融资融券,17,600081.SH,16,600081
云办公;财税数字化;华为盘古;中国AI 50;AI智能体;腾讯概念;信创;鸿蒙概念;AI应用;DeepSeek概念;人工智能;数字经济;华为概念;融资融券;沪股通,17,603039.SH,15,603039
装配式建筑;PPP概念;一带一路;5G,33,300517.SZ,4,300517
共封装光学(CPO);PCB概念;富士康概念;5G;MiniLED;汽车电子;专精特新;新型工业化;工业互联网;机器人概念;一带一路;深股通;融资融券,33,301251.SZ,13,301251
IP经济(谷子经济);融资融券,33,300915.SZ,2,300915
沪股通;国企改革;西部大开发;融资融券,17,601838.SH,4,601838
禽流感;芬太尼;猴痘概念;动物疫苗;生物疫苗;肝炎概念;基因测序;宠物经济;智能医疗;医疗器械概念;食品安全;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,688298.SH,15,688298
硅能源;有机硅概念;燃料电池;融资融券;深股通,33,300821.SZ,5,300821
足球概念;体育产业;2025年报预增,33,300651.SZ,3,300651
智能电网;数据中心;5G;工业互联网;充电桩;汽车电子;2025年报预增;HJT电池;高铁;储能;比亚迪概念;新能源汽车;智能家居;TOPCON电池;金属回收;BC电池;黄金概念;股权转让(并购重组);融资融券,17,603045.SH,19,603045
猴痘概念;辅助生殖;肝炎概念;医疗器械概念;智能医疗;中俄贸易概念;人工智能;国企改革;多模态AI;央企国企改革;证金持股,33,300396.SZ,11,300396
智谱AI;ChatGPT概念;AIGC概念;华为鲲鹏;虚拟数字人;智慧政务;空间计算;百度概念;数据要素;元宇宙;军工信息化;车联网(车路协同);人工智能;数字孪生;智慧城市;数字经济;虚拟现实;智能医疗;物联网;低空经济;数据中心;IP经济(谷子经济);机器人概念;AI应用;水利;旅游概念;地下管网;污水处理;融资融券,33,301313.SZ,29,301313
新型工业化;机器人概念;高端装备;华为概念;传感器;一带一路;人工智能;DeepSeek概念;国企改革;数据中心;鸿蒙概念;央企国企改革;绿色电力;煤炭概念;沪股通;融资融券,17,688570.SH,16,688570
钛白粉概念;金属钴;小金属概念;钒电池;石墨电极;回购增持再贷款概念;锂电池概念;固态电池;氢能源;宁德时代概念;天然气;高股息精选;养老概念;深股通;融资融券,33,002601.SZ,15,002601
生物质能发电;超超临界发电;固废处理;污水处理;核污染防治;PM2.5;一带一路;土壤修复;核电;PPP概念;净水概念;新型城镇化;高端装备;专精特新;物联网;盐湖提锂,33,300172.SZ,16,300172
大飞机;军民融合;中韩自贸区;军工;长安汽车概念;一带一路;新能源汽车;国企改革;机器人概念;新型工业化;物联网;比亚迪概念;工业互联网;石墨烯;华为概念;人民币贬值受益;超级品牌;股权转让(并购重组),33,000599.SZ,18,000599
煤炭概念;中字头股票;煤化工概念;同花顺中特估100;化肥;高股息精选;证金持股;沪股通;融资融券;央企国企改革;国企改革;乡村振兴,17,601898.SH,12,601898
长安汽车概念;小米汽车;无人驾驶;飞行汽车(eVTOL);小米概念;比亚迪概念;车联网(车路协同);低空经济;人脸识别;智慧城市;虚拟现实;人工智能;充电桩;国企改革;氢能源;央企国企改革;深股通;中字头股票;融资融券,33,301215.SZ,19,301215
煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;DeepSeek概念;2025年报预增;跨境电商;融资融券;沪股通,17,600989.SH,11,600989
专精特新;可降解塑料;3D打印;国企改革;融资融券,17,688203.SH,5,688203
文化传媒概念;西部大开发;国企改革;沪股通,17,603230.SH,4,603230
液冷服务器;先进封装;锂电池概念;AI手机;TOPCON电池;比亚迪概念;光伏概念;富士康概念;消费电子概念;6G概念;芯片概念;5G;高压快充;铜缆高速连接;新能源汽车;无线耳机;海工装备;商业航天;高铁;机器人概念;充电桩;国产航母;一带一路;回购增持再贷款概念;人工智能;数字经济;DeepSeek概念;AI智能体;沪股通;融资融券,17,601137.SH,30,601137
锂电池概念;新能源汽车;机器人概念;固态电池;宁德时代概念;燃料电池;氢能源;煤化工概念;摘帽,17,603959.SH,9,603959
页岩气;高端装备;海工装备;天然气;专精特新;人民币贬值受益;沪股通;融资融券,17,688377.SH,8,688377
液冷服务器;数据中心;光纤概念;东数西算(算力);机器人概念;腾讯概念;阿里巴巴概念;换电概念;储能;深股通;融资融券,33,301202.SZ,11,301202
跨境电商;AI智能体;IP经济(谷子经济);DeepSeek概念;露营经济;NFT概念;家用电器;物联网;2025年报预增;超级品牌;融资融券,33,301055.SZ,11,301055
智能家居;回购增持再贷款概念;人工智能;华为概念;西部大开发;DeepSeek概念;绿色电力;股权转让(并购重组),33,002798.SZ,8,002798
共同富裕示范区;互联网金融;创投;沪股通,17,603711.SH,4,603711
一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,920060.BJ,12,920060
芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688584.SH,5,688584
军民融合;商业航天;军工;无人机;低空经济;高端装备;核电;高铁;水利;无人驾驶;工业互联网;风电;储能;国企改革;抽水蓄能;沪股通;融资融券,17,600416.SH,17,600416
绿色电力;风电;ST板块;储能;光伏概念;西部大开发;国企改革;军工;国产航母;股权转让(并购重组),33,000595.SZ,10,000595
文化传媒概念;体育产业;DeepSeek概念;同花顺漂亮100;阿里巴巴概念;深股通;融资融券;同花顺出海50,33,002027.SZ,8,002027
同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17,601288.SH,5,601288
房屋检测;乡村振兴;智慧城市;京津冀一体化;DeepSeek概念;雄安新区;创投;数字孪生;空间计算;水利;新型城镇化;PPP概念;车联网(车路协同);AI智能体;食品安全;网约车;国企改革;低空经济;碳中和;一带一路;粤港澳大湾区;无人机;雅下水电概念;储能;俄乌冲突概念;深股通;融资融券,33,300284.SZ,27,300284
页岩气;天然气;氢能源;西部大开发;国企改革;沪股通;融资融券,17,600903.SH,7,600903
F5G概念;WiFi 6;5G;数据中心;华为海思概念股;PCB概念;汽车电子;东数西算(算力);6G概念;毫米波雷达;虚拟现实;华为概念;芯片概念;传感器;物联网;无人驾驶;智能座舱;先进封装;汽车芯片;工业互联网;网络安全;粤港澳大湾区;机器人概念;充电桩;智能家居;人民币贬值受益;智能医疗;基因测序;国企改革;沪股通;股权转让(并购重组);融资融券,17,603118.SH,32,603118
页岩气;俄乌冲突概念;天然气;光伏概念,33,002629.SZ,4,002629
烟草;工业互联网;融资融券,33,300883.SZ,3,300883
高端装备;工业母机;央企国企改革;工业互联网;新型工业化;商业航天;国企改革;职业教育;股权转让(并购重组);融资融券;深股通,33,000410.SZ,11,000410
特高压;智能电网;核电;文化传媒概念;燃料电池,33,300069.SZ,5,300069
煤炭概念;煤化工概念;国企改革;沪股通;融资融券,17,600997.SH,5,600997
充电桩;光伏概念;物联网;专精特新;传感器;融资融券,33,301388.SZ,6,301388
可控核聚变;大飞机;超导概念;核电;军工;无人机;智能电网;高端装备;低空经济;高铁;充电桩;铜缆高速连接;飞行汽车(eVTOL);央企国企改革;新能源汽车;特斯拉概念;国企改革;沪股通;融资融券,17,600973.SH,19,600973
CRO概念;减肥药;创新药;辅助生殖;仿制药一致性评价;肝炎概念;医药电商;合成生物;人民币贬值受益;量子科技;沪股通,17,605116.SH,11,605116
国企改革;新疆振兴;深股通,33,000949.SZ,3,000949
跨境支付(CIPS);移动支付;互联网金融;ChatGPT概念;AI智能体;百度概念;信创;阿里巴巴概念;数据安全;数字经济;数字水印;DeepSeek概念;人工智能;独角兽概念;华为概念;量子科技;创投;共同富裕示范区;参股券商;沪股通;融资融券,17,600571.SH,21,600571
云计算;人工智能;数字经济;电子纸;物联网;专精特新;芯片概念;机器人概念;人民币贬值受益;消费电子概念;海峡两岸;光伏概念;储能;深股通;融资融券,33,301275.SZ,15,301275
融资融券;核电;京津冀一体化;专精特新,151,920703.BJ,4,920703
白酒概念;京津冀一体化;国企改革;沪股通;融资融券,17,600559.SH,5,600559
数据安全;网络安全;华为鲲鹏;信创;智慧政务;鸿蒙概念;数据确权;华为昇腾;AI智能体;车联网(车路协同);数字经济;DeepSeek概念;人工智能;量子科技;军工信息化;低空经济;军工;芯片概念;AI应用,33,300659.SZ,19,300659
短剧游戏;快手概念;网络游戏;虚拟数字人;文化传媒概念;抖音概念(字节概念);百度概念;腾讯概念;股权转让(并购重组);阿里巴巴概念;网红经济;IP经济(谷子经济);人工智能;旅游概念;AI应用;华为概念;深股通,33,300291.SZ,17,300291
啤酒概念;农村电商;统一大市场;冷链物流;参股银行;乡村振兴;跨境电商;国企改革;创投;养老概念;互联网金融;证金持股;充电桩;人工智能;虚拟数字人;黄金概念;融资融券;AI应用,33,000417.SZ,18,000417
光刻胶;OLED;第三代半导体;芯片概念;PCB概念;专精特新;粤港澳大湾区;深股通;融资融券,33,300576.SZ,9,300576
人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;无人机;航空发动机;家用电器;低空经济;共同富裕示范区;一带一路;国企改革,33,002196.SZ,12,002196
融资融券;汽车热管理;低空经济;人民币贬值受益,151,920271.BJ,4,920271
无人零售;智能物流;物联网;新型工业化;机器人概念;机器视觉;传感器;数字货币;人工智能;换电概念;信创;冷链物流;智慧政务;芯片概念;虚拟数字人;锂电池概念;PCB概念;深股通;融资融券,33,002376.SZ,19,002376
财税数字化;国资云;云计算;信创;华为鲲鹏;智慧政务;数据安全;网络安全;国产操作系统;AI智能体;DRG/DIP;数据要素;鸿蒙概念;数字货币;时空大数据;AIGC概念;数字乡村;阿里巴巴概念;DeepSeek概念;互联网金融;跨境支付(CIPS);东数西算(算力);数字经济;人工智能;智慧城市;数字孪生;安防;智能医疗;军工信息化;华为概念;物联网;工业互联网;无人驾驶;数据中心;芯片概念;体育产业;新型工业化;汽车电子;回购增持再贷款概念;水利;AI应用;国企改革;电力物联网;雄安新区;央企国企改革;雅下水电概念;深股通;融资融券,33,002368.SZ,48,002368
成飞概念;航空发动机;军民融合;军工;低空经济;高端装备;汽车热管理;华为汽车;传感器;小米汽车;长安汽车概念;新能源汽车;汽车电子;比亚迪概念;小米概念;华为概念;央企国企改革;储能;国企改革;西部大开发;华为数字能源;融资融券;沪股通,17,600523.SH,23,600523
高股息精选;西部大开发;小米概念;融资融券;沪股通,17,601077.SH,5,601077
存储芯片;MCU芯片;汽车芯片;芯片概念;消费电子概念;汽车电子;2025年报预增;传感器;小米概念;专精特新;人形机器人;机器人概念;长安汽车概念;华为汽车;沪股通;融资融券,17,688380.SH,16,688380
页岩气;俄乌冲突概念;天然气;煤炭概念;煤化工概念;新疆振兴;融资融券;氢能源;碳中和;西部大开发;一带一路;沪股通,17,600256.SH,12,600256
核电;特钢概念;专精特新;军工;抽水蓄能;中俄贸易概念;超超临界发电;东数西算(算力);算力租赁;锂电池概念;宁德时代概念;石墨电极;俄乌冲突概念,17,603315.SH,13,603315
PCB概念;苹果概念;5G;芯片概念;消费电子概念;专精特新;传感器;机器视觉;粤港澳大湾区;人工智能;融资融券,17,688312.SH,11,688312
军民融合;大飞机;飞行汽车(eVTOL);军工;无人机;低空经济;长安汽车概念;华为汽车;工业互联网;小米概念;比亚迪概念;新能源汽车;京津冀一体化;特斯拉概念;创投;宁德时代概念;国企改革;新疆振兴;深股通;股权转让(并购重组),33,002510.SZ,20,002510
工业互联网;融资融券;数据中心;固态电池;储能,151,920405.BJ,5,920405
染料;人民币贬值受益;减肥药;创新药;仿制药一致性评价;生物疫苗;肝炎概念;深股通;融资融券,33,002099.SZ,9,002099
动力电池回收;固态电池;宁德时代概念;锂电池概念;钠离子电池;专精特新;新能源汽车;比亚迪概念;芯片概念;储能;长安汽车概念;新型工业化;机器人概念;人形机器人;智能物流;机器视觉;ST板块;装配式建筑;钙钛矿电池,22,688646.SH,19,688646
专精特新;人民币贬值受益;染料;商业航天;沪股通;融资融券,17,603004.SH,6,603004
期货概念;国企改革;西部大开发;深股通;融资融券,33,002673.SZ,5,002673
跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机,33,300464.SZ,6,300464
钒电池;国企改革;储能,17,600319.SH,3,600319
减速器;人形机器人;工业母机;卫星导航;机器人概念;新能源汽车;高端装备;高铁;海工装备;风电;深股通,33,300421.SZ,11,300421
食品安全;股权转让(并购重组);融资融券,33,301296.SZ,3,301296
军工;军民融合;商业航天;无人机;低空经济;车联网(车路协同);无人驾驶;华为概念;东数西算(算力);人工智能;机器人概念;智能穿戴;碳纤维;人形机器人;粤港澳大湾区;PEEK材料;雄安新区;AI应用;深股通;股权转让(并购重组);融资融券,33,002625.SZ,21,002625
智能音箱;人民币贬值受益;医疗器械概念;机器人概念;虚拟现实;一带一路;智能穿戴;无线耳机;无人机;消费电子概念;储能;苹果概念,33,002981.SZ,12,002981
存储芯片;先进封装;芯片概念;光刻胶;新能源汽车;融资融券,17,688757.SH,6,688757
三胎概念;跨境电商;物业管理;参股银行;网红经济;上海国企改革;国企改革;上海自贸区;一带一路;融资融券,17,600630.SH,10,600630
